Contig100199	24435	24435	Contig100199	maker	three_prime_UTR	24417	25520	.	+	.	ID=Olurida_00005839-RA:three_prime_utr;Parent=Olurida_00005839-RA;
Contig25818	7410	7410	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	7418	7418	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	7429	7429	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	7435	7435	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	7446	7446	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	7453	7453	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	7486	7486	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	7490	7490	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	7505	7505	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	7508	7508	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	7577	7577	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	7584	7584	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	7587	7587	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	7644	7644	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	8523	8523	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	8531	8531	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	8790	8790	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	8885	8885	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	8889	8889	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	8924	8924	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	8954	8954	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	8969	8969	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	8972	8972	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	8975	8975	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	9044	9044	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	9140	9140	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	9143	9143	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	9152	9152	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	9155	9155	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	9159	9159	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	9206	9206	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	9210	9210	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	9227	9227	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	9258	9258	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	9335	9335	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	9385	9385	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	9392	9392	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	9434	9434	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	9524	9524	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	9549	9549	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	9561	9561	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	9567	9567	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	9578	9578	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	9606	9606	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig25818	9701	9701	Contig25818	maker	three_prime_UTR	4102	9708	.	-	.	ID=Olurida_00001111-RA:three_prime_utr;Parent=Olurida_00001111-RA;
Contig26007	48221	48221	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48226	48226	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48272	48272	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48279	48279	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48319	48319	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48331	48331	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48336	48336	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48353	48353	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48363	48363	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48366	48366	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48399	48399	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48417	48417	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48468	48468	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48519	48519	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48531	48531	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48587	48587	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48594	48594	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48597	48597	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48627	48627	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48640	48640	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48645	48645	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48663	48663	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48681	48681	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48693	48693	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48709	48709	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48729	48729	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48746	48746	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48849	48849	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48894	48894	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	48957	48957	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	49035	49035	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	49086	49086	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	49118	49118	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	49150	49150	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	49154	49154	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	49160	49160	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	49163	49163	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	49167	49167	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	49244	49244	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	49358	49358	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	49421	49421	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	49487	49487	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	49530	49530	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	49613	49613	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	49644	49644	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	49661	49661	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	49683	49683	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	49692	49692	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	49731	49731	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	49746	49746	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	49767	49767	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26007	49803	49803	Contig26007	maker	three_prime_UTR	48184	50278	.	+	.	ID=Olurida_00000422-RA:three_prime_utr;Parent=Olurida_00000422-RA;
Contig26025	17156	17156	Contig26025	maker	three_prime_UTR	16244	17695	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	17176	17176	Contig26025	maker	three_prime_UTR	16244	17695	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	17189	17189	Contig26025	maker	three_prime_UTR	16244	17695	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	17263	17263	Contig26025	maker	three_prime_UTR	16244	17695	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	17337	17337	Contig26025	maker	three_prime_UTR	16244	17695	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	17343	17343	Contig26025	maker	three_prime_UTR	16244	17695	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	17345	17345	Contig26025	maker	three_prime_UTR	16244	17695	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	17380	17380	Contig26025	maker	three_prime_UTR	16244	17695	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	17424	17424	Contig26025	maker	three_prime_UTR	16244	17695	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	17430	17430	Contig26025	maker	three_prime_UTR	16244	17695	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	17446	17446	Contig26025	maker	three_prime_UTR	16244	17695	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	17450	17450	Contig26025	maker	three_prime_UTR	16244	17695	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	17470	17470	Contig26025	maker	three_prime_UTR	16244	17695	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	17472	17472	Contig26025	maker	three_prime_UTR	16244	17695	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	17573	17573	Contig26025	maker	three_prime_UTR	16244	17695	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	17613	17613	Contig26025	maker	three_prime_UTR	16244	17695	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	17621	17621	Contig26025	maker	three_prime_UTR	16244	17695	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	17642	17642	Contig26025	maker	three_prime_UTR	16244	17695	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	17654	17654	Contig26025	maker	three_prime_UTR	16244	17695	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	17666	17666	Contig26025	maker	three_prime_UTR	16244	17695	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	17674	17674	Contig26025	maker	three_prime_UTR	16244	17695	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	17966	17966	Contig26025	maker	three_prime_UTR	17959	18199	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	18013	18013	Contig26025	maker	three_prime_UTR	17959	18199	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	18017	18017	Contig26025	maker	three_prime_UTR	17959	18199	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	18020	18020	Contig26025	maker	three_prime_UTR	17959	18199	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	18024	18024	Contig26025	maker	three_prime_UTR	17959	18199	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	18030	18030	Contig26025	maker	three_prime_UTR	17959	18199	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	18075	18075	Contig26025	maker	three_prime_UTR	17959	18199	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	18095	18095	Contig26025	maker	three_prime_UTR	17959	18199	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	18105	18105	Contig26025	maker	three_prime_UTR	17959	18199	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	18107	18107	Contig26025	maker	three_prime_UTR	17959	18199	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	18125	18125	Contig26025	maker	three_prime_UTR	17959	18199	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	18189	18189	Contig26025	maker	three_prime_UTR	17959	18199	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	19018	19018	Contig26025	maker	three_prime_UTR	18937	19256	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	19023	19023	Contig26025	maker	three_prime_UTR	18937	19256	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	19039	19039	Contig26025	maker	three_prime_UTR	18937	19256	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	19064	19064	Contig26025	maker	three_prime_UTR	18937	19256	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	19088	19088	Contig26025	maker	three_prime_UTR	18937	19256	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	19125	19125	Contig26025	maker	three_prime_UTR	18937	19256	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	19155	19155	Contig26025	maker	three_prime_UTR	18937	19256	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	19161	19161	Contig26025	maker	three_prime_UTR	18937	19256	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	19170	19170	Contig26025	maker	three_prime_UTR	18937	19256	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	19186	19186	Contig26025	maker	three_prime_UTR	18937	19256	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	19199	19199	Contig26025	maker	three_prime_UTR	18937	19256	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	19211	19211	Contig26025	maker	three_prime_UTR	18937	19256	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	19225	19225	Contig26025	maker	three_prime_UTR	18937	19256	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	19399	19399	Contig26025	maker	three_prime_UTR	19399	19509	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	19447	19447	Contig26025	maker	three_prime_UTR	19399	19509	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	19483	19483	Contig26025	maker	three_prime_UTR	19399	19509	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	19494	19494	Contig26025	maker	three_prime_UTR	19399	19509	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	19504	19504	Contig26025	maker	three_prime_UTR	19399	19509	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	19857	19857	Contig26025	maker	three_prime_UTR	19817	19983	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	19881	19881	Contig26025	maker	three_prime_UTR	19817	19983	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	19892	19892	Contig26025	maker	three_prime_UTR	19817	19983	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	19895	19895	Contig26025	maker	three_prime_UTR	19817	19983	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26025	19898	19898	Contig26025	maker	three_prime_UTR	19817	19983	.	-	.	ID=Olurida_00000357-RA:three_prime_utr;Parent=Olurida_00000357-RA;
Contig26122	21463	21463	Contig26122	maker	three_prime_UTR	21463	21587	.	-	.	ID=Olurida_00004235-RA:three_prime_utr;Parent=Olurida_00004235-RA;
Contig26122	21470	21470	Contig26122	maker	three_prime_UTR	21463	21587	.	-	.	ID=Olurida_00004235-RA:three_prime_utr;Parent=Olurida_00004235-RA;
Contig26122	21482	21482	Contig26122	maker	three_prime_UTR	21463	21587	.	-	.	ID=Olurida_00004235-RA:three_prime_utr;Parent=Olurida_00004235-RA;
Contig26122	21489	21489	Contig26122	maker	three_prime_UTR	21463	21587	.	-	.	ID=Olurida_00004235-RA:three_prime_utr;Parent=Olurida_00004235-RA;
Contig26122	21492	21492	Contig26122	maker	three_prime_UTR	21463	21587	.	-	.	ID=Olurida_00004235-RA:three_prime_utr;Parent=Olurida_00004235-RA;
Contig26122	21499	21499	Contig26122	maker	three_prime_UTR	21463	21587	.	-	.	ID=Olurida_00004235-RA:three_prime_utr;Parent=Olurida_00004235-RA;
Contig26122	21503	21503	Contig26122	maker	three_prime_UTR	21463	21587	.	-	.	ID=Olurida_00004235-RA:three_prime_utr;Parent=Olurida_00004235-RA;
Contig26122	21508	21508	Contig26122	maker	three_prime_UTR	21463	21587	.	-	.	ID=Olurida_00004235-RA:three_prime_utr;Parent=Olurida_00004235-RA;
Contig26122	21543	21543	Contig26122	maker	three_prime_UTR	21463	21587	.	-	.	ID=Olurida_00004235-RA:three_prime_utr;Parent=Olurida_00004235-RA;
Contig26122	21551	21551	Contig26122	maker	three_prime_UTR	21463	21587	.	-	.	ID=Olurida_00004235-RA:three_prime_utr;Parent=Olurida_00004235-RA;
Contig26122	21571	21571	Contig26122	maker	three_prime_UTR	21463	21587	.	-	.	ID=Olurida_00004235-RA:three_prime_utr;Parent=Olurida_00004235-RA;
Contig26122	22395	22395	Contig26122	maker	three_prime_UTR	22313	22565	.	-	.	ID=Olurida_00004235-RA:three_prime_utr;Parent=Olurida_00004235-RA;
Contig26122	22430	22430	Contig26122	maker	three_prime_UTR	22313	22565	.	-	.	ID=Olurida_00004235-RA:three_prime_utr;Parent=Olurida_00004235-RA;
Contig26122	22450	22450	Contig26122	maker	three_prime_UTR	22313	22565	.	-	.	ID=Olurida_00004235-RA:three_prime_utr;Parent=Olurida_00004235-RA;
Contig26122	22456	22456	Contig26122	maker	three_prime_UTR	22313	22565	.	-	.	ID=Olurida_00004235-RA:three_prime_utr;Parent=Olurida_00004235-RA;
Contig26122	22461	22461	Contig26122	maker	three_prime_UTR	22313	22565	.	-	.	ID=Olurida_00004235-RA:three_prime_utr;Parent=Olurida_00004235-RA;
