siteID	coverage1	coverage2	coverage3	coverage4	coverage5	coverage6	coverage7	coverage8	coverage9	coverage10	coverage11	coverage12	coverage13	coverage14	coverage15	coverage16	coverage17	coverage18
Contig22704_18819	24	16	15	23	14	8	21	19	23	26	30	15	28	28	33	33	27	20
Contig22705_3452	16	17	19	19	19	14	23	21	15	38	32	28	33	26	40	31	21	25
Contig22706_71069	12	14	11	11	7	8	12	13	11	11	12	11	14	13	14	19	12	10
Contig22706_72425	13	12	17	16	13	11	9	12	12	15	14	13	17	17	16	16	18	12
Contig22706_72512	19	16	18	15	12	16	15	18	21	15	13	14	16	25	14	17	11	17
Contig22721_20729	18	13	30	27	21	15	22	14	20	33	41	17	37	28	29	40	30	17
Contig22721_20864	21	20	27	26	20	18	23	21	29	39	41	22	41	51	44	41	27	32
Contig22721_20948	23	19	34	37	28	20	34	29	40	61	54	26	35	38	42	52	42	32
Contig22721_20955	18	16	28	28	22	16	28	23	34	46	50	15	30	33	39	40	35	26
Contig22721_21120	11	11	17	15	13	7	13	18	21	29	25	7	22	31	30	20	20	17
Contig22721_21131	12	10	16	14	14	6	13	15	21	26	25	11	26	30	26	23	18	12
Contig22721_21163	13	11	16	12	15	15	16	13	22	37	27	8	21	25	22	34	21	15
Contig22721_21521	14	5	17	12	12	8	12	13	14	17	20	11	26	19	24	31	16	13
Contig22721_21534	12	5	13	11	13	6	12	12	17	15	22	11	24	20	22	27	15	13
Contig22736_8577	18	29	21	26	26	15	24	14	21	30	16	21	27	21	13	25	24	20
Contig22751_3734	9	16	16	12	18	14	13	13	12	9	15	14	16	18	14	16	11	13
Contig22753_19716	16	9	13	13	14	9	17	18	16	19	23	11	24	29	11	33	12	16
Contig22753_19726	13	8	10	10	11	7	14	13	11	16	19	10	17	23	10	22	7	13
Contig22757_20510	15	13	19	26	13	9	22	21	22	24	18	16	29	31	26	23	22	23
Contig22757_20516	15	12	18	24	11	11	23	13	24	27	20	12	31	33	27	21	28	27
Contig22757_20526	26	19	27	28	16	15	25	19	28	33	27	19	33	37	29	23	32	33
Contig22757_20537	26	23	24	28	18	16	26	20	31	32	25	24	36	37	39	26	29	34
Contig22757_20555	17	16	17	17	18	18	20	22	27	17	20	23	27	30	30	19	19	25
Contig22757_20579	21	15	16	17	15	18	26	27	25	27	20	25	34	30	25	31	26	30
Contig22757_23189	20	19	23	26	11	11	19	17	20	29	46	23	42	39	46	40	24	27
Contig22757_23295	15	11	20	25	12	9	15	19	22	32	32	17	29	35	39	38	24	17
Contig22757_23450	25	23	26	23	15	11	21	21	27	34	48	28	33	37	43	36	28	14
Contig22757_24517	38	33	39	51	40	35	44	43	47	51	54	33	44	54	55	37	46	41
Contig22757_24519	39	37	45	59	44	38	47	48	53	53	59	38	51	57	59	44	52	43
Contig22757_24530	61	51	65	81	57	56	69	68	76	80	86	59	75	88	88	69	71	66
Contig22757_24979	24	19	27	29	27	21	27	23	22	26	35	21	24	31	29	21	29	24
Contig22757_24983	24	19	26	28	28	21	25	21	23	26	31	21	27	30	30	20	28	22
Contig22757_24988	25	20	28	27	26	20	24	24	23	26	33	22	27	31	29	22	28	23
Contig22758_8896	14	12	15	16	17	13	25	17	19	23	19	15	26	29	34	31	21	15
Contig22770_15778	16	19	20	22	16	10	16	20	18	18	3	22	25	28	20	17	19	26
Contig22770_15798	20	16	17	24	13	7	26	17	24	15	8	20	22	22	20	14	23	23
Contig22772_6101	17	16	18	21	11	14	17	20	23	28	20	25	20	27	28	26	22	21
Contig22772_6114	15	13	18	12	17	15	19	17	23	25	17	21	20	23	20	28	21	21
Contig22772_6128	16	13	19	15	16	12	21	14	24	25	19	15	28	23	25	27	17	17
Contig22772_6173	24	14	16	13	8	7	21	17	20	35	32	20	38	37	30	36	27	17
Contig22772_6203	12	8	10	13	11	10	11	16	16	23	21	14	13	19	21	22	18	17
Contig22772_6252	15	14	17	14	11	8	14	12	17	31	29	10	24	33	36	18	20	19
Contig22772_6277	20	13	19	18	12	12	15	22	21	34	23	15	29	38	36	43	25	22
Contig22773_8132	24	22	17	27	29	19	27	15	21	22	19	24	32	37	29	30	21	28
Contig22773_10872	28	27	23	26	20	19	30	20	27	20	11	25	22	28	17	19	19	36
Contig22773_19114	47	45	49	48	43	45	46	42	51	40	28	53	50	47	43	55	56	54
Contig22773_19124	69	64	70	76	64	63	72	62	75	54	47	70	79	73	62	78	76	80
Contig22773_19131	63	60	61	68	55	56	68	62	65	47	45	66	74	70	59	70	67	65
Contig22773_19137	47	50	49	53	47	45	59	47	59	39	40	51	60	59	47	58	53	58
Contig22773_19149	22	21	24	26	23	24	25	22	24	19	20	21	25	25	19	26	21	25
Contig22778_17687	20	14	16	18	14	10	19	18	17	22	29	13	25	34	29	27	16	16
Contig22778_21957	19	24	27	26	19	16	18	21	26	35	23	23	36	39	38	33	27	28
Contig22778_21975	17	23	21	22	21	17	19	22	20	30	22	14	31	31	30	33	28	21
Contig22778_22083	31	18	21	21	21	20	17	18	24	15	18	14	26	35	35	29	22	20
Contig22778_22599	14	14	18	16	12	11	16	16	16	23	7	17	16	18	16	19	20	21
Contig22778_22603	11	12	17	14	14	11	20	17	20	21	7	16	19	17	14	18	24	19
Contig22778_22607	15	12	16	16	17	13	20	16	22	28	7	17	20	23	21	18	27	22
Contig22778_22623	17	14	14	18	16	14	24	13	24	33	7	10	21	22	20	17	24	23
Contig22778_22645	19	14	12	18	12	14	20	21	26	21	10	16	28	27	21	24	22	13
Contig22778_22668	25	15	16	18	10	25	7	23	27	29	8	22	27	25	25	18	15	20
Contig22778_22691	19	15	19	21	10	15	20	23	26	29	9	19	26	23	23	19	18	24
Contig22778_22745	18	12	13	22	14	12	15	21	19	21	15	12	22	23	11	23	18	20
Contig22778_22885	13	15	16	18	11	12	21	27	22	32	9	15	26	32	24	30	21	18
Contig22778_22895	19	21	22	28	18	16	28	35	25	34	17	20	41	35	30	31	35	26
Contig22778_22935	26	23	28	27	21	20	25	29	28	38	19	18	39	35	37	26	33	27
Contig22778_22967	20	22	9	26	11	14	25	22	27	32	11	16	34	31	32	28	23	26
Contig22778_23115	15	21	16	22	16	9	19	17	19	18	5	13	21	24	18	16	20	20
Contig2278_4286	19	13	18	21	8	14	16	15	18	34	38	14	22	31	38	39	28	22
Contig2278_4295	20	18	22	23	12	15	20	15	18	35	44	15	30	36	39	37	31	24
Contig2278_4306	15	17	22	19	11	11	13	11	14	32	40	8	27	39	36	34	29	14
Contig2278_4310	12	15	18	18	11	10	8	10	11	27	37	7	21	34	26	32	25	13
Contig22790_17740	9	12	12	16	11	11	13	11	14	18	24	13	25	18	18	22	15	15
Contig22790_18466	29	24	39	31	10	23	14	19	26	32	28	23	36	47	41	34	17	24
Contig22790_18522	22	18	28	23	10	8	16	14	25	35	24	21	28	32	26	33	14	24
Contig22790_18536	9	14	16	19	11	12	19	5	18	23	14	10	12	17	18	22	11	16
Contig22790_18572	17	17	20	17	12	9	20	17	9	28	16	12	18	24	29	15	20	15
Contig22791_141	23	14	15	18	11	12	20	17	18	25	25	19	28	33	39	35	33	21
Contig22791_151	20	11	13	16	13	15	23	16	21	21	23	16	26	29	33	33	27	18
Contig22791_156	19	11	11	12	12	14	23	13	18	15	20	11	19	24	27	28	24	11
Contig22791_1512	26	18	22	22	19	13	23	19	15	35	30	18	40	29	38	25	22	22
Contig22797_66522	28	23	20	17	14	10	27	19	18	21	17	18	34	36	33	39	24	24
Contig22797_74199	17	8	14	12	14	12	16	15	16	20	17	10	22	23	24	14	17	15
Contig22797_74217	24	16	20	17	21	9	22	21	19	21	22	15	31	33	37	30	19	20
Contig22797_74230	19	16	20	18	18	6	20	24	24	20	24	17	37	30	39	33	28	25
Contig22797_78596	20	19	21	12	17	9	22	22	24	28	35	20	33	23	31	32	20	20
Contig22797_78603	18	17	22	13	14	6	17	26	19	25	30	20	28	24	26	35	23	17
Contig22797_82103	16	10	8	17	11	4	16	16	13	16	28	12	21	19	37	37	18	13
Contig22810_2198	20	16	21	18	18	11	18	8	15	21	5	20	19	27	19	15	20	23
Contig22810_2538	15	14	20	19	14	15	25	26	23	46	21	9	36	44	38	37	28	26
Contig22810_5171	23	15	18	22	10	16	17	20	21	22	24	23	22	45	29	29	22	23
Contig22814_127626	23	16	24	18	20	16	17	23	15	27	39	15	36	34	40	37	30	25
Contig22814_127632	18	16	22	14	14	16	15	17	18	24	36	13	25	28	32	34	27	18
Contig22814_127640	18	12	21	13	15	14	18	19	16	26	31	14	25	26	28	30	24	21
Contig22815_38988	23	19	20	20	20	15	25	20	29	24	13	16	28	25	19	27	19	20
Contig22841_17448	10	11	18	16	10	9	15	12	22	16	15	8	23	28	18	24	12	10
Contig22851_1973	14	6	37	36	29	29	29	12	16	29	46	24	41	50	48	51	40	31
Contig22851_1975	17	8	37	37	29	26	31	15	16	29	49	25	41	52	44	52	41	28
Contig22883_14084	23	25	25	25	20	18	31	20	32	33	36	14	35	46	40	51	27	25
Contig22883_14107	14	17	24	21	21	17	26	17	26	21	41	16	34	49	39	40	25	20
Contig22884_5019	21	22	18	23	27	16	21	16	20	8	6	26	15	10	14	14	12	26
Contig22884_5037	19	26	19	19	26	17	21	21	20	12	2	26	15	7	14	12	11	20
Contig2289_14811	31	12	34	36	22	24	20	17	18	42	78	16	50	43	47	56	40	23
Contig2289_14816	46	15	39	43	28	31	29	27	31	60	87	24	61	54	63	73	52	31
Contig2289_14828	47	21	38	44	30	30	28	35	31	70	86	26	65	56	75	76	48	31
Contig2289_14844	36	16	23	24	17	16	12	23	15	53	71	10	38	40	56	49	23	17
Contig2289_14850	41	21	26	32	26	21	17	31	15	59	78	15	42	47	64	56	26	24
Contig22900_6663	23	16	18	25	13	13	15	19	27	35	23	11	32	35	20	34	17	21
Contig22900_19090	16	15	15	16	10	15	16	11	17	15	19	15	17	31	23	30	15	17
Contig22900_19102	16	12	15	16	14	12	16	15	16	18	19	14	18	28	20	28	14	18
Contig22907_1883	16	17	17	8	13	8	21	15	16	22	31	11	25	33	30	25	19	11
Contig22907_2320	18	13	20	18	17	10	17	23	24	41	20	13	30	35	27	25	18	22
Contig22907_2339	10	23	23	9	10	6	18	11	19	41	22	19	30	37	18	30	16	17
Contig22907_2347	12	25	21	7	13	7	18	13	17	33	21	25	30	43	21	36	15	21
Contig22907_6852	28	19	16	31	18	14	30	26	31	22	26	19	30	26	29	22	30	29
Contig22907_9900	8	17	19	20	15	11	26	19	18	24	25	15	23	32	26	24	23	19
Contig22929_47	16	15	34	27	14	16	32	27	32	38	43	15	36	41	43	44	27	20
Contig22929_86	22	18	27	19	14	10	26	19	26	33	39	20	34	41	42	45	26	21
Contig22929_136	21	17	25	30	19	12	29	21	27	38	47	17	31	43	53	48	35	27
Contig22929_147	14	16	21	21	18	10	19	16	23	35	41	14	31	36	45	50	31	24
Contig22933_1927	17	16	21	19	5	15	22	14	16	27	41	17	30	34	28	30	34	19
Contig22933_1963	33	27	35	34	24	25	38	31	35	54	60	23	51	43	53	57	52	29
Contig22933_1975	36	30	39	40	28	29	43	29	33	54	60	23	53	40	47	53	46	34
Contig22933_1978	37	30	37	38	23	27	42	33	34	53	61	22	57	45	50	50	50	41
Contig22933_1996	24	23	30	33	22	27	39	31	25	57	56	26	45	46	47	47	48	48
Contig22935_4620	18	12	22	23	12	13	18	17	24	38	51	20	35	51	46	54	33	21
Contig22935_4695	20	13	16	17	16	13	17	21	16	32	44	10	26	17	51	27	28	20
Contig22935_4763	30	15	21	32	11	16	19	20	28	49	62	19	45	32	61	50	42	27
Contig22935_4803	26	20	24	26	13	10	22	21	27	53	54	23	47	40	44	46	40	33
Contig22935_4813	27	21	25	30	14	15	28	19	31	53	61	18	45	45	45	53	35	32
Contig22935_4927	27	20	29	29	15	13	21	22	22	26	22	20	25	29	45	30	18	18
Contig22935_4934	31	20	28	25	17	12	23	19	20	27	19	17	22	25	44	30	16	21
Contig22935_4948	31	21	29	26	15	11	24	21	25	39	39	21	39	38	43	45	33	26
Contig22935_4963	28	27	26	36	16	19	29	20	28	43	46	23	42	45	53	46	39	33
Contig22935_4970	24	24	20	33	11	20	26	19	24	39	37	20	32	44	45	34	35	21
Contig22935_4984	23	23	19	33	8	20	16	27	22	40	30	22	29	39	47	33	36	22
Contig22935_58518	24	11	21	18	8	8	15	16	19	13	9	9	16	16	32	24	17	20
Contig22935_58558	19	22	25	27	19	17	22	20	28	34	32	23	38	31	54	35	40	26
Contig22935_58571	20	19	20	25	12	13	20	24	20	38	29	21	38	29	45	37	35	26
Contig22942_4395	10	20	12	14	12	8	13	17	20	27	7	21	20	24	31	20	17	22
Contig22943_10703	25	16	22	26	26	18	26	17	29	39	32	25	32	47	35	47	33	22
Contig22963_1697	27	14	23	23	14	23	24	17	22	29	16	21	36	36	23	25	24	27
Contig22963_1790	16	16	20	29	19	12	18	12	26	23	15	18	22	29	23	28	27	20
Contig22963_1877	27	22	24	21	16	15	30	28	26	37	21	19	35	36	33	36	35	32
Contig22963_1912	18	18	26	34	16	21	30	24	32	31	17	20	40	35	28	35	35	32
Contig22963_1928	24	16	20	27	15	16	26	19	20	28	13	17	29	31	21	33	26	28
Contig22963_1991	22	15	19	19	19	13	21	25	20	20	11	20	27	33	20	32	21	22
Contig22963_2086	14	13	13	15	13	11	21	20	29	20	7	21	23	22	20	16	19	28
Contig22963_6891	25	16	25	24	28	30	24	23	28	30	37	26	33	23	40	29	28	19
Contig22963_35335	21	30	22	18	19	25	27	26	28	46	48	20	30	32	41	34	37	23
Contig22963_35566	19	24	21	27	30	15	26	19	30	48	25	20	32	35	53	40	39	20
Contig22963_35582	18	20	17	22	25	16	20	12	21	33	23	17	22	34	37	35	34	22
Contig22964_9741	13	11	10	16	8	13	14	14	19	17	10	10	14	29	15	19	13	17
Contig22964_9751	19	13	15	19	9	7	18	23	17	20	16	13	25	35	20	20	19	19
Contig22964_9757	20	10	13	18	11	6	13	22	15	21	14	13	20	31	18	23	21	15
Contig22964_9767	17	11	17	20	10	6	11	23	16	18	14	15	23	35	25	31	21	17
Contig22968_1715	14	16	13	19	18	16	29	21	22	16	13	24	30	32	19	20	30	30
Contig22979_84	8	13	8	11	14	17	15	12	18	11	10	19	20	22	18	18	17	11
Contig22979_103	15	20	11	16	15	15	15	15	14	11	16	12	13	21	17	24	18	11
Contig22979_105	15	19	13	14	17	10	13	15	14	10	14	12	16	20	20	25	20	11
Contig22979_108	14	19	15	19	16	11	17	13	15	11	16	10	14	19	21	25	14	13
Contig22979_1613	23	19	25	24	16	13	26	18	19	39	39	19	40	47	43	38	31	22
Contig22979_1621	23	21	24	30	15	12	25	19	21	37	39	20	33	43	41	39	33	23
Contig22979_1626	19	17	21	23	11	14	27	19	19	35	36	17	29	34	36	40	27	19
Contig22985_7944	20	17	17	22	15	22	26	23	23	17	8	14	25	28	33	26	17	29
Contig22991_2343	17	18	17	19	15	14	28	23	20	39	20	19	31	22	25	33	26	30
Contig22991_2396	25	15	22	28	19	7	23	21	20	34	35	18	43	36	43	38	34	25
Contig22991_2411	24	19	26	36	20	10	31	27	20	34	45	27	43	44	48	38	34	25
Contig22991_2418	26	20	28	40	20	10	35	25	25	35	47	30	43	45	44	38	40	30
Contig22991_2474	16	16	18	19	6	10	26	23	20	35	48	12	29	24	33	46	30	24
Contig22991_2476	17	16	20	20	8	11	28	23	23	35	47	13	31	25	37	44	31	24
Contig22991_2479	14	16	17	21	7	10	26	26	24	38	49	13	31	28	40	46	33	24
Contig22991_2532	27	13	24	25	20	12	10	18	24	29	43	18	31	38	54	47	41	18
Contig22991_2558	18	16	21	17	12	12	15	18	17	43	34	15	33	24	38	36	33	18
Contig22991_2576	23	25	33	29	19	15	20	23	33	43	38	22	43	37	44	51	40	25
Contig22991_2594	18	20	22	22	14	13	22	24	26	37	35	22	37	35	43	47	28	19
Contig22991_2635	13	19	13	19	9	11	15	14	17	39	24	11	24	25	31	33	19	20
Contig22991_2681	18	18	17	19	11	13	21	19	26	33	24	16	24	32	33	29	25	21
Contig22991_2715	10	11	15	16	15	13	13	10	15	24	23	11	17	19	16	15	22	23
Contig22991_2753	18	15	18	20	13	17	15	14	21	22	19	19	25	29	22	23	18	23
Contig22991_8927	28	23	28	22	23	26	27	23	27	26	12	25	28	20	13	27	25	29
Contig22991_9900	28	30	33	29	30	25	37	29	35	35	17	37	35	27	16	32	32	42
Contig22991_9929	40	32	45	41	51	35	55	32	38	43	24	48	45	34	23	40	46	47
Contig22992_6104	26	15	20	20	18	12	27	21	26	27	18	18	32	35	32	36	26	28
Contig229950_2405	18	27	23	31	23	11	24	17	22	24	27	17	34	36	35	32	20	18
Contig229950_2415	15	24	25	33	23	9	28	17	25	25	28	21	42	37	38	34	21	23
Contig229950_2422	21	21	30	32	22	13	28	17	26	33	32	21	46	43	39	41	28	26
Contig229950_2427	19	19	27	31	23	13	25	18	30	31	29	20	47	42	44	42	27	24
Contig229950_2434	17	15	23	26	17	13	24	17	26	33	27	18	37	38	34	37	25	26
Contig22998_5276	17	19	19	18	14	14	21	26	31	33	28	29	37	41	37	37	20	28
Contig22998_7406	19	14	19	24	22	15	25	17	27	35	40	17	31	29	30	40	23	28
Contig22998_7422	17	15	19	23	13	13	19	19	19	35	37	8	33	27	29	37	26	22
Contig22998_7448	18	18	15	29	12	18	16	21	21	23	42	10	46	33	40	44	32	24
Contig22998_7537	22	16	26	31	12	14	26	27	22	48	57	17	49	47	50	56	40	21
Contig22998_7544	27	18	31	36	13	10	28	23	26	56	63	19	50	55	59	65	45	21
Contig22998_7562	37	18	30	34	17	11	28	31	31	61	69	21	50	56	72	63	48	27
Contig22998_7566	39	21	31	34	15	9	32	32	33	59	71	23	50	58	66	66	50	29
Contig22998_7584	41	20	34	30	20	14	31	31	34	62	67	24	51	55	59	63	46	38
Contig22998_7608	22	14	19	20	11	6	21	16	28	32	57	13	35	30	36	42	36	20
Contig22998_7629	13	17	20	16	10	10	23	14	20	27	45	13	31	29	40	43	29	16
Contig22998_7635	17	19	25	20	9	12	23	16	18	29	43	17	31	35	39	43	26	16
Contig22998_7654	18	17	23	23	12	13	23	15	25	19	49	12	36	37	41	41	27	20
Contig23002_34109	17	14	16	15	13	14	16	18	13	17	9	18	19	20	17	18	18	18
Contig23002_34115	16	14	16	15	12	14	18	17	14	15	10	18	19	20	17	18	17	20
Contig23003_8029	16	14	13	20	16	16	12	15	15	13	21	12	10	12	32	24	18	23
Contig23006_9935	21	18	20	21	15	13	23	23	28	33	43	18	40	37	50	49	28	30
Contig23016_5409	15	13	12	14	13	6	15	13	5	10	26	12	18	16	17	24	24	7
Contig23034_21414	14	13	18	18	18	14	22	10	20	20	21	18	26	27	27	21	16	21
Contig23034_21562	19	18	25	18	18	21	23	15	22	22	31	20	38	40	43	38	26	21
Contig23034_23733	20	19	25	22	17	13	21	24	21	15	28	17	29	36	37	43	29	28
Contig23034_23800	22	12	20	18	10	21	17	16	17	15	25	19	25	29	24	38	16	25
Contig23059_4415	28	16	30	16	13	15	20	20	30	17	26	17	28	54	43	42	27	18
Contig23059_13328	26	26	16	14	18	12	24	16	25	15	6	28	29	22	11	19	15	21
Contig23060_15039	14	12	17	13	13	17	13	11	18	9	11	14	13	8	14	13	13	14
Contig23063_14290	16	12	16	15	11	9	16	17	24	26	27	17	33	31	37	28	23	15
Contig23063_14295	18	17	14	13	15	11	17	21	23	24	30	19	31	32	38	29	25	19
Contig23063_15163	20	14	21	28	14	12	26	16	20	37	28	22	31	34	39	42	31	27
Contig23063_15185	19	14	15	21	11	11	24	22	22	44	30	19	30	36	38	41	29	27
Contig23063_15253	16	10	13	17	9	8	20	15	22	23	32	15	29	38	31	31	18	18
Contig23063_15417	21	13	26	24	19	11	28	28	28	31	51	21	31	52	41	42	30	19
Contig23063_15471	15	19	23	19	19	10	15	24	20	29	39	14	30	31	30	26	20	22
Contig23063_15476	13	19	22	22	18	10	12	20	18	25	30	12	21	29	26	26	22	17
Contig23063_20178	23	15	22	24	14	12	21	19	27	33	32	14	30	28	38	32	26	23
Contig23063_20181	22	18	22	27	12	13	21	18	29	35	34	15	28	32	34	32	23	26
Contig23064_88	14	10	17	17	9	16	15	13	16	18	19	22	29	26	24	22	25	20
Contig23064_97	19	13	18	21	12	12	19	18	15	19	20	18	26	24	22	27	16	19
Contig23064_668	19	20	21	19	16	9	26	9	26	27	12	11	23	20	29	33	23	12
Contig23064_699	24	16	15	25	11	15	13	18	17	20	21	13	23	23	29	32	23	26
Contig23064_713	17	18	24	27	11	18	23	12	32	19	15	19	28	21	25	27	25	25
Contig23064_715	15	20	23	30	11	16	23	11	27	23	14	20	27	16	33	26	23	27
Contig23064_729	12	16	19	24	9	14	19	4	24	27	5	14	17	14	25	18	15	19
Contig23064_791	12	15	21	23	15	12	12	14	18	22	14	18	15	18	20	21	20	19
Contig23064_1169	11	18	23	17	13	15	19	23	24	37	40	14	23	27	36	33	28	23
Contig23064_1224	29	26	22	32	19	14	30	16	31	53	43	25	39	41	53	37	32	30
Contig23064_1410	14	11	16	19	16	15	25	15	16	28	44	17	32	29	41	35	37	20
Contig23064_1414	17	14	18	21	19	16	27	19	24	33	48	21	35	31	44	39	40	24
Contig23064_1433	24	15	21	23	9	12	25	24	25	36	55	16	39	36	46	42	40	30
Contig23065_229	21	23	17	25	19	17	20	22	18	43	38	27	36	39	42	40	40	30
Contig23065_231	23	27	20	25	20	15	19	21	21	42	43	27	40	43	42	42	42	31
Contig23065_243	26	23	23	25	18	16	25	21	19	45	49	28	40	47	43	46	45	30
Contig23065_259	28	25	29	27	21	22	34	29	21	50	56	28	41	48	42	48	41	37
Contig23065_268	26	24	23	25	20	15	31	31	27	47	55	25	37	42	41	49	42	36
Contig23065_271	25	26	23	23	19	17	27	29	30	45	54	28	40	46	42	50	40	38
Contig23065_2091	19	16	21	25	15	10	20	18	20	31	42	17	33	36	41	37	31	17
Contig23065_2172	16	12	14	24	12	15	17	17	19	26	47	12	36	25	45	44	27	21
Contig23065_2223	21	19	19	30	12	16	24	16	22	35	48	20	34	43	50	45	40	23
Contig23065_2245	19	13	20	27	13	14	19	11	20	35	51	21	35	36	30	40	35	19
Contig23065_2264	21	14	16	23	13	13	20	18	26	36	47	21	45	40	39	53	32	22
Contig23065_2275	23	22	20	25	15	18	21	21	33	45	46	18	49	38	45	62	28	25
Contig23065_2307	21	13	12	25	13	13	17	17	26	38	29	15	33	36	35	44	24	16
Contig23065_2329	27	19	23	27	20	15	26	16	33	43	42	22	43	31	41	53	24	27
Contig23065_2376	23	23	26	27	15	13	25	28	19	43	39	20	45	39	43	48	26	29
Contig23065_2476	17	16	16	17	14	14	19	20	26	24	22	13	15	39	38	42	28	19
Contig23065_2945	13	13	13	10	12	5	16	13	14	16	3	16	15	22	18	14	18	18
Contig23065_2959	19	16	8	15	12	7	13	13	20	21	5	15	22	19	18	18	15	19
Contig23098_11690	20	14	21	20	15	13	24	18	20	37	36	12	31	39	33	38	31	17
Contig23098_11695	19	13	21	17	12	9	18	18	19	31	38	13	30	43	31	40	30	16
Contig23098_11699	22	11	21	16	11	10	20	17	19	33	37	11	25	45	30	36	27	18
Contig23104_25973	23	21	22	19	15	12	24	21	23	7	16	22	26	35	24	20	22	16
Contig23105_3326	12	15	13	15	8	10	20	12	11	18	7	12	19	18	16	18	17	21
Contig23108_16107	22	15	16	18	10	12	22	13	30	27	31	12	26	28	32	24	22	20
Contig23108_16229	21	17	28	27	8	11	18	23	32	37	36	21	36	42	45	48	29	26
Contig23108_16232	20	18	27	25	7	10	17	20	28	34	31	21	39	38	41	44	28	26
Contig23108_16235	19	17	26	28	8	11	17	21	28	34	34	20	39	36	41	47	28	26
Contig23108_16296	12	18	17	15	11	12	23	23	14	32	35	13	34	38	32	40	23	22
Contig23108_16307	17	15	24	15	12	14	21	20	18	31	29	12	29	35	33	32	24	24
Contig23108_16331	24	15	31	26	14	20	22	22	22	40	28	15	30	27	27	28	34	29
Contig23108_16335	25	15	23	23	13	21	19	21	30	42	33	15	29	27	32	28	34	25
Contig23108_16371	29	13	32	35	17	13	26	28	32	33	38	27	43	42	46	40	44	33
Contig23108_16413	27	21	21	28	14	12	19	17	25	39	31	21	39	31	39	37	29	23
Contig23108_16427	31	22	26	29	16	8	31	23	27	48	37	21	35	39	37	42	34	23
Contig23108_16485	15	18	23	25	21	12	23	14	27	36	39	21	39	39	38	44	29	28
Contig23108_16536	21	14	15	15	14	4	17	19	14	16	25	14	34	26	33	24	23	21
Contig23108_16556	21	19	17	16	13	11	15	14	17	27	33	12	25	18	28	26	19	23
Contig23108_16580	20	18	26	29	11	15	23	23	27	40	44	15	39	40	48	46	33	27
Contig23108_16589	17	18	24	27	13	15	19	25	25	45	42	19	43	43	48	50	32	27
Contig23108_16593	20	16	25	25	9	15	18	25	22	39	44	19	38	44	46	49	33	20
Contig23108_16601	13	13	20	15	7	14	15	23	16	34	33	16	35	34	42	36	31	14
Contig23109_1285	14	19	19	21	6	17	20	15	18	25	14	19	26	29	26	22	25	22
Contig23109_1300	15	25	22	25	10	16	22	21	20	20	13	13	24	27	27	27	29	18
Contig2312_3207	20	16	23	22	18	12	20	14	20	22	19	18	26	22	32	33	26	18
Contig2312_3215	21	18	21	24	16	15	21	20	21	20	22	12	29	25	31	34	24	24
Contig2312_3224	20	17	21	20	13	9	19	17	21	18	20	16	26	29	29	36	26	20
Contig2312_3244	18	18	22	15	12	8	20	16	21	15	25	20	33	37	38	44	17	25
Contig2312_3263	14	20	17	16	15	13	23	15	21	13	12	13	35	35	34	32	16	28
Contig23136_11918	26	28	38	29	26	28	29	25	30	39	39	23	39	45	42	44	34	22
Contig23136_11921	29	31	37	30	27	27	25	29	36	41	38	28	42	43	38	37	35	24
Contig23136_11936	31	28	37	27	29	29	26	28	33	41	34	26	36	43	38	35	33	24
Contig23136_11955	23	23	29	24	22	14	21	20	28	30	39	28	30	49	39	41	30	19
Contig23136_12546	13	12	14	14	14	9	18	7	22	17	15	15	16	25	14	18	16	15
Contig23136_12588	15	8	12	16	15	15	12	13	18	21	8	11	22	21	12	17	17	15
Contig23136_12618	14	18	16	14	12	17	19	11	18	31	12	13	24	13	17	15	15	24
Contig231445_6403	26	19	27	21	12	18	18	21	25	44	23	15	38	38	43	40	33	29
Contig231445_6407	26	24	28	25	16	19	21	25	26	46	28	15	42	41	49	42	33	32
Contig23157_3961	19	10	21	21	12	14	18	17	31	29	45	16	26	35	42	44	21	18
Contig23157_3979	18	16	25	22	18	16	24	21	30	31	44	20	38	38	50	47	28	29
Contig23157_3982	18	18	25	24	19	15	22	24	32	31	39	18	37	43	48	45	25	28
Contig23157_3987	15	17	23	20	16	13	19	23	35	23	36	16	41	42	42	39	25	29
Contig23157_4034	18	13	12	15	11	10	16	21	21	23	38	14	27	28	24	24	24	18
Contig23157_4043	22	21	22	17	19	11	24	28	34	23	45	22	32	39	41	33	30	19
Contig23157_4048	22	20	20	17	15	10	19	27	33	23	46	18	37	38	40	33	25	22
Contig23157_4055	19	20	14	11	16	7	21	20	26	19	43	20	38	34	38	29	29	17
Contig23157_4208	26	20	19	27	21	17	28	23	40	47	41	23	40	29	42	38	34	37
Contig23157_4228	17	19	16	28	19	13	18	15	25	42	32	14	31	19	30	19	33	17
Contig23157_4238	17	19	17	23	16	16	18	14	31	35	33	8	30	21	31	20	29	16
Contig23157_6222	29	27	15	19	22	14	30	35	43	45	48	22	49	55	44	48	41	33
Contig23157_6234	27	18	14	21	17	12	24	23	30	37	34	22	37	42	40	40	32	25
Contig23157_6257	18	16	25	22	20	19	28	19	31	42	33	20	43	31	43	36	33	23
Contig23157_6259	17	14	26	21	19	20	28	20	29	45	35	20	41	31	43	33	36	24
Contig23157_6265	18	16	24	18	18	21	29	17	29	42	34	21	39	32	45	32	33	23
