siteID	chr	start	end	strand	coverage1	numCs1	numTs1	coverage2	numCs2	numTs2	coverage3	numCs3	numTs3	coverage4	numCs4	numTs4	coverage5	numCs5	numTs5	coverage6	numCs6	numTs6	coverage7	numCs7	numTs7	coverage8	numCs8	numTs8	coverage9	numCs9	numTs9	coverage10	numCs10	numTs10	coverage11	numCs11	numTs11	coverage12	numCs12	numTs12	coverage13	numCs13	numTs13	coverage14	numCs14	numTs14	coverage15	numCs15	numTs15	coverage16	numCs16	numTs16	coverage17	numCs17	numTs17	coverage18	numCs18	numTs18
Contig1133_2520	Contig1133	2520	2520	+	26	25	1	19	18	1	23	21	2	21	21	0	25	21	4	15	13	2	18	15	3	19	19	0	27	21	6	22	20	2	20	19	1	26	22	4	31	28	3	28	27	1	18	17	1	28	24	4	18	17	1	15	12	3
Contig113334_31	Contig113334	31	31	+	13	13	0	12	11	1	11	10	1	17	16	1	7	4	3	17	16	1	19	19	0	17	15	2	20	18	2	39	37	2	25	25	0	17	16	1	28	27	1	28	27	1	22	22	0	30	27	3	26	25	1	21	17	4
Contig113403_823	Contig113403	823	823	+	17	17	0	24	21	3	26	26	0	34	30	4	32	26	6	19	14	5	25	21	4	18	15	3	28	23	5	61	58	3	12	12	0	20	17	3	30	29	1	41	37	4	31	23	8	34	32	2	21	18	3	36	31	5
Contig113403_874	Contig113403	874	874	+	15	13	2	19	17	2	18	18	0	29	28	1	35	34	1	17	17	0	18	17	1	17	16	1	24	22	2	33	30	3	15	15	0	2	2	0	22	22	0	44	42	2	41	41	0	38	38	0	26	26	0	17	16	1
Contig113403_895	Contig113403	895	895	+	16	13	3	21	20	1	18	17	1	30	29	1	48	39	9	23	17	6	18	18	0	16	14	2	25	23	2	40	27	13	17	13	4	4	0	4	29	22	7	50	41	9	38	38	0	42	35	7	31	26	5	27	22	5
Contig113403_1021	Contig113403	1021	1021	+	8	8	0	18	18	0	23	22	1	17	16	1	25	25	0	18	18	0	16	16	0	14	13	1	18	15	3	32	31	1	24	24	0	11	11	0	29	28	1	36	33	3	21	19	2	30	29	1	22	22	0	18	18	0
Contig113403_1660	Contig113403	1660	1660	+	24	23	1	13	13	0	27	23	4	23	22	1	32	31	1	19	18	1	24	21	3	18	18	0	25	24	1	39	39	0	33	31	2	10	10	0	36	33	3	51	48	3	26	25	1	41	38	3	32	30	2	27	26	1
Contig113403_1665	Contig113403	1665	1665	+	26	24	2	14	14	0	32	29	3	28	27	1	31	28	3	18	16	2	25	25	0	17	17	0	28	25	3	46	46	0	31	31	0	11	11	0	38	37	1	54	51	3	34	31	3	45	42	3	35	30	5	28	25	3
Contig113403_1675	Contig113403	1675	1675	+	26	25	1	16	15	1	33	32	1	30	26	4	29	28	1	24	23	1	24	24	0	21	21	0	28	27	1	53	51	2	32	31	1	10	9	1	37	37	0	60	56	4	36	34	2	45	43	2	34	32	2	31	30	1
Contig113403_1799	Contig113403	1799	1799	+	21	20	1	10	9	1	21	20	1	20	20	0	28	25	3	21	20	1	18	18	0	19	16	3	20	12	8	53	47	6	14	14	0	10	10	0	28	28	0	54	50	4	25	25	0	31	29	2	28	27	1	23	23	0
Contig1135_1145	Contig1135	1145	1145	+	14	13	1	21	19	2	19	18	1	17	16	1	18	15	3	11	11	0	24	24	0	20	20	0	17	14	3	13	13	0	8	8	0	18	17	1	29	28	1	30	28	2	34	34	0	22	22	0	26	24	2	22	21	1
Contig1135_12276	Contig1135	12276	12276	+	20	20	0	19	19	0	17	17	0	22	21	1	14	14	0	19	19	0	19	18	1	22	22	0	26	25	1	23	23	0	14	14	0	23	22	1	32	31	1	26	25	1	31	29	2	25	25	0	28	28	0	31	29	2
Contig1135_12295	Contig1135	12295	12295	+	27	23	4	17	15	2	21	20	1	22	20	2	24	22	2	20	18	2	21	20	1	19	18	1	30	29	1	33	32	1	15	15	0	24	24	0	35	31	4	23	21	2	29	28	1	29	27	2	31	27	4	36	34	2
Contig1135_12977	Contig1135	12977	12977	+	20	20	0	16	16	0	7	6	1	14	14	0	16	16	0	15	15	0	17	17	0	13	13	0	20	20	0	33	31	2	7	7	0	27	22	5	22	20	2	21	21	0	25	25	0	21	20	1	32	28	4	19	18	1
Contig1135_13013	Contig1135	13013	13013	+	20	20	0	26	25	1	16	16	0	24	22	2	18	18	0	20	20	0	24	24	0	19	18	1	25	24	1	24	24	0	14	13	1	16	15	1	26	25	1	32	31	1	28	28	0	23	22	1	21	19	2	23	21	2
Contig113641_990	Contig113641	990	990	+	47	18	29	52	26	26	51	31	20	58	37	21	51	22	29	50	30	20	44	18	26	46	17	29	65	22	43	51	25	26	28	19	9	54	24	30	42	18	24	53	34	19	47	35	12	48	32	16	38	19	19	62	32	30
Contig113641_1006	Contig113641	1006	1006	+	30	29	1	38	38	0	35	35	0	33	33	0	35	32	3	34	32	2	32	32	0	28	27	1	40	36	4	32	32	0	17	13	4	29	26	3	31	28	3	35	35	0	34	32	2	31	28	3	23	21	2	35	34	1
Contig113641_1145	Contig113641	1145	1145	+	19	19	0	15	12	3	18	14	4	18	16	2	13	12	1	16	15	1	21	20	1	17	16	1	17	14	3	18	15	3	18	18	0	16	14	2	22	21	1	25	24	1	17	16	1	25	23	2	17	15	2	23	21	2
Contig113642_1441	Contig113642	1441	1441	+	21	21	0	14	12	2	19	16	3	15	14	1	20	11	9	8	6	2	17	16	1	15	14	1	24	19	5	18	16	2	9	9	0	23	22	1	27	24	3	28	24	4	22	20	2	28	23	5	20	17	3	23	20	3
Contig113642_1448	Contig113642	1448	1448	+	20	20	0	17	17	0	22	22	0	15	14	1	21	14	7	10	10	0	18	18	0	19	18	1	24	24	0	23	22	1	10	9	1	29	25	4	26	24	2	28	26	2	21	20	1	30	30	0	20	17	3	27	27	0
Contig113642_1459	Contig113642	1459	1459	+	21	21	0	19	19	0	21	20	1	19	19	0	14	13	1	8	8	0	22	22	0	15	14	1	28	28	0	22	22	0	10	10	0	23	21	2	34	33	1	34	33	1	24	24	0	30	28	2	23	21	2	30	30	0
Contig113642_1473	Contig113642	1473	1473	+	14	14	0	22	22	0	20	20	0	19	19	0	13	12	1	12	11	1	24	23	1	13	13	0	25	24	1	20	20	0	13	13	0	15	15	0	30	27	3	36	34	2	30	30	0	25	24	1	18	17	1	29	29	0
Contig113685_4988	Contig113685	4988	4988	+	21	18	3	30	29	1	26	25	1	22	20	2	23	23	0	18	17	1	31	29	2	25	24	1	32	27	5	33	29	4	27	25	2	33	29	4	41	40	1	38	34	4	42	41	1	28	27	1	29	29	0	31	30	1
Contig113685_4993	Contig113685	4993	4993	+	25	20	5	35	32	3	27	25	2	26	22	4	23	19	4	23	21	2	33	33	0	30	28	2	39	28	11	37	32	5	32	31	1	33	31	2	45	36	9	45	44	1	42	40	2	32	32	0	34	28	6	32	26	6
Contig113685_5004	Contig113685	5004	5004	+	26	23	3	33	30	3	26	25	1	25	24	1	19	19	0	22	20	2	31	30	1	30	27	3	38	32	6	37	33	4	36	35	1	32	30	2	37	36	1	43	42	1	38	38	0	38	35	3	31	29	2	27	25	2
Contig113685_5012	Contig113685	5012	5012	+	26	26	0	32	31	1	25	24	1	26	26	0	21	21	0	20	17	3	24	24	0	28	25	3	36	35	1	33	33	0	33	32	1	24	22	2	42	41	1	45	44	1	40	39	1	35	33	2	30	29	1	25	24	1
Contig113685_5016	Contig113685	5016	5016	+	22	20	2	29	27	2	28	24	4	21	21	0	20	20	0	15	14	1	22	21	1	20	19	1	35	30	5	29	4	25	29	22	7	27	14	13	43	26	17	46	44	2	44	42	2	34	31	3	29	27	2	27	23	4
Contig113685_5035	Contig113685	5035	5035	+	24	15	9	25	8	17	18	8	10	20	12	8	23	14	9	14	10	4	18	9	9	20	16	4	27	20	7	15	13	2	31	17	14	19	12	7	41	30	11	49	42	7	46	40	6	34	28	6	27	22	5	27	21	6
Contig113685_5041	Contig113685	5041	5041	+	22	19	3	21	21	0	16	16	0	23	23	0	20	17	3	9	6	3	21	21	0	18	18	0	26	21	5	13	12	1	28	27	1	21	20	1	32	31	1	42	40	2	38	37	1	32	30	2	24	24	0	23	21	2
Contig113905_1995	Contig113905	1995	1995	+	22	20	2	26	24	2	30	27	3	31	25	6	21	19	2	22	21	1	30	30	0	23	21	2	21	19	2	23	22	1	11	11	0	18	17	1	32	30	2	31	28	3	34	31	3	32	32	0	37	33	4	30	29	1
Contig113905_2019	Contig113905	2019	2019	+	41	32	9	38	30	8	53	41	12	51	33	18	35	28	7	40	26	14	48	37	11	45	30	15	44	31	13	23	20	3	19	18	1	31	26	5	37	31	6	57	42	15	59	48	11	51	34	17	58	51	7	39	32	7
Contig113942_55	Contig113942	55	55	+	20	17	3	30	24	6	27	22	5	40	34	6	19	18	1	11	10	1	36	28	8	25	23	2	15	13	2	42	36	6	50	46	4	18	14	4	42	35	7	32	20	12	49	44	5	49	43	6	43	37	6	26	20	6
Contig113942_70	Contig113942	70	70	+	36	33	3	48	42	6	41	39	2	58	54	4	29	26	3	18	18	0	46	42	4	30	30	0	27	25	2	56	51	5	65	55	10	31	27	4	65	55	10	51	48	3	64	59	5	66	59	7	51	47	4	38	35	3
Contig113942_93	Contig113942	93	93	+	15	14	1	15	12	3	18	17	1	19	18	1	12	11	1	9	9	0	18	18	0	15	15	0	10	10	0	18	13	5	19	17	2	17	17	0	20	17	3	14	14	0	24	23	1	26	24	2	22	21	1	14	14	0
Contig113942_217	Contig113942	217	217	+	29	28	1	44	42	2	35	32	3	44	42	2	21	19	2	20	20	0	41	40	1	29	29	0	22	9	13	39	38	1	60	58	2	20	19	1	58	54	4	46	43	3	51	30	21	64	57	7	46	45	1	33	32	1
Contig113942_225	Contig113942	225	225	+	31	29	2	41	40	1	29	27	2	37	37	0	22	21	1	18	17	1	38	38	0	24	23	1	23	21	2	37	36	1	53	52	1	20	18	2	56	54	2	41	40	1	51	50	1	57	52	5	41	40	1	33	32	1
Contig113948_447	Contig113948	447	447	+	12	12	0	17	16	1	16	13	3	11	11	0	11	11	0	9	9	0	17	16	1	15	15	0	10	10	0	18	18	0	22	21	1	14	13	1	23	22	1	27	25	2	26	25	1	18	15	3	23	22	1	17	17	0
Contig113948_449	Contig113948	449	449	+	14	10	4	17	17	0	16	14	2	13	12	1	11	10	1	11	11	0	16	15	1	16	16	0	14	8	6	19	17	2	22	21	1	16	16	0	29	28	1	27	26	1	26	21	5	19	12	7	23	20	3	17	17	0
Contig113948_453	Contig113948	453	453	+	17	16	1	20	18	2	19	18	1	12	10	2	12	12	0	15	15	0	14	14	0	15	15	0	14	14	0	23	22	1	24	24	0	17	15	2	32	32	0	29	29	0	29	28	1	20	19	1	27	27	0	18	18	0
Contig114164_1648	Contig114164	1648	1648	+	26	25	1	17	17	0	16	16	0	18	18	0	11	11	0	11	11	0	14	14	0	15	15	0	17	16	1	25	25	0	23	23	0	10	10	0	27	27	0	30	30	0	35	34	1	38	37	1	28	27	1	25	23	2
Contig114164_1653	Contig114164	1653	1653	+	28	25	3	13	13	0	19	18	1	14	12	2	11	11	0	13	11	2	20	19	1	21	21	0	20	19	1	31	30	1	25	24	1	11	11	0	29	29	0	32	31	1	37	37	0	35	34	1	25	24	1	21	21	0
Contig114453_413	Contig114453	413	413	+	30	16	14	14	14	0	14	13	1	24	14	10	33	15	18	4	1	3	40	26	14	31	14	17	26	24	2	38	5	33	19	8	11	15	3	12	17	6	11	19	6	13	29	10	19	25	12	13	23	12	11	30	21	9
Contig114511_25	Contig114511	25	25	+	10	10	0	19	19	0	20	20	0	22	20	2	14	13	1	12	12	0	21	20	1	7	7	0	20	17	3	23	22	1	22	21	1	9	7	2	23	20	3	25	25	0	34	34	0	22	18	4	20	19	1	15	13	2
Contig1151_40282	Contig1151	40282	40282	+	12	12	0	12	10	2	14	13	1	14	13	1	11	9	2	10	10	0	19	19	0	15	12	3	11	11	0	14	11	3	14	14	0	11	10	1	16	15	1	14	14	0	17	17	0	14	13	1	15	13	2	13	13	0
Contig1151_40388	Contig1151	40388	40388	+	38	35	3	27	24	3	40	38	2	44	43	1	28	26	2	28	25	3	45	44	1	40	38	2	26	24	2	53	49	4	54	50	4	29	29	0	57	55	2	54	53	1	52	49	3	52	50	2	50	49	1	43	40	3
Contig1151_40398	Contig1151	40398	40398	+	25	22	3	20	19	1	29	22	7	30	28	2	18	12	6	21	19	2	27	23	4	26	20	6	24	20	4	34	29	5	34	29	5	17	12	5	38	33	5	32	26	6	34	32	2	39	35	4	35	33	2	34	31	3
Contig1151_40647	Contig1151	40647	40647	+	21	19	2	22	21	1	24	24	0	27	24	3	16	15	1	14	13	1	23	22	1	25	22	3	16	15	1	39	39	0	34	31	3	15	14	1	43	38	5	38	37	1	35	33	2	36	33	3	34	34	0	22	21	1
Contig115136_288	Contig115136	288	288	+	12	12	0	20	18	2	10	9	1	18	16	2	12	12	0	8	8	0	17	17	0	16	15	1	14	14	0	26	21	5	14	12	2	15	14	1	27	21	6	23	23	0	32	32	0	23	22	1	22	22	0	19	18	1
Contig115136_294	Contig115136	294	294	+	11	11	0	19	19	0	14	13	1	21	19	2	15	15	0	6	6	0	20	20	0	16	16	0	14	14	0	22	21	1	11	11	0	15	15	0	32	31	1	25	24	1	36	36	0	24	20	4	24	24	0	19	19	0
Contig11514_478	Contig11514	478	478	+	15	8	7	20	19	1	15	7	8	15	15	0	12	11	1	10	7	3	17	15	2	14	9	5	25	19	6	25	22	3	12	12	0	27	24	3	24	13	11	28	26	2	20	19	1	23	23	0	25	23	2	18	7	11
Contig115472_53	Contig115472	53	53	+	14	14	0	21	20	1	13	13	0	13	13	0	12	12	0	15	14	1	16	16	0	10	10	0	17	17	0	24	24	0	9	9	0	17	17	0	21	21	0	31	29	2	25	24	1	18	17	1	14	14	0	15	15	0
Contig115476_983	Contig115476	983	983	+	22	22	0	15	15	0	18	18	0	29	28	1	13	12	1	12	11	1	23	22	1	24	22	2	26	26	0	32	30	2	52	51	1	20	16	4	35	34	1	45	44	1	51	48	3	44	44	0	25	22	3	24	24	0
Contig115476_989	Contig115476	989	989	+	23	22	1	14	14	0	22	22	0	30	29	1	13	13	0	16	14	2	23	23	0	21	21	0	28	28	0	37	35	2	55	54	1	21	20	1	39	38	1	44	44	0	49	48	1	43	39	4	27	25	2	27	26	1
Contig115476_1081	Contig115476	1081	1081	+	15	11	4	12	10	2	16	13	3	21	16	5	21	14	7	11	8	3	20	14	6	18	14	4	22	19	3	51	37	14	52	36	16	13	9	4	35	22	13	44	35	9	43	33	10	61	51	10	41	35	6	25	10	15
Contig115476_1249	Contig115476	1249	1249	+	14	13	1	12	12	0	23	23	0	21	20	1	19	19	0	9	8	1	19	17	2	17	17	0	18	17	1	43	39	4	51	44	7	16	16	0	37	36	1	42	41	1	45	43	2	44	43	1	36	35	1	26	23	3
Contig115476_1253	Contig115476	1253	1253	+	17	12	5	10	9	1	23	22	1	20	19	1	15	14	1	10	9	1	16	15	1	17	17	0	16	14	2	41	39	2	48	38	10	16	15	1	34	30	4	37	34	3	39	38	1	43	38	5	36	31	5	28	25	3
Contig115595_823	Contig115595	823	823	+	22	22	0	14	13	1	21	21	0	13	12	1	11	10	1	11	11	0	23	23	0	13	13	0	28	27	1	38	36	2	29	29	0	19	19	0	37	37	0	33	32	1	35	35	0	36	36	0	19	19	0	24	24	0
Contig115603_858	Contig115603	858	858	+	18	17	1	10	9	1	15	15	0	10	9	1	19	17	2	7	6	1	17	9	8	20	20	0	17	15	2	15	15	0	6	6	0	12	9	3	16	14	2	18	16	2	20	19	1	17	17	0	15	15	0	12	11	1
Contig115664_737	Contig115664	737	737	+	29	27	2	20	18	2	17	16	1	18	17	1	21	20	1	15	15	0	31	31	0	24	24	0	21	21	0	23	22	1	18	16	2	24	24	0	33	29	4	32	30	2	32	30	2	29	29	0	37	33	4	25	23	2
Contig115664_745	Contig115664	745	745	+	23	21	2	20	19	1	15	15	0	22	21	1	22	22	0	13	13	0	29	28	1	21	20	1	22	20	2	21	21	0	20	19	1	21	20	1	31	30	1	31	26	5	33	31	2	33	31	2	32	28	4	23	22	1
Contig115664_785	Contig115664	785	785	+	19	18	1	24	24	0	18	18	0	26	23	3	13	10	3	7	6	1	16	12	4	16	15	1	23	17	6	29	24	5	17	13	4	12	9	3	30	26	4	27	25	2	32	29	3	26	25	1	31	29	2	22	15	7
Contig115735_2048	Contig115735	2048	2048	+	20	17	3	20	18	2	19	18	1	27	24	3	19	14	5	11	9	2	23	21	2	27	26	1	22	19	3	28	25	3	19	18	1	19	18	1	35	30	5	38	29	9	32	29	3	33	22	11	25	24	1	21	18	3
Contig115735_2055	Contig115735	2055	2055	+	21	21	0	19	17	2	19	19	0	29	22	7	14	14	0	14	14	0	27	25	2	28	27	1	20	16	4	30	28	2	22	22	0	21	19	2	39	36	3	39	37	2	33	33	0	31	27	4	24	23	1	24	21	3
Contig115735_2100	Contig115735	2100	2100	+	20	18	2	23	21	2	29	26	3	24	20	4	26	20	6	14	13	1	25	22	3	18	17	1	23	20	3	26	23	3	22	18	4	23	22	1	35	33	2	30	27	3	38	35	3	24	23	1	29	29	0	26	25	1
Contig115797_1991	Contig115797	1991	1991	+	28	28	0	11	9	2	23	20	3	20	19	1	14	12	2	19	16	3	21	18	3	22	20	2	17	12	5	18	17	1	15	14	1	15	14	1	28	28	0	25	17	8	23	22	1	25	21	4	26	24	2	24	18	6
Contig115797_1998	Contig115797	1998	1998	+	27	25	2	13	13	0	26	24	2	23	23	0	16	16	0	18	17	1	22	22	0	21	20	1	18	18	0	14	12	2	13	13	0	11	10	1	32	32	0	30	28	2	18	18	0	29	28	1	27	27	0	24	24	0
Contig115933_707	Contig115933	707	707	+	17	16	1	20	18	2	13	11	2	22	19	3	14	12	2	14	9	5	16	15	1	12	10	2	11	10	1	11	7	4	9	9	0	12	10	2	18	17	1	19	18	1	13	12	1	22	21	1	14	14	0	16	13	3
Contig115933_723	Contig115933	723	723	+	15	15	0	17	10	7	17	17	0	25	25	0	16	14	2	12	12	0	21	20	1	18	18	0	22	19	3	14	14	0	10	10	0	19	18	1	27	24	3	26	25	1	14	13	1	31	30	1	19	18	1	25	25	0
Contig115986_4642	Contig115986	4642	4642	+	26	15	11	23	10	13	23	11	12	10	0	10	15	2	13	11	0	11	14	0	14	26	11	15	28	14	14	18	0	18	15	0	15	16	0	16	16	0	16	15	0	15	9	0	9	13	1	12	17	1	16	12	0	12
Contig116_67	Contig116	67	67	+	29	27	2	22	21	1	27	19	8	32	29	3	20	19	1	20	17	3	27	25	2	27	23	4	26	20	6	12	10	2	35	28	7	18	15	3	33	29	4	39	29	10	41	38	3	35	29	6	31	27	4	22	18	4
Contig116_42140	Contig116	42140	42140	+	24	21	3	19	19	0	14	14	0	21	20	1	30	28	2	17	16	1	24	24	0	25	23	2	23	21	2	28	28	0	30	30	0	27	25	2	43	42	1	38	38	0	48	44	4	38	37	1	41	40	1	28	26	2
Contig116_42166	Contig116	42166	42166	+	25	25	0	19	19	0	17	17	0	16	16	0	21	20	1	9	6	3	28	26	2	18	15	3	27	25	2	25	24	1	23	23	0	26	26	0	32	32	0	40	39	1	41	38	3	28	28	0	28	28	0	32	32	0
Contig116120_524	Contig116120	524	524	+	19	18	1	9	9	0	12	11	1	12	12	0	13	10	3	10	9	1	13	12	1	14	14	0	15	13	2	11	11	0	17	17	0	10	8	2	16	15	1	20	20	0	19	19	0	15	14	1	11	9	2	18	18	0
Contig116120_533	Contig116120	533	533	+	21	19	2	8	8	0	12	11	1	14	13	1	11	8	3	10	9	1	12	12	0	13	13	0	13	11	2	11	10	1	16	13	3	9	7	2	15	12	3	19	19	0	20	18	2	16	13	3	11	10	1	17	15	2
Contig116145_2221	Contig116145	2221	2221	+	16	16	0	10	10	0	18	18	0	11	11	0	15	13	2	7	7	0	12	12	0	12	12	0	14	14	0	25	24	1	10	10	0	7	7	0	11	10	1	14	13	1	16	11	5	16	16	0	24	23	1	18	17	1
Contig116158_906	Contig116158	906	906	+	26	26	0	24	23	1	24	24	0	30	30	0	23	23	0	12	12	0	26	26	0	26	23	3	26	25	1	24	24	0	25	22	3	19	19	0	29	29	0	22	21	1	30	30	0	30	28	2	28	27	1	25	25	0
Contig116158_917	Contig116158	917	917	+	32	32	0	33	32	1	34	32	2	36	35	1	29	28	1	16	15	1	31	30	1	33	31	2	37	34	3	28	27	1	35	34	1	25	25	0	39	36	3	33	31	2	35	35	0	34	33	1	33	30	3	28	27	1
Contig116158_928	Contig116158	928	928	+	21	21	0	16	16	0	19	18	1	18	18	0	16	15	1	11	10	1	16	15	1	19	19	0	22	18	4	15	14	1	22	21	1	16	14	2	21	20	1	18	18	0	22	21	1	22	20	2	18	18	0	15	13	2
Contig116181_1699	Contig116181	1699	1699	+	27	24	3	26	25	1	27	23	4	26	25	1	21	19	2	25	22	3	30	28	2	29	27	2	25	24	1	22	21	1	23	22	1	19	19	0	28	25	3	33	33	0	35	30	5	38	35	3	31	28	3	25	22	3
Contig116181_1928	Contig116181	1928	1928	+	26	25	1	17	13	4	19	13	6	22	17	5	10	8	2	18	16	2	26	21	5	20	14	6	25	21	4	25	21	4	28	27	1	15	12	3	30	26	4	37	34	3	33	26	7	32	27	5	24	18	6	16	16	0
Contig116303_5357	Contig116303	5357	5357	+	15	14	1	16	14	2	17	12	5	21	18	3	12	11	1	10	8	2	20	19	1	20	19	1	24	24	0	12	8	4	23	21	2	18	16	2	21	17	4	23	18	5	20	17	3	22	19	3	22	19	3	17	12	5
Contig116303_5449	Contig116303	5449	5449	+	12	10	2	30	27	3	18	17	1	17	15	2	16	15	1	10	9	1	21	21	0	19	19	0	19	15	4	15	14	1	24	23	1	10	8	2	22	19	3	16	16	0	21	19	2	18	17	1	20	18	2	12	12	0
Contig116303_5453	Contig116303	5453	5453	+	12	12	0	34	27	7	19	19	0	19	17	2	14	12	2	8	7	1	21	21	0	19	17	2	21	17	4	14	13	1	22	22	0	10	7	3	19	16	3	16	15	1	23	23	0	17	17	0	19	18	1	13	12	1
Contig116303_5456	Contig116303	5456	5456	+	13	12	1	34	27	7	18	16	2	18	16	2	15	8	7	8	8	0	18	18	0	19	17	2	20	14	6	16	16	0	23	15	8	10	6	4	21	18	3	18	18	0	22	15	7	18	14	4	17	13	4	12	10	2
Contig116489_2011	Contig116489	2011	2011	+	14	14	0	12	11	1	20	20	0	24	23	1	15	15	0	19	18	1	19	19	0	23	20	3	20	19	1	20	20	0	22	21	1	13	10	3	23	22	1	31	31	0	27	27	0	28	26	2	17	17	0	19	19	0
Contig1167_282	Contig1167	282	282	+	21	15	6	17	12	5	22	20	2	19	13	6	17	10	7	19	15	4	23	19	4	25	19	6	25	22	3	20	13	7	22	18	4	17	13	4	37	31	6	41	33	8	30	26	4	38	31	7	22	18	4	20	18	2
Contig1167_313	Contig1167	313	313	+	50	47	3	31	31	0	51	51	0	48	46	2	42	35	7	32	31	1	54	47	7	45	44	1	46	39	7	49	42	7	55	53	2	45	43	2	55	51	4	63	59	4	60	57	3	66	60	6	43	40	3	51	48	3
Contig1167_326	Contig1167	326	326	+	38	32	6	29	23	6	38	35	3	32	28	4	33	31	2	30	25	5	41	36	5	34	28	6	34	32	2	36	32	4	39	37	2	40	32	8	39	36	3	50	43	7	42	38	4	50	43	7	29	26	3	37	29	8
Contig116709_1234	Contig116709	1234	1234	+	13	12	1	10	10	0	12	11	1	14	13	1	4	4	0	14	14	0	13	12	1	10	10	0	12	12	0	19	19	0	16	15	1	13	9	4	23	22	1	25	22	3	20	19	1	20	20	0	14	14	0	17	17	0
Contig116709_1238	Contig116709	1238	1238	+	13	12	1	11	11	0	10	9	1	14	14	0	5	5	0	13	13	0	12	12	0	11	10	1	13	12	1	21	21	0	15	15	0	15	11	4	23	22	1	23	20	3	20	20	0	19	19	0	13	13	0	19	19	0
Contig117_29334	Contig117	29334	29334	+	20	20	0	13	9	4	17	15	2	16	14	2	14	13	1	15	14	1	13	12	1	20	20	0	15	15	0	17	16	1	20	19	1	11	11	0	31	28	3	26	23	3	27	27	0	31	31	0	26	25	1	19	18	1
Contig117132_1970	Contig117132	1970	1970	+	23	17	6	16	15	1	21	18	3	17	17	0	15	14	1	10	8	2	25	19	6	16	11	5	22	19	3	12	10	2	29	24	5	13	12	1	26	24	2	32	31	1	26	25	1	34	31	3	19	18	1	15	11	4
Contig117248_9019	Contig117248	9019	9019	+	21	21	0	19	19	0	15	15	0	17	17	0	7	7	0	17	17	0	22	22	0	17	16	1	18	18	0	24	24	0	2	2	0	21	21	0	31	30	1	23	23	0	28	27	1	27	27	0	19	19	0	28	27	1
Contig117545_564	Contig117545	564	564	+	11	11	0	13	13	0	13	13	0	20	20	0	10	9	1	11	11	0	19	19	0	19	19	0	24	23	1	26	25	1	19	19	0	10	10	0	20	20	0	33	33	0	28	28	0	32	30	2	18	16	2	19	19	0
Contig117650_671	Contig117650	671	671	+	15	5	10	20	19	1	17	14	3	18	9	9	15	11	4	10	10	0	17	6	11	23	22	1	21	11	10	16	6	10	22	19	3	16	0	16	21	12	9	19	12	7	21	18	3	33	32	1	12	0	12	18	0	18
Contig117655_6247	Contig117655	6247	6247	+	19	17	2	18	16	2	13	12	1	16	15	1	15	14	1	10	8	2	17	15	2	7	5	2	21	19	2	12	12	0	14	14	0	16	13	3	19	17	2	23	18	5	25	22	3	21	19	2	18	16	2	14	12	2
Contig117655_6249	Contig117655	6249	6249	+	18	17	1	17	16	1	13	13	0	16	16	0	16	14	2	11	9	2	16	16	0	10	9	1	19	17	2	12	10	2	13	13	0	16	15	1	20	14	6	22	21	1	25	23	2	21	18	3	16	16	0	14	14	0
Contig117655_6252	Contig117655	6252	6252	+	15	14	1	16	13	3	12	9	3	15	14	1	13	10	3	10	7	3	17	17	0	7	6	1	18	15	3	9	8	1	11	11	0	16	13	3	17	12	5	22	18	4	23	19	4	19	14	5	14	12	2	13	8	5
Contig117833_5246	Contig117833	5246	5246	+	13	6	7	18	15	3	21	14	7	11	7	4	14	8	6	17	13	4	22	18	4	10	10	0	23	18	5	20	16	4	4	2	2	20	18	2	15	11	4	17	13	4	10	9	1	12	10	2	13	13	0	20	18	2
Contig118036_2086	Contig118036	2086	2086	+	29	27	2	26	24	2	28	26	2	21	21	0	20	19	1	26	25	1	33	30	3	32	32	0	35	32	3	55	53	2	46	42	4	31	26	5	46	44	2	45	42	3	37	37	0	37	36	1	32	30	2	31	27	4
Contig118064_2482	Contig118064	2482	2482	+	34	27	7	34	32	2	38	30	8	42	38	4	36	31	5	28	23	5	38	32	6	38	33	5	37	34	3	31	25	6	43	41	2	31	24	7	39	34	5	46	43	3	46	43	3	47	38	9	39	38	1	35	28	7
Contig118081_2719	Contig118081	2719	2719	+	23	23	0	20	20	0	14	14	0	27	25	2	17	17	0	12	12	0	21	21	0	14	14	0	26	26	0	31	31	0	26	26	0	23	20	3	32	32	0	36	33	3	35	33	2	37	36	1	30	28	2	19	19	0
Contig118081_2728	Contig118081	2728	2728	+	28	27	1	19	17	2	21	20	1	24	23	1	16	14	2	10	10	0	21	19	2	19	18	1	24	23	1	33	33	0	33	33	0	20	19	1	43	39	4	34	33	1	46	43	3	36	36	0	29	28	1	25	24	1
Contig118081_2735	Contig118081	2735	2735	+	27	25	2	17	15	2	19	18	1	25	24	1	16	14	2	10	10	0	23	21	2	20	20	0	27	22	5	31	29	2	34	32	2	19	16	3	37	37	0	33	32	1	46	44	2	37	37	0	33	31	2	25	25	0
Contig1181_3129	Contig1181	3129	3129	+	21	7	14	22	7	15	22	8	14	22	20	2	24	10	14	19	19	0	22	11	11	20	0	20	37	37	0	28	27	1	7	7	0	24	24	0	31	30	1	23	11	12	22	9	13	26	23	3	19	0	19	27	25	2
