#CHROM	POS	CONTEXT	Watson-METH	Watson-COVERAGE	Watson-QUAL	Crick-METH	Crick-COVERAGE	Crick-QUAL
Contig65	48817	CG	.	.	.	0	2	37
Contig65	49078	CG	0	1	37	0	1	37
Contig65	49955	CG	1	4	30	.	.	.
Contig65	50180	CG	.	.	.	2	4	36
Contig65	50185	CG	.	.	.	5	6	35
Contig65	50198	CG	.	.	.	3	4	36
Contig65	50380	CG	.	.	.	2	2	37
Contig65	50533	CG	.	.	.	1	2	30
Contig65	51030	CG	0	1	37	0	1	37
Contig65	51046	CG	2	2	32	0	1	37
Contig65	51210	CG	1	2	30	0	1	33
Contig65	51438	CG	2	3	32	1	1	33
Contig65	51539	CG	0	1	27	0	1	37
Contig65	51647	CG	.	.	.	5	8	32
Contig65	52065	CG	1	2	37	.	.	.
Contig65	52694	CG	0	1	37	1	2	37
Contig65	52726	CG	0	3	37	.	.	.
Contig65	52732	CG	1	2	35	.	.	.
Contig65	52790	CG	.	.	.	0	2	32
Contig65	52807	CG	.	.	.	0	2	32
Contig65	52880	CG	.	.	.	2	3	35
Contig65	53041	CG	4	5	34	.	.	.
Contig65	53514	CG	0	1	37	0	1	27
Contig65	54208	CG	.	.	.	1	2	37
Contig65	54608	CG	1	2	37	.	.	.
Contig65	54700	CG	2	2	30	.	.	.
Contig65	54966	CG	0	2	37	1	1	37
Contig65	55318	CG	.	.	.	2	2	37
Contig65	55375	CG	0	2	32	.	.	.
Contig65	55377	CG	1	2	37	.	.	.
Contig65	56009	CG	0	2	37	.	.	.
Contig65	56067	CG	2	3	32	.	.	.
Contig65	56069	CG	3	4	36	.	.	.
Contig65	56120	CG	.	.	.	0	5	34
Contig65	56261	CG	1	1	27	0	1	37
Contig65	56270	CG	1	1	37	0	2	32
Contig65	56280	CG	.	.	.	0	2	32
Contig65	56333	CG	2	2	37	0	2	37
Contig65	56345	CG	0	2	37	0	1	37
Contig65	56373	CG	.	.	.	0	2	37
Contig65	56383	CG	.	.	.	0	2	37
Contig65	56420	CG	.	.	.	1	2	32
Contig65	56493	CG	.	.	.	0	2	37
Contig65	56600	CG	0	1	33	0	1	37
Contig65	56717	CG	.	.	.	0	3	37
Contig65	56719	CG	.	.	.	0	2	32
Contig65	56726	CG	.	.	.	0	2	35
Contig65	56760	CG	0	1	27	0	2	35
Contig65	56766	CG	0	1	37	1	2	37
Contig65	56769	CG	.	.	.	1	2	32
Contig65	57031	CG	0	2	35	1	6	34
Contig65	57034	CG	0	2	32	5	6	37
Contig65	57051	CG	0	1	37	4	7	33
Contig65	57059	CG	.	.	.	1	3	35
Contig65	57574	CG	.	.	.	1	3	30
Contig65	57585	CG	.	.	.	5	8	35
Contig65	57624	CG	2	2	37	0	1	37
Contig65	58112	CG	0	6	36	.	.	.
Contig65	58620	CG	0	1	37	1	2	35
Contig65	58744	CG	.	.	.	0	2	37
Contig65	58763	CG	.	.	.	0	2	37
Contig65	58802	CG	0	2	37	.	.	.
Contig65	58938	CG	0	2	35	.	.	.
Contig65	59240	CG	.	.	.	0	2	37
Contig65	59451	CG	.	.	.	1	2	32
Contig65	59825	CG	.	.	.	3	4	33
Contig65	59842	CG	.	.	.	2	7	37
Contig65	59885	CG	.	.	.	1	2	29
Contig65	59970	CG	0	2	37	.	.	.
Contig65	59975	CG	0	2	35	.	.	.
Contig65	60249	CG	0	2	32	0	2	32
Contig65	60323	CG	1	3	35	.	.	.
Contig65	60362	CG	.	.	.	6	7	34
Contig65	60898	CG	.	.	.	1	2	35
Contig65	60931	CG	3	3	32	.	.	.
Contig65	61115	CG	.	.	.	2	2	35
Contig65	61272	CG	0	1	37	0	1	37
Contig65	61803	CG	1	4	37	1	1	27
Contig65	61863	CG	.	.	.	9	27	35
Contig65	62003	CG	4	6	35	.	.	.
Contig65	62101	CG	14	18	36	11	13	36
Contig65	62109	CG	10	19	35	10	17	36
Contig65	62287	CG	0	1	37	0	1	37
Contig65	62458	CG	0	2	32	.	.	.
Contig65	62573	CG	0	3	37	3	7	35
Contig65	62596	CG	0	2	37	0	3	37
Contig65	62634	CG	4	7	37	.	.	.
Contig65	62655	CG	1	2	32	1	3	37
Contig65	62660	CG	0	3	33	2	6	33
Contig65	62677	CG	2	7	34	4	12	36
Contig65	62748	CG	.	.	.	5	6	35
Contig65	62944	CG	.	.	.	4	16	35
Contig65	62957	CG	3	9	35	21	34	36
Contig65	62961	CG	2	11	36	2	38	36
Contig65	63050	CG	2	6	33	2	3	37
Contig65	63311	CG	0	2	37	.	.	.
Contig65	63564	CG	1	3	37	1	7	37
Contig65	63827	CG	0	2	37	2	5	37
Contig65	64024	CG	1	4	32	.	.	.
Contig65	64045	CG	0	3	37	.	.	.
Contig65	64060	CG	0	14	34	.	.	.
Contig65	64072	CG	0	13	36	2	3	37
Contig65	64100	CG	0	1	37	8	13	36
Contig65	64103	CG	0	1	37	7	14	35
Contig65	64113	CG	.	.	.	11	17	35
Contig65	64117	CG	.	.	.	0	16	35
Contig65	64162	CG	0	3	37	0	1	37
Contig65	64185	CG	0	21	37	.	.	.
Contig65	64221	CG	4	10	36	17	20	35
Contig65	64238	CG	3	8	35	9	9	33
Contig65	64353	CG	.	.	.	0	2	37
Contig65	64867	CG	1	1	22	0	1	37
Contig65	64902	CG	1	1	37	0	1	37
Contig65	65027	CG	.	.	.	1	2	37
Contig65	65462	CG	1	1	33	3	6	37
Contig65	65466	CG	1	2	29	1	7	36
Contig65	65526	CG	3	12	34	4	6	37
Contig65	65578	CG	0	2	37	.	.	.
Contig65	65856	CG	5	6	36	1	2	37
Contig65	65878	CG	1	3	37	1	3	35
Contig65	65967	CG	.	.	.	1	5	34
Contig65	65970	CG	.	.	.	5	8	34
Contig65	66010	CG	.	.	.	2	2	37
Contig65	66016	CG	1	2	37	2	3	35
Contig65	66050	CG	1	1	37	1	3	35
Contig65	66303	CG	1	2	30	.	.	.
Contig65	66328	CG	0	2	37	.	.	.
Contig65	66330	CG	1	2	37	.	.	.
Contig65	66363	CG	0	1	37	3	5	36
Contig65	66432	CG	0	1	37	0	1	37
Contig65	66443	CG	0	1	27	0	1	37
Contig65	66486	CG	.	.	.	0	2	37
Contig65	66562	CG	.	.	.	0	3	30
Contig65	66626	CG	.	.	.	2	2	37
Contig65	67242	CG	.	.	.	2	2	37
Contig65	67260	CG	0	1	37	0	1	37
Contig65	67446	CG	0	1	37	0	1	37
Contig65	67514	CG	.	.	.	3	3	33
Contig65	67824	CG	2	8	35	.	.	.
Contig65	68134	CG	0	1	33	0	1	37
Contig65	68338	CG	3	4	34	.	.	.
Contig65	68353	CG	2	3	37	0	1	37
Contig65	68439	CG	1	1	37	1	1	33
Contig65	68445	CG	0	1	37	1	1	22
Contig65	68468	CG	.	.	.	0	5	36
Contig65	68490	CG	.	.	.	1	5	35
Contig65	68510	CG	.	.	.	2	5	35
Contig65	68527	CG	3	3	37	3	11	36
Contig65	68532	CG	3	3	37	5	10	36
Contig65	68550	CG	0	3	37	0	1	37
Contig65	68779	CG	.	.	.	1	3	37
Contig65	68782	CG	.	.	.	2	4	37
Contig65	68785	CG	.	.	.	0	4	37
Contig65	68801	CG	0	2	35	1	4	37
Contig65	68816	CG	1	3	33	.	.	.
Contig65	68915	CG	.	.	.	0	3	37
Contig65	69163	CG	0	1	37	2	4	37
Contig65	69187	CG	0	17	35	4	4	37
Contig65	69328	CG	.	.	.	5	6	33
Contig65	69702	CG	1	2	35	0	2	37
Contig65	69830	CG	0	1	37	0	1	33
Contig65	70621	CG	2	2	37	.	.	.
Contig65	70651	CG	.	.	.	1	2	37
Contig65	70879	CG	2	3	33	.	.	.
Contig65	70921	CG	.	.	.	3	4	36
Contig65	71230	CG	0	1	37	1	1	33
Contig65	71233	CG	0	1	37	0	1	27
Contig65	71352	CG	1	3	37	.	.	.
Contig65	71356	CG	1	2	37	.	.	.
Contig65	71463	CG	0	1	37	1	1	37
Contig65	71667	CG	.	.	.	0	3	37
Contig65	71671	CG	.	.	.	0	3	37
Contig65	71677	CG	.	.	.	0	3	37
Contig65	71768	CG	0	2	30	0	1	37
Contig65	72124	CG	2	2	32	4	6	35
Contig65	72134	CG	2	3	35	4	4	34
Contig65	72138	CG	1	2	37	1	6	33
Contig65	72201	CG	0	2	37	0	1	37
Contig65	72260	CG	4	5	37	3	4	37
Contig65	72332	CG	0	1	37	0	1	37
Contig65	72379	CG	.	.	.	4	4	33
Contig65	72441	CG	0	1	37	1	1	37
Contig65	72480	CG	0	2	27	.	.	.
Contig65	72758	CG	.	.	.	0	2	37
Contig65	73137	CG	0	1	33	0	2	37
Contig65	73143	CG	1	2	30	0	2	37
Contig65	73272	CG	0	1	37	0	2	37
Contig65	73712	CG	0	2	32	.	.	.
Contig65	73772	CG	.	.	.	1	2	37
Contig65	73775	CG	.	.	.	2	3	32
Contig65	73831	CG	3	4	37	0	1	37
Contig65	74483	CG	2	4	34	.	.	.
Contig65	75405	CG	.	.	.	0	2	32
Contig65	75460	CG	0	3	37	6	15	36
Contig65	75464	CG	1	1	37	7	14	36
Contig65	75505	CG	.	.	.	0	2	37
Contig65	75540	CG	1	1	27	1	4	37
Contig65	75564	CG	0	1	37	0	5	37
Contig65	75613	CG	.	.	.	6	21	36
Contig65	75621	CG	1	2	35	7	16	35
Contig65	75636	CG	0	1	37	7	10	36
Contig65	75728	CG	5	7	37	0	1	37
Contig65	75759	CG	.	.	.	2	2	37
Contig65	75877	CG	3	5	37	.	.	.
Contig65	76557	CG	1	1	37	1	2	32
Contig65	76619	CG	8	11	37	16	20	35
Contig65	76714	CG	8	11	36	12	20	36
Contig65	76733	CG	5	5	36	12	18	36
Contig65	76801	CG	8	11	34	12	21	36
Contig65	76862	CG	4	7	37	6	8	36
Contig65	76865	CG	6	7	35	3	6	37
Contig65	76898	CG	19	22	36	16	19	35
Contig65	76932	CG	34	37	35	24	27	35
Contig65	76934	CG	31	36	35	22	28	36
Contig65	76945	CG	30	38	35	21	29	35
Contig65	76976	CG	10	18	35	12	16	35
Contig65	76987	CG	10	17	36	9	12	36
Contig65	76990	CG	7	16	36	3	11	35
Contig65	77011	CG	18	21	36	10	11	35
Contig65	77033	CG	11	11	37	13	16	36
Contig65	77044	CG	14	17	36	13	17	36
Contig65	77062	CG	15	26	36	15	16	36
Contig65	77225	CG	7	10	35	.	.	.
Contig65	77242	CG	0	1	33	0	1	37
Contig65	77497	CG	.	.	.	3	5	36
Contig65	77960	CG	.	.	.	2	2	35
Contig65	78310	CG	0	2	32	0	3	30
Contig65	78422	CG	0	1	37	0	2	27
Contig65	78867	CG	0	2	33	.	.	.
Contig65	78917	CG	1	2	35	.	.	.
Contig65	78946	CG	.	.	.	1	2	27
Contig65	79192	CG	0	1	27	0	1	37
Contig65	79211	CG	0	1	27	0	1	27
Contig65	79256	CG	.	.	.	3	5	33
Contig65	79331	CG	.	.	.	2	3	30
Contig65	80076	CG	.	.	.	5	5	32
Contig65	80085	CG	.	.	.	8	10	34
Contig65	80567	CG	12	14	35	9	14	35
Contig65	80633	CG	1	2	37	.	.	.
Contig65	80649	CG	2	3	37	.	.	.
Contig65	80754	CG	.	.	.	1	2	37
Contig65	80867	CG	5	8	34	1	6	37
Contig65	80919	CG	.	.	.	0	2	37
Contig65	80922	CG	.	.	.	1	2	37
Contig65	80925	CG	.	.	.	1	2	37
Contig65	80973	CG	2	2	37	2	2	37
Contig65	80978	CG	0	1	37	1	1	37
Contig65	81194	CG	1	5	36	0	2	37
Contig65	81216	CG	0	10	35	3	12	36
Contig65	81320	CG	3	5	37	.	.	.
Contig65	81369	CG	0	2	35	1	1	37
Contig65	81376	CG	0	1	37	0	1	37
Contig65	81400	CG	2	5	37	.	.	.
Contig65	81429	CG	0	1	37	0	1	33
Contig65	81460	CG	4	8	35	0	1	37
Contig65	81470	CG	2	3	30	0	1	37
Contig65	81556	CG	0	2	37	.	.	.
Contig65	81561	CG	2	2	37	.	.	.
Contig65	81567	CG	0	2	37	.	.	.
Contig65	81576	CG	0	2	37	.	.	.
Contig65	81639	CG	3	3	37	2	2	32
Contig65	81723	CG	2	2	32	0	1	37
Contig65	81729	CG	2	2	32	0	1	37
Contig65	82104	CG	0	2	37	0	1	37
Contig65	82113	CG	0	2	37	2	3	37
Contig65	82138	CG	0	3	37	.	.	.
Contig65	82823	CG	0	1	37	1	7	33
Contig65	82860	CG	.	.	.	1	2	37
Contig65	82868	CG	.	.	.	1	2	37
Contig65	82882	CG	0	1	37	0	2	37
Contig65	82972	CG	.	.	.	3	4	36
Contig65	83072	CG	0	1	37	0	2	32
Contig65	83098	CG	1	3	37	0	1	27
Contig65	83108	CG	2	3	35	0	1	37
Contig65	83136	CG	0	6	37	7	9	36
Contig65	83139	CG	1	8	36	9	11	34
Contig65	83149	CG	2	6	33	3	4	36
Contig65	83213	CG	2	3	32	4	10	34
Contig65	84196	CG	4	4	36	.	.	.
Contig65	84896	CG	1	2	32	1	1	37
Contig65	85014	CG	.	.	.	1	2	37
Contig65	85202	CG	1	2	37	.	.	.
Contig65	85506	CG	0	1	37	0	2	37
Contig65	85980	CG	7	7	37	11	15	36
Contig65	85991	CG	15	17	36	15	21	36
Contig65	86044	CG	11	12	36	13	20	36
Contig65	86066	CG	29	38	36	10	13	36
Contig65	86096	CG	7	10	36	5	5	36
Contig65	86133	CG	6	13	36	.	.	.
Contig65	86154	CG	5	16	36	2	2	37
Contig65	86208	CG	13	14	34	4	7	34
Contig65	86213	CG	10	16	34	7	11	34
Contig65	86406	CG	5	7	35	2	4	37
Contig65	86430	CG	3	3	32	3	3	37
Contig65	86498	CG	26	33	36	1	2	37
Contig65	86609	CG	3	4	36	4	5	35
Contig65	86621	CG	13	14	35	10	11	36
Contig65	86634	CG	11	20	35	0	14	36
Contig65	86642	CG	14	14	36	9	9	36
Contig65	86647	CG	9	11	36	4	4	34
Contig65	86649	CG	7	7	37	4	6	34
Contig65	86697	CG	2	2	35	1	7	34
Contig65	86914	CG	0	2	37	0	1	37
Contig65	86918	CG	0	2	37	0	1	37
Contig65	86959	CG	3	7	37	5	9	37
Contig65	86994	CG	0	3	34	0	2	37
Contig65	87018	CG	0	2	37	0	1	37
Contig65	87056	CG	0	2	37	.	.	.
Contig65	87071	CG	0	1	37	0	1	37
Contig65	87089	CG	0	1	37	0	1	37
Contig65	87177	CG	.	.	.	2	2	30
Contig65	87252	CG	.	.	.	4	5	32
Contig65	87446	CG	0	1	37	1	1	37
Contig65	87449	CG	0	1	37	1	1	37
Contig65	87573	CG	.	.	.	1	2	37
Contig65	87598	CG	0	7	36	.	.	.
Contig65	87841	CG	0	2	35	1	1	37
Contig65	88260	CG	.	.	.	1	2	37
Contig65	88633	CG	.	.	.	2	3	35
Contig65	88783	CG	.	.	.	1	2	35
Contig65	88949	CG	3	4	37	.	.	.
Contig65	88986	CG	3	3	32	1	1	37
Contig65	89193	CG	.	.	.	2	2	37
Contig65	89473	CG	1	3	37	2	12	36
Contig65	89510	CG	.	.	.	2	6	35
Contig65	89557	CG	0	10	36	0	2	37
Contig65	89566	CG	0	5	35	6	9	34
Contig65	89582	CG	0	2	37	7	10	34
Contig65	89587	CG	1	2	32	10	10	36
Contig65	89603	CG	9	11	35	4	4	37
Contig65	89623	CG	11	13	35	.	.	.
Contig65	89667	CG	3	4	37	2	2	35
Contig65	89674	CG	7	8	37	4	4	37
Contig65	89691	CG	2	19	35	8	8	36
Contig65	89702	CG	6	14	34	7	7	36
Contig65	89706	CG	4	8	35	4	5	37
Contig65	89789	CG	2	5	37	1	1	37
Contig65	89806	CG	1	3	35	2	2	37
Contig65	89815	CG	1	4	36	1	2	37
Contig65	89828	CG	4	4	36	2	3	37
Contig65	89845	CG	2	2	35	1	2	37
Contig65	89902	CG	1	2	37	13	14	36
Contig65	89911	CG	1	2	32	13	15	34
Contig65	89935	CG	1	3	37	1	2	37
Contig65	89970	CG	1	3	37	2	2	37
Contig65	89991	CG	0	2	37	1	2	37
Contig65	91207	CG	0	2	32	0	1	37
Contig65	91273	CG	3	4	34	0	2	30
Contig65	91282	CG	7	8	36	1	2	37
Contig65	91300	CG	3	10	36	.	.	.
Contig65	91315	CG	2	7	36	.	.	.
Contig65	91323	CG	2	6	35	0	1	37
Contig65	91420	CG	4	5	37	2	3	35
Contig65	91430	CG	6	7	32	2	3	37
Contig65	91458	CG	1	6	34	0	1	33
Contig65	91461	CG	0	4	33	0	1	33
Contig65	91504	CG	1	3	37	0	5	36
Contig65	91535	CG	10	14	35	5	8	36
Contig65	91578	CG	2	4	37	.	.	.
Contig65	91612	CG	0	1	37	1	4	33
Contig65	91705	CG	0	2	37	0	1	37
Contig65	91717	CG	0	2	32	.	.	.
Contig65	92162	CG	.	.	.	1	2	32
Contig65	92430	CG	4	4	37	.	.	.
Contig65	92453	CG	1	6	32	.	.	.
Contig65	92474	CG	0	1	27	1	1	37
Contig65	92489	CG	1	2	35	.	.	.
Contig65	93032	CG	0	1	37	1	1	37
Contig65	93330	CG	.	.	.	1	4	33
Contig65	93338	CG	.	.	.	1	5	35
Contig65	93353	CG	0	1	37	0	1	27
Contig65	93444	CG	1	3	30	.	.	.
Contig65	93487	CG	.	.	.	0	2	35
Contig65	93503	CG	.	.	.	1	3	35
Contig65	93661	CG	2	2	35	.	.	.
Contig65	93734	CG	0	1	33	0	1	37
Contig65	93800	CG	0	4	30	.	.	.
Contig65	94108	CG	2	2	30	.	.	.
Contig65	94189	CG	1	2	32	.	.	.
Contig65	94234	CG	1	2	37	.	.	.
Contig65	94249	CG	1	2	37	.	.	.
Contig65	95277	CG	1	6	37	.	.	.
Contig65	95296	CG	0	2	37	.	.	.
Contig65	95385	CG	0	2	37	.	.	.
Contig65	95713	CG	.	.	.	0	3	32
Contig65	95717	CG	.	.	.	0	4	36
Contig65	95722	CG	.	.	.	1	3	35
Contig65	95997	CG	.	.	.	2	5	31
Contig65	96693	CG	0	1	37	0	1	37
Contig65	97124	CG	.	.	.	0	2	32
Contig65	97261	CG	1	2	32	.	.	.
Contig65	97564	CG	6	7	35	.	.	.
Contig65	98094	CG	0	2	35	3	5	37
Contig65	98106	CG	1	4	37	4	5	37
Contig65	98115	CG	1	3	37	0	2	37
Contig65	98164	CG	4	10	33	1	1	37
Contig65	98180	CG	24	35	35	1	1	37
Contig65	98188	CG	28	34	37	.	.	.
Contig65	98197	CG	22	34	36	.	.	.
Contig65	98271	CG	0	1	37	2	3	35
Contig65	98285	CG	2	3	33	2	3	35
Contig65	98295	CG	6	7	35	2	3	35
Contig65	98485	CG	2	4	37	2	3	32
Contig65	98545	CG	4	9	35	.	.	.
Contig65	98574	CG	10	25	35	0	3	37
Contig65	98609	CG	5	6	34	.	.	.
Contig65	98619	CG	5	7	35	1	2	37
Contig65	98622	CG	4	7	33	0	2	37
Contig65	98660	CG	4	5	36	0	2	37
Contig65	98925	CG	0	1	37	1	2	37
Contig65	99034	CG	1	2	35	.	.	.
Contig65	99235	CG	0	2	37	.	.	.
Contig65	99241	CG	0	3	37	.	.	.
Contig65	99312	CG	0	2	35	.	.	.
Contig65	99321	CG	0	3	32	.	.	.
Contig65	99323	CG	0	3	32	.	.	.
Contig65	99609	CG	0	1	37	0	1	37
Contig65	99811	CG	0	2	37	.	.	.
Contig65	99963	CG	2	2	32	.	.	.
Contig65	100387	CG	1	1	27	0	1	37
Contig65	100497	CG	.	.	.	2	3	30
Contig65	100520	CG	.	.	.	2	2	29
Contig65	100572	CG	.	.	.	0	2	37
Contig65	100651	CG	1	1	33	0	2	37
Contig65	100663	CG	1	1	37	0	2	37
Contig65	100828	CG	.	.	.	1	2	37
Contig65	100841	CG	.	.	.	1	2	35
Contig65	100852	CG	.	.	.	1	2	35
Contig65	101892	CG	2	5	36	0	1	37
Contig65	101905	CG	1	4	37	0	1	37
Contig65	101986	CG	0	1	37	0	1	37
Contig65	102040	CG	1	2	32	0	1	37
Contig65	102062	CG	0	3	33	0	1	33
Contig65	102083	CG	1	1	33	0	1	37
Contig65	102158	CG	1	3	37	.	.	.
Contig65	102173	CG	1	3	35	.	.	.
Contig65	102192	CG	6	7	35	0	1	37
Contig65	102201	CG	6	14	33	1	1	37
Contig65	102223	CG	1	4	33	.	.	.
Contig65	102271	CG	.	.	.	1	2	35
Contig65	102282	CG	0	1	37	0	2	35
Contig65	102287	CG	0	1	37	2	2	35
Contig65	102298	CG	0	2	32	1	3	32
Contig65	102324	CG	1	2	37	0	1	37
Contig65	102326	CG	0	2	37	0	1	37
Contig65	102500	CG	8	8	33	.	.	.
Contig65	102521	CG	1	1	37	0	1	37
Contig65	102620	CG	3	4	36	0	1	37
Contig65	102631	CG	0	2	35	0	1	37
Contig65	103553	CG	2	2	37	4	4	36
Contig65	103556	CG	2	2	37	3	5	37
Contig65	103573	CG	2	2	37	6	6	36
Contig65	103579	CG	.	.	.	3	6	37
Contig65	103946	CG	6	9	35	2	4	37
Contig65	104047	CG	0	1	37	3	4	36
Contig65	104072	CG	0	1	37	0	3	37
Contig65	104121	CG	2	5	37	.	.	.
Contig65	104191	CG	0	1	37	0	4	37
Contig65	104196	CG	5	6	36	7	9	35
Contig65	104208	CG	12	14	36	6	17	35
Contig65	104213	CG	13	14	36	14	18	36
Contig65	104277	CG	10	14	36	1	1	33
Contig65	104284	CG	10	13	35	2	2	37
Contig65	104302	CG	5	6	37	3	5	37
Contig65	104312	CG	2	2	35	4	4	36
Contig65	104316	CG	1	1	37	2	2	32
Contig65	104334	CG	1	2	32	4	5	37
Contig65	104402	CG	3	8	36	4	6	37
Contig65	104418	CG	0	3	35	6	6	33
Contig65	104421	CG	0	3	35	4	4	32
Contig65	104431	CG	0	4	29	1	2	37
Contig65	104448	CG	3	3	32	1	3	37
Contig65	104495	CG	.	.	.	10	15	35
Contig65	104504	CG	.	.	.	16	20	35
Contig65	104512	CG	3	4	37	18	20	34
Contig65	104528	CG	4	6	37	6	9	36
Contig65	104687	CG	0	1	37	0	1	37
Contig65	104692	CG	0	1	37	0	1	37
Contig65	104836	CG	1	3	37	.	.	.
Contig65	104910	CG	0	3	35	.	.	.
Contig65	104947	CG	0	1	37	0	1	37
Contig65	104949	CG	0	1	37	0	1	37
Contig65	104963	CG	1	2	32	0	2	37
Contig65	104985	CG	0	1	37	0	1	37
Contig65	105217	CG	.	.	.	7	7	34
Contig65	105334	CG	1	5	31	1	1	33
Contig65	105540	CG	0	2	37	.	.	.
Contig65	106316	CG	.	.	.	1	2	37
Contig65	106481	CG	0	1	37	1	1	37
Contig65	106537	CG	0	1	37	0	1	37
Contig65	107229	CG	0	2	37	.	.	.
Contig65	107250	CG	0	1	27	0	1	37
Contig65	107326	CG	0	2	35	.	.	.
Contig65	107337	CG	0	2	35	1	2	37
Contig65	107362	CG	2	18	35	1	1	27
Contig65	107493	CG	0	9	35	0	2	37
Contig65	107540	CG	0	2	37	.	.	.
Contig65	107549	CG	5	7	36	.	.	.
Contig65	107552	CG	8	11	35	.	.	.
Contig65	107561	CG	2	16	35	0	1	33
Contig84	89	CG	3	4	34	1	1	37
Contig84	96	CG	2	2	37	2	2	37
Contig84	333	CG	.	.	.	0	2	27
Contig84	374	CG	3	5	36	0	1	27
Contig84	388	CG	9	14	36	8	9	34
Contig84	400	CG	17	19	36	4	7	37
Contig84	607	CG	0	1	33	2	5	35
Contig84	623	CG	0	1	37	1	6	34
Contig84	895	CG	5	15	36	0	8	37
Contig84	932	CG	2	2	32	1	2	37
Contig84	994	CG	0	1	37	0	9	35
Contig84	1132	CG	2	3	37	1	1	37
Contig84	1149	CG	6	12	35	3	5	36
Contig84	1328	CG	3	4	32	.	.	.
Contig84	1420	CG	2	2	35	.	.	.
Contig84	1641	CG	.	.	.	4	5	35
Contig84	1802	CG	0	1	33	1	1	37
Contig84	1809	CG	0	1	37	0	2	37
Contig84	1811	CG	0	1	33	1	2	37
Contig84	2216	CG	1	2	32	1	1	33
Contig84	2228	CG	0	3	37	.	.	.
Contig84	3103	CG	5	5	37	2	2	37
Contig84	3350	CG	0	1	37	0	1	37
Contig84	3360	CG	1	2	37	0	1	37
Contig84	3428	CG	.	.	.	1	3	35
Contig84	3494	CG	2	2	35	5	9	35
Contig84	3503	CG	1	3	33	8	13	35
Contig84	3624	CG	2	4	37	3	4	37
Contig84	3645	CG	5	8	35	8	9	36
Contig84	3726	CG	8	12	36	1	4	37
Contig84	3753	CG	3	3	37	.	.	.
Contig84	3762	CG	4	7	35	.	.	.
Contig84	4001	CG	0	2	37	.	.	.
Contig84	4425	CG	.	.	.	0	2	37
Contig84	4427	CG	.	.	.	0	2	35
Contig84	5476	CG	0	2	37	.	.	.
Contig84	5481	CG	0	2	37	.	.	.
Contig84	5485	CG	0	3	35	.	.	.
Contig84	5506	CG	0	1	37	1	3	37
Contig84	5538	CG	1	2	32	0	1	37
Contig84	6450	CG	1	3	30	6	6	37
Contig84	6524	CG	1	2	37	4	6	33
Contig84	6538	CG	1	1	37	0	3	37
Contig84	6547	CG	1	1	37	0	1	37
Contig84	7031	CG	2	2	30	.	.	.
Contig84	7346	CG	0	1	37	0	1	37
Contig84	7738	CG	0	1	37	0	1	37
Contig84	7973	CG	0	1	37	0	1	37
Contig84	8198	CG	.	.	.	2	2	37
Contig84	8274	CG	1	2	37	.	.	.
Contig84	8305	CG	2	6	37	7	13	35
Contig84	8310	CG	3	6	34	6	14	35
Contig84	8328	CG	11	11	36	1	3	35
Contig84	8350	CG	6	11	37	7	14	36
Contig84	8401	CG	7	18	35	1	2	37
Contig84	8406	CG	3	17	36	3	6	36
Contig84	8423	CG	1	1	37	11	16	35
Contig84	8443	CG	.	.	.	1	6	37
Contig84	8494	CG	.	.	.	8	14	34
Contig84	8527	CG	9	15	36	13	23	35
Contig84	8607	CG	19	32	36	20	28	36
Contig84	8632	CG	5	10	35	2	4	37
Contig84	9062	CG	.	.	.	2	2	37
Contig84	9087	CG	.	.	.	3	3	33
Contig84	9095	CG	.	.	.	6	6	35
Contig84	9127	CG	5	5	33	0	1	37
Contig84	9132	CG	1	1	37	1	1	37
Contig84	9151	CG	4	5	37	.	.	.
Contig84	9166	CG	4	8	35	.	.	.
Contig84	9577	CG	0	1	37	1	2	37
Contig84	9726	CG	.	.	.	2	5	35
Contig84	9737	CG	0	1	37	0	1	37
Contig84	9746	CG	0	1	37	0	1	37
Contig84	10005	CG	5	9	35	.	.	.
Contig84	10009	CG	4	9	35	.	.	.
Contig84	10089	CG	.	.	.	0	2	37
Contig84	10337	CG	2	3	33	0	1	27
Contig84	10453	CG	2	6	35	7	9	33
Contig84	10458	CG	2	6	35	1	4	37
Contig84	10521	CG	1	2	37	.	.	.
Contig84	10666	CG	1	4	34	.	.	.
Contig84	10750	CG	1	1	37	0	1	37
Contig84	11172	CG	1	2	37	.	.	.
Contig84	12707	CG	0	1	37	1	2	37
Contig84	12767	CG	0	1	37	1	1	37
Contig84	12810	CG	.	.	.	0	2	37
Contig84	12874	CG	2	2	32	.	.	.
Contig84	13806	CG	0	2	37	.	.	.
Contig84	13846	CG	0	1	37	0	3	37
Contig84	13880	CG	0	1	37	2	3	37
Contig84	14376	CG	2	2	27	.	.	.
Contig84	14765	CG	0	2	37	.	.	.
Contig84	14835	CG	0	1	33	0	1	37
Contig84	14850	CG	.	.	.	0	2	37
Contig84	14984	CG	0	1	37	0	1	37
Contig84	15062	CG	0	1	37	0	1	37
Contig84	15231	CG	.	.	.	2	2	27
Contig84	15372	CG	0	1	37	2	2	33
Contig84	15548	CG	.	.	.	2	3	37
Contig84	15707	CG	1	2	37	.	.	.
Contig84	15715	CG	1	3	35	.	.	.
Contig84	15877	CG	2	2	32	.	.	.
Contig84	16428	CG	1	1	37	0	1	37
Contig84	16700	CG	.	.	.	0	2	37
Contig84	16985	CG	1	2	29	.	.	.
Contig84	17069	CG	0	1	37	3	3	30
