contig,pos,a,b,fst
Contig21008,40537,0,0.11,0
Contig2102,7782,0.003,0.077,0.0384615384615385
Contig21024,5500,0.157,0.578,0.271157167530225
Contig2105,506,0,0.009,0
Contig21063,21998,0,0.009,0
Contig21063,22011,0.082,0.533,0.153558052434457
Contig21089,4736,0,0.038,0
Contig21176,5136,0,0.005,0
Contig21176,5137,0,0.009,0
Contig21207,17185,0.068,0.261,0.259541984732824
Contig2121,2055,0.001,0.305,0.00326797385620915
Contig212235,4502,0.01,0.104,0.0952380952380952
Contig2123,6821,0,0.012,0
Contig212334,260,0,0.011,0
Contig21236,6833,0.077,0.346,0.221902017291066
Contig212660,657,0.008,0.389,0.0205128205128205
Contig21274,66914,0.093,0.394,0.235443037974684
Contig21279,38229,0.03,0.352,0.084985835694051
Contig21280,2273,0,0.009,0
Contig21280,2274,0,0.009,0
Contig21280,2441,0.001,0.026,0.037037037037037
Contig21280,2480,0,0.009,0
Contig212848,8207,0,0.012,0
Contig212964,1492,0.007,0.134,0.0518518518518519
Contig21298,949,0,0.083,0
Contig21298,952,0.14,0.499,0.28
Contig21298,964,0.001,0.057,0.0172413793103448
Contig21320,18161,0.027,0.354,0.076056338028169
Contig213483,1303,0.019,0.269,0.0703703703703704
Contig213777,5128,0.059,0.462,0.127429805615551
Contig213777,5129,0.059,0.462,0.127429805615551
Contig213835,426,0.042,0.504,0.0831683168316832
Contig21389,5413,0.003,0.053,0.0555555555555556
Contig21389,41349,0,0.016,0
Contig21389,41357,0.047,0.284,0.164912280701754
Contig214022,187,0.008,0.35,0.0227920227920228
Contig214125,826,0.019,0.138,0.136690647482014
Contig214125,828,0.011,0.501,0.0219123505976096
Contig21427,1236,0,0.009,0
Contig21427,1242,0,0.026,0
Contig21443,5431,0,0.002,0
Contig21443,5444,0.03,0.352,0.084985835694051
Contig21443,5451,0.001,0.155,0.00641025641025641
Contig21443,5455,0.002,0.048,0.0408163265306122
Contig214594,3997,0,0.018,0
Contig21472,7569,0.036,0.247,0.145161290322581
Contig21492,21751,0.002,0.077,0.0256410256410256
Contig215464,3634,0.008,0.266,0.0299625468164794
Contig215464,3636,0.006,0.234,0.025531914893617
Contig21579,2772,0.001,0.035,0.0277777777777778
Contig21579,2777,0,0.009,0
Contig2158,7811,0.001,0.018,0.0526315789473684
Contig21581,36204,0.036,0.379,0.0947368421052631
Contig21587,39775,0,0.044,0
Contig215949,1087,0.074,0.272,0.271062271062271
Contig215949,1090,0.016,0.122,0.130081300813008
Contig216090,10126,0.001,0.037,0.0263157894736842
Contig216090,10132,0.001,0.04,0.024390243902439
Contig216090,10135,0,0.058,0
Contig21645,5342,0.016,0.128,0.124031007751938
Contig21647,39566,0.001,0.024,0.04
Contig21658,34833,0.001,0.026,0.037037037037037
Contig2166,428,0.009,0.112,0.079646017699115
Contig216631,315,0.009,0.096,0.0927835051546392
Contig216631,319,0.012,0.129,0.0923076923076923
Contig2168,8581,0.021,0.385,0.0544041450777202
Contig2168,8586,0.002,0.153,0.012987012987013
Contig2168,8595,0.002,0.046,0.0425531914893617
Contig21683,16910,0,0.018,0
Contig21683,16913,0.001,0.026,0.037037037037037
Contig217,1861,0,0.376,0
Contig217,16954,0.005,0.386,0.0129198966408269
Contig217,27024,0.097,0.346,0.279538904899135
Contig217099,192,0.002,0.052,0.0377358490566038
Contig21722,1967,0,0.028,0
Contig21724,3758,0.007,0.44,0.0158730158730159
Contig21725,75148,0.008,0.107,0.0740740740740741
Contig21730,1848,0.018,0.155,0.115384615384615
Contig217340,66,0.671,0.836,0.801672640382318
Contig21753,16783,0.008,0.216,0.0368663594470046
Contig21753,16786,0.004,0.115,0.0344827586206897
Contig21753,16806,0,0.125,0
Contig21754,1921,0,0.07,0
Contig21754,1932,0,0.017,0
Contig21754,1933,0.004,0.093,0.0425531914893617
Contig217684,1027,0.016,0.13,0.122137404580153
Contig217684,1028,0.183,0.592,0.308600337268128
Contig217698,5392,0,0.009,0
Contig21797,9682,0,0.076,0
Contig21801,18431,0.001,0.035,0.0277777777777778
Contig21801,18449,0,0.018,0
Contig21803,2559,-0.002,0.352,-0.0056657223796034
Contig21806,2814,0.04,0.268,0.148698884758364
Contig21806,2830,0.161,0.526,0.30550284629981
Contig21806,16660,-0.001,0.296,-0.00336700336700337
Contig21811,1417,0.011,0.162,0.0674846625766871
Contig21811,1421,0.152,0.571,0.265734265734266
Contig21811,1422,0.002,0.188,0.0105820105820106
Contig21828,4242,0.058,0.256,0.22568093385214
Contig21828,42443,0.024,0.241,0.0991735537190083
Contig21830,54268,0.04,0.242,0.164609053497942
Contig21866,9169,0.043,0.289,0.148275862068966
Contig21866,9170,0.043,0.289,0.148275862068966
Contig218704,1372,0.002,0.378,0.00527704485488127
Contig21876,6162,0.249,0.566,0.439153439153439
Contig21894,10850,-0.001,0.357,-0.00279329608938547
Contig21894,10859,0.003,0.274,0.0109090909090909
Contig218966,267,0.046,0.362,0.126721763085399
Contig219004,2803,0,0.026,0
Contig219110,1512,0,0.076,0
Contig219110,1517,0,0.009,0
Contig219117,1053,0.01,0.121,0.0819672131147541
Contig219117,1065,0.036,0.516,0.0696324951644101
Contig219157,15909,0.001,0.497,0.00200803212851406
Contig2192,5262,0.005,0.304,0.0163934426229508
Contig219329,230,0,0.393,0
Contig21950,9594,0,0.001,0
Contig21950,9603,0,0.001,0
Contig21996,31988,0.003,0.337,0.00887573964497041
Contig21996,31990,0.09,0.343,0.261627906976744
Contig21996,32013,0.105,0.447,0.234375
Contig21999,4532,0.005,0.071,0.0694444444444444
Contig2200,8347,0.002,0.115,0.0172413793103448
Contig22072,54565,0.003,0.059,0.05
Contig22078,4080,0.001,0.026,0.037037037037037
Contig22080,8995,0.014,0.297,0.0469798657718121
Contig22080,9012,0,0.009,0
Contig22083,4718,0,0.169,0
Contig22083,4729,0,0.456,0
Contig22110,32419,0,0.1,0
Contig22110,32424,0.003,0.122,0.024390243902439
Contig22110,32427,0.001,0.026,0.037037037037037
Contig22116,10044,0.063,0.532,0.118198874296435
Contig22116,19898,0.051,0.241,0.210743801652893
Contig22123,2295,0.04,0.441,0.0904977375565611
Contig22151,260,0.001,0.026,0.037037037037037
Contig22151,269,0.025,0.315,0.0791139240506329
Contig2218,26103,0,0.181,0
Contig222,46597,0.043,0.369,0.116216216216216
Contig222,46604,0.001,0.106,0.00934579439252337
Contig22211,3078,0.019,0.14,0.134751773049645
Contig22211,3085,0.03,0.175,0.170454545454545
Contig22211,3105,0.047,0.259,0.180769230769231
Contig22286,1748,0.01,0.358,0.0278551532033426
Contig22286,1756,0,0.037,0
Contig22297,11213,0.006,0.338,0.0176991150442478
Contig22307,467,0.002,0.044,0.0444444444444444
Contig22307,481,0.059,0.382,0.154046997389034
Contig22348,9333,0.003,0.077,0.0384615384615385
Contig22353,1703,0.019,0.225,0.084070796460177
Contig22359,22901,0.002,0.244,0.00816326530612245
Contig22376,16338,-0.002,0.419,-0.00476190476190476
Contig22383,10296,0.002,0.049,0.04
Contig22388,167,0.004,0.221,0.018018018018018
Contig22388,174,0.005,0.07,0.0704225352112676
Contig22388,176,0.033,0.272,0.120879120879121
Contig22388,182,0.001,0.134,0.00740740740740741
Contig22388,186,0.001,0.134,0.00740740740740741
Contig224,12263,0,0.009,0
Contig22402,27724,0,0.009,0
Contig22427,949,0.001,0.038,0.0256410256410256
Contig22435,612,0.033,0.226,0.145374449339207
Contig22435,613,0.046,0.513,0.0894941634241245
Contig22435,614,0.024,0.158,0.150943396226415
Contig22514,55693,0.024,0.266,0.0898876404494382
Contig22514,55707,0.03,0.244,0.122448979591837
Contig22516,25642,0.007,0.09,0.0769230769230769
Contig22534,5621,0.013,0.458,0.028322440087146
Contig2254,2270,-0.002,0.499,-0.004
Contig2254,2294,-0.002,0.499,-0.004
Contig22542,3071,0,0.084,0
Contig22542,5018,0.047,0.361,0.129834254143646
Contig22597,33019,0,0.06,0
Contig2260,12067,0,0.018,0
Contig2260,12085,0,0.018,0
Contig22614,1594,0.001,0.208,0.00478468899521531
Contig22630,12736,0,0.009,0
Contig22630,12762,0.005,0.07,0.0704225352112676
Contig22634,18498,0.03,0.494,0.0606060606060606
Contig22634,18506,0,0.001,0
Contig22638,9028,0.252,0.625,0.402555910543131
Contig22638,9030,0.007,0.124,0.056
Contig22654,3484,0.062,0.388,0.159383033419023
Contig22654,3489,0.062,0.388,0.159383033419023
Contig22661,4255,0.023,0.154,0.148387096774194
Contig22661,4256,0.026,0.388,0.0668380462724936
Contig22695,26918,0,0.175,0
Contig22695,28082,0.104,0.475,0.218487394957983
Contig22696,1859,0,0.005,0
Contig22696,1860,0,0.005,0
Contig22696,1866,0.007,0.163,0.0426829268292683
Contig22709,5735,0.001,0.028,0.0344827586206897
Contig22731,4474,0.019,0.154,0.12258064516129
Contig22757,9553,0,0.001,0
Contig22765,8185,0.002,0.117,0.0169491525423729
Contig22797,55646,0.036,0.247,0.145161290322581
Contig22814,79805,0.02,0.505,0.0395256916996047
Contig22822,27870,0.03,0.514,0.058252427184466
Contig22847,31353,0,0.009,0
Contig22865,1358,0,0.009,0
Contig2288,271,0,0.018,0
Contig22880,9114,-0.001,0.26,-0.00383141762452107
Contig22903,29499,0.168,0.568,0.295254833040422
Contig22903,29509,0.058,0.52,0.111324376199616
Contig22903,29525,0.01,0.235,0.0423728813559322
Contig22911,18056,0.007,0.192,0.0362694300518135
Contig22911,18058,0.134,0.567,0.235915492957747
Contig22946,2621,-0.001,0.195,-0.00510204081632653
Contig22978,3769,0.007,0.164,0.0424242424242424
Contig23006,4586,0.009,0.172,0.0520231213872832
Contig23006,4609,0.009,0.172,0.0520231213872832
Contig2307,9863,0.025,0.204,0.121951219512195
Contig2307,9865,0.012,0.485,0.0246913580246914
Contig23072,10946,0.008,0.301,0.0264900662251656
Contig23078,34459,0,0.009,0
Contig23078,35319,0.007,0.164,0.0424242424242424
Contig231,20140,0.231,0.613,0.376221498371336
Contig231,20148,0.231,0.613,0.376221498371336
Contig231,32712,0.198,0.591,0.334459459459459
Contig23106,8990,0.012,0.385,0.0310880829015544
Contig2314,4142,0.006,0.08,0.0740740740740741
Contig23153,2192,0,0.009,0
Contig23157,7741,0.024,0.396,0.0604534005037783
Contig23157,7747,0.022,0.42,0.0522565320665083
Contig2316,3444,0.015,0.125,0.119047619047619
Contig2316,3465,0.017,0.497,0.034136546184739
Contig23166,24891,0.005,0.12,0.0413223140495868
Contig23166,24896,0.004,0.115,0.0344827586206897
Contig23166,24915,0,0.037,0
Contig23177,3767,0,0.009,0
Contig23191,20692,0.001,0.052,0.0188679245283019
Contig232,6878,0.006,0.08,0.0740740740740741
Contig232,18926,0,0.026,0
Contig23221,2552,0,0.175,0
Contig23237,49982,0.009,0.112,0.079646017699115
Contig23281,8757,0,0.009,0
Contig23281,8759,0,0.155,0
Contig23281,8768,0,0.07,0
Contig23329,36592,0.004,0.061,0.0645161290322581
Contig23360,7332,0.047,0.341,0.137426900584795
Contig23369,6637,0.248,0.62,0.399355877616747
Contig2337,5850,0,0.308,0
Contig2337,5867,-0.001,0.141,-0.00704225352112676
Contig23392,4271,0,0.009,0
Contig234,7167,0,0.018,0
Contig234,41983,0.004,0.061,0.0645161290322581
Contig23424,18503,0.017,0.408,0.0415647921760391
Contig23424,18517,0.016,0.507,0.031496062992126
Contig23456,19655,0,0.026,0
Contig23456,30759,0,0.031,0
Contig23456,30768,0.002,0.044,0.0444444444444444
Contig23456,30781,0.002,0.044,0.0444444444444444
Contig23487,17740,0.013,0.132,0.0977443609022556
Contig23499,19043,-0.001,0.217,-0.00458715596330275
Contig23519,7291,0.033,0.226,0.145374449339207
Contig23534,7147,0.002,0.085,0.0232558139534884
Contig23544,58803,0.093,0.476,0.19496855345912
Contig23561,7139,0.013,0.286,0.0452961672473868
Contig23564,3850,0.003,0.053,0.0555555555555556
Contig23564,3867,0,0.004,0
Contig23579,951,0.005,0.396,0.0125944584382872
Contig23584,15734,0.045,0.499,0.09
Contig236,22155,0.082,0.54,0.151571164510166
Contig23628,4885,0.001,0.05,0.0196078431372549
Contig23628,4897,0.013,0.114,0.11304347826087
Contig23628,4957,0.006,0.293,0.0204081632653061
Contig23643,20075,0.028,0.458,0.0610021786492375
Contig23643,20081,0.04,0.38,0.10498687664042
Contig23643,20100,0,0.016,0
Contig23643,20102,0.003,0.054,0.0545454545454545
Contig23663,16779,0.004,0.284,0.0140350877192982
Contig23664,5821,0,0.006,0
Contig23673,1380,0.01,0.348,0.0286532951289398
Contig23682,13240,0.02,0.3,0.0664451827242525
Contig23682,13263,0.003,0.055,0.0535714285714286
Contig23688,20285,0.002,0.329,0.00606060606060606
Contig23697,11179,0.02,0.162,0.122699386503067
Contig23734,58205,0.001,0.389,0.00256410256410256
Contig2374,52,0.004,0.063,0.0625
Contig23742,26831,0.031,0.318,0.0971786833855799
Contig23755,7931,0.007,0.27,0.025830258302583
Contig23755,7934,0.016,0.291,0.0547945205479452
Contig23757,10941,0.001,0.149,0.00666666666666667
Contig23757,10943,0,0.036,0
Contig23757,10953,0.009,0.099,0.09
Contig23769,5253,0.026,0.371,0.0698924731182796
Contig23813,26440,0.008,0.091,0.0869565217391304
Contig23883,2422,0.002,0.059,0.0333333333333333
Contig23894,34141,0.001,0.036,0.027027027027027
Contig2393,3333,0.001,0.035,0.0277777777777778
Contig2393,3347,0.001,0.035,0.0277777777777778
Contig23932,28915,0.108,0.455,0.236842105263158
Contig23932,28922,0.044,0.273,0.160583941605839
Contig23937,5026,0.001,0.035,0.0277777777777778
Contig23940,24920,0.002,0.069,0.0285714285714286
Contig23953,13729,0.049,0.371,0.131720430107527
Contig23953,13732,0.001,0.024,0.04
Contig23953,13742,0.033,0.182,0.180327868852459
Contig23953,13748,0,0.004,0
Contig23976,3082,0.047,0.308,0.15210355987055
Contig24,26328,0.004,0.099,0.04
Contig24,26338,0.003,0.493,0.00607287449392713
Contig24006,5080,0.004,0.061,0.0645161290322581
Contig24015,45643,0.003,0.493,0.00607287449392713
Contig24015,49219,0.028,0.208,0.133971291866029
Contig24015,53893,-0.001,0.153,-0.00649350649350649
Contig24015,53906,0,0.009,0
Contig24017,15180,0.03,0.281,0.106382978723404
Contig24018,1620,0.002,0.044,0.0444444444444444
Contig2405,16058,0.009,0.124,0.072
Contig24051,3396,0,0.067,0
Contig24051,3405,0,0.02,0
Contig24054,15737,0,0.009,0
Contig2409,10776,0,0.001,0
Contig2409,10796,0,0.358,0
Contig2409,15171,0,0.023,0
Contig24090,10934,0,0.009,0
Contig24093,12751,0.038,0.502,0.0755467196819085
Contig24095,20081,0.004,0.188,0.0211640211640212
Contig24100,17724,0.002,0.06,0.0327868852459016
Contig24130,7682,0,0.009,0
Contig24144,15924,0,0.163,0
Contig2416,13068,0.011,0.493,0.0222672064777328
Contig2416,13072,0.007,0.115,0.0603448275862069
Contig24172,12380,0,0.008,0
Contig24172,19927,0.002,0.217,0.00917431192660551
Contig24175,7621,0.002,0.093,0.0212765957446809
Contig2420,11074,0.004,0.149,0.0266666666666667
Contig2421,16421,0,0.009,0
Contig24215,2966,0,0.01,0
Contig24215,2979,0.019,0.311,0.0608974358974359
Contig24215,2988,0.004,0.302,0.0132013201320132
Contig24218,3816,0.017,0.176,0.096045197740113
Contig24218,3819,0.012,0.278,0.043010752688172
Contig2424,17063,0.001,0.043,0.0227272727272727
Contig24241,30304,0,0.009,0
Contig2426,10853,0.003,0.053,0.0555555555555556
Contig24263,1969,0.009,0.32,0.0280373831775701
Contig24292,25553,0.077,0.484,0.158762886597938
Contig24294,23729,0,0.014,0
Contig24297,3377,0.006,0.126,0.047244094488189
Contig24314,4197,0.005,0.07,0.0704225352112676
Contig24326,6839,0.035,0.493,0.0708502024291498
Contig24326,24915,0.001,0.146,0.00680272108843537
Contig24349,5205,0.013,0.387,0.0335051546391753
Contig24349,9051,0.068,0.396,0.171284634760705
Contig24363,32823,0.005,0.105,0.0471698113207547
Contig24376,5979,0,0.163,0
Contig24376,5981,0,0.076,0
Contig24383,785,0.004,0.126,0.031496062992126
Contig24383,798,0.057,0.359,0.158333333333333
Contig24383,808,0.02,0.494,0.0404040404040404
Contig24388,8646,0,0.043,0
Contig24396,27589,0,0.017,0
Contig24396,27601,0.012,0.206,0.0579710144927536
Contig24400,8135,0.014,0.182,0.0765027322404372
Contig24408,41609,0.018,0.151,0.118421052631579
Contig2441,9558,0,0.299,0
Contig2441,9564,0,0.312,0
Contig24446,19105,0,0.009,0
Contig24446,19124,0.002,0.045,0.0434782608695652
Contig24446,19125,0,0.031,0
Contig24446,19128,0,0.009,0
Contig24460,2815,0.004,0.061,0.0645161290322581
Contig24466,1713,0,0.14,0
Contig24503,11895,0.001,0.026,0.037037037037037
Contig24520,7622,0,0.006,0
Contig24520,27469,0.039,0.326,0.119266055045872
Contig2453,9141,0.001,0.04,0.024390243902439
Contig24539,18797,0.007,0.085,0.0813953488372093
Contig24550,11860,0.006,0.11,0.0540540540540541
Contig24550,11871,0.015,0.124,0.12
Contig24594,30490,0.023,0.49,0.0468431771894094
Contig246,54945,0.05,0.491,0.101626016260163
Contig24605,26797,0.106,0.543,0.194852941176471
Contig24629,8302,0.023,0.494,0.0464646464646465
Contig24629,8303,0.023,0.494,0.0464646464646465
Contig24654,8945,0.031,0.311,0.0993589743589744
Contig24673,8885,0,0.06,0
Contig24673,8886,0,0.06,0
Contig2468,1358,0.004,0.175,0.0227272727272727
Contig24692,9048,0.039,0.368,0.105691056910569
Contig24693,10326,0.334,0.667,0.5
Contig247,19705,0.059,0.401,0.146766169154229
Contig2471,9421,0,0.002,0
Contig2471,9440,0,0.007,0
Contig24711,11467,0.009,0.172,0.0520231213872832
Contig24711,13165,0.006,0.079,0.075
Contig24722,6992,0.011,0.105,0.10377358490566
Contig24745,32730,0,0.018,0
Contig24760,76569,0,0.003,0
Contig24764,4922,0,0.009,0
Contig24781,42791,0.017,0.132,0.12781954887218
Contig24847,28874,0.001,0.174,0.00571428571428572
Contig24847,28888,0.059,0.265,0.221804511278195
Contig2485,3095,0.046,0.416,0.11031175059952
Contig24880,3087,0.004,0.061,0.0645161290322581
Contig249,2138,0.047,0.259,0.180769230769231
Contig24908,3379,0.019,0.24,0.0788381742738589
Contig24918,42762,0.002,0.059,0.0333333333333333
Contig24945,3825,-0.001,0.264,-0.00377358490566038
Contig24945,13351,-0.001,0.131,-0.00757575757575758
Contig24969,11397,0.041,0.229,0.178260869565217
Contig25,80537,0.011,0.196,0.0558375634517766
Contig250115,1093,0.001,0.07,0.0140845070422535
Contig25015,15128,0.001,0.026,0.037037037037037
Contig25029,31372,0.036,0.32,0.11214953271028
Contig2506,2663,0.001,0.128,0.00775193798449612
Contig25062,19305,0.003,0.059,0.05
Contig25062,19311,0.001,0.114,0.00869565217391304
Contig25092,3129,0,0.018,0
Contig25092,3130,-0.001,0.333,-0.0029940119760479
Contig25092,3137,0.01,0.166,0.0598802395209581
Contig25092,3148,0.003,0.054,0.0545454545454545
Contig25106,27461,0.027,0.366,0.0735694822888283
Contig25106,27466,0,0.041,0
Contig25106,27482,0,0.018,0
Contig25118,21816,0.015,0.135,0.110294117647059
Contig25118,21822,0.035,0.252,0.138339920948617
Contig25118,21831,-0.001,0.317,-0.00314465408805031
Contig25118,21841,0.015,0.161,0.0925925925925926
Contig25131,20160,0.077,0.505,0.152173913043478
Contig25131,20175,0,0.009,0
Contig25164,13593,0,0.018,0
Contig25164,13609,0,0.008,0
Contig25187,18672,0.013,0.426,0.0304449648711944
Contig25187,18688,0.004,0.065,0.0606060606060606
Contig25204,18249,0,0.035,0
Contig25228,23639,0,0.043,0
Contig25254,1161,0.068,0.367,0.184782608695652
Contig25299,14503,0.009,0.112,0.079646017699115
Contig2532,11693,0.004,0.061,0.0645161290322581
Contig25342,21197,0,0.014,0
Contig2535,13876,0.025,0.257,0.0968992248062016
Contig25352,4172,0.039,0.386,0.10077519379845
Contig25354,6353,0,0.056,0
Contig25358,13306,0,0.018,0
Contig25393,6471,0.128,0.371,0.344086021505376
Contig25395,19117,0.043,0.454,0.0945054945054945
Contig25405,44671,0.073,0.332,0.219219219219219
Contig25405,44691,0.073,0.332,0.219219219219219
Contig25419,23796,0.003,0.125,0.0238095238095238
Contig25426,21087,0.002,0.113,0.0175438596491228
Contig25452,32480,0.012,0.129,0.0923076923076923
Contig25472,23774,0,0.107,0
Contig25473,34108,0.065,0.34,0.190615835777126
Contig25473,34110,0.065,0.341,0.190058479532164
Contig25477,18804,0.012,0.157,0.0759493670886076
Contig25477,18815,0.012,0.157,0.0759493670886076
Contig25558,31868,0.006,0.383,0.015625
Contig25566,33505,0.001,0.026,0.037037037037037
Contig25566,33515,0.001,0.026,0.037037037037037
Contig2562,4836,0.005,0.072,0.0684931506849315
Contig25680,1692,0.034,0.442,0.0767494356659142
Contig25684,10982,0.003,0.417,0.00717703349282297
Contig25692,15781,0,0.018,0
Contig25699,35917,0,0.16,0
Contig25723,1691,0.002,0.161,0.0123456790123457
Contig25726,1033,0.012,0.202,0.0591133004926108
Contig25726,1039,0.001,0.035,0.0277777777777778
Contig25735,11036,0.004,0.399,0.01
Contig25743,891,0,0.009,0
Contig25743,897,0.012,0.16,0.0745341614906832
Contig25743,900,0,0.018,0
Contig25743,902,0,0.018,0
Contig25747,3296,0,0.089,0
Contig25749,3107,0.003,0.141,0.0211267605633803
Contig25749,3109,-0.001,0.174,-0.00571428571428572
Contig25749,3126,0,0.009,0
Contig25765,23004,0.019,0.455,0.0416666666666667
Contig25765,23024,0.018,0.454,0.0395604395604396
Contig25765,23027,0,0.002,0
Contig25811,8607,0.004,0.244,0.0163265306122449
Contig25811,8608,0.005,0.263,0.0189393939393939
Contig25811,8609,0.024,0.254,0.0941176470588235
Contig25811,8620,-0.001,0.327,-0.00304878048780488
Contig25815,31961,0.007,0.088,0.0786516853932584
Contig25818,50947,0.001,0.012,0.0769230769230769
Contig25833,6213,0,0.02,0
Contig25835,7924,0.051,0.439,0.115909090909091
Contig25896,4769,0.001,0.146,0.00680272108843537
Contig25896,4772,0.015,0.502,0.0298210735586481
Contig25936,23426,0.005,0.28,0.0177935943060498
Contig25981,18999,0,0.266,0
Contig25981,19010,0,0.266,0
Contig25982,4474,0.001,0.186,0.0053475935828877
Contig25982,4479,0.001,0.161,0.00617283950617284
Contig25985,23799,0,0.037,0
Contig25985,23800,0.016,0.42,0.0380047505938242
Contig25989,5256,0.018,0.497,0.036144578313253
Contig25997,10934,0.021,0.271,0.0772058823529412
Contig26005,9766,0.002,0.502,0.00397614314115308
Contig26005,9790,0.046,0.34,0.134897360703812
Contig26022,32906,0.004,0.065,0.0606060606060606
Contig26022,55123,0,0.194,0
Contig26028,32519,0.015,0.28,0.0533807829181495
Contig26052,1080,0.014,0.151,0.0921052631578947
Contig26070,52177,0.005,0.086,0.0574712643678161
Contig26082,14142,0,0.003,0
Contig26082,14166,0,0.003,0
Contig26095,6250,0.008,0.227,0.0350877192982456
Contig261,13875,0.059,0.259,0.226923076923077
Contig26103,19631,0.029,0.367,0.078804347826087
Contig26107,2576,-0.001,0.285,-0.0034965034965035
Contig26107,2582,-0.001,0.284,-0.00350877192982456
Contig26107,6916,0.008,0.24,0.033195020746888
Contig26107,6923,-0.001,0.301,-0.0033112582781457
Contig26113,9040,0.012,0.145,0.0821917808219178
Contig26113,9065,-0.001,0.282,-0.00353356890459364
Contig26113,9067,0.002,0.279,0.00714285714285714
Contig26140,25522,0.001,0.026,0.037037037037037
Contig26147,5315,0.059,0.284,0.207017543859649
Contig26147,5316,0.001,0.026,0.037037037037037
Contig26170,20081,-0.002,0.432,-0.0046189376443418
Contig26207,7669,0.002,0.044,0.0444444444444444
Contig2621,139,0,0.058,0
Contig26264,18928,0,0.123,0
Contig26264,18936,0.063,0.461,0.136363636363636
Contig26277,3191,0.001,0.116,0.00854700854700855
Contig26287,6069,0.017,0.132,0.12781954887218
Contig26301,45790,0.013,0.146,0.0884353741496599
Contig26301,45797,0.013,0.146,0.0884353741496599
Contig26307,31575,0.011,0.406,0.027027027027027
Contig26307,31576,0.001,0.236,0.00421940928270042
Contig26345,3498,0.019,0.276,0.0685920577617328
Contig26389,7953,0.001,0.068,0.0144927536231884
Contig26391,1517,0,0.009,0
Contig26391,18503,0.011,0.144,0.0758620689655172
Contig26391,18510,0,0.137,0
Contig2641,23802,0.01,0.1,0.099009900990099
Contig26431,20451,-0.001,0.442,-0.00225733634311512
Contig26431,20452,-0.001,0.442,-0.00225733634311512
Contig26431,20454,0.005,0.072,0.0684931506849315
Contig26458,7577,0,0.001,0
Contig26465,2648,0.004,0.341,0.0116959064327485
Contig26465,2653,0,0.036,0
Contig26465,2669,0.007,0.224,0.0311111111111111
Contig26465,2674,0.001,0.073,0.0135135135135135
Contig26482,8744,0.008,0.497,0.0160642570281125
Contig26482,8771,0.003,0.408,0.00733496332518337
Contig26502,19714,0.007,0.481,0.0145228215767635
Contig26516,4345,0.001,0.025,0.0384615384615385
Contig2652,26597,0,0.025,0
Contig26531,2424,0.018,0.322,0.0557275541795666
Contig26534,67544,0,0.011,0
Contig26536,11900,0.039,0.428,0.0909090909090909
Contig26536,11916,0,0.131,0
Contig26536,11929,0,0.001,0
Contig2655,16185,0.016,0.175,0.0909090909090909
Contig2655,16206,0,0.005,0
Contig2655,16208,0,0.008,0
Contig26603,17846,0.033,0.493,0.0668016194331984
Contig266691,1025,0.018,0.362,0.0495867768595041
Contig26689,5320,0.001,0.027,0.0357142857142857
Contig26689,5327,0.001,0.027,0.0357142857142857
Contig26697,4235,0.002,0.045,0.0434782608695652
Contig2670,6654,0.003,0.075,0.0394736842105263
Contig26729,417,0.01,0.214,0.0465116279069767
Contig26731,4958,0.013,0.132,0.0977443609022556
Contig26754,393,-0.002,0.445,-0.00448430493273543
Contig26758,9004,0.002,0.125,0.0158730158730159
Contig2676,6951,0.001,0.029,0.0333333333333333
Contig2676,6978,0.003,0.111,0.0267857142857143
Contig26766,5418,0.002,0.061,0.032258064516129
Contig2679,6130,0.105,0.37,0.283018867924528
Contig26798,5482,0.154,0.535,0.287313432835821
Contig26801,14923,0,0.108,0
Contig26821,7222,0.001,0.035,0.0277777777777778
Contig26826,48516,0,0.49,0
Contig26837,988,0.001,0.035,0.0277777777777778
Contig26837,996,0.001,0.035,0.0277777777777778
Contig26837,999,0.001,0.029,0.0333333333333333
Contig26841,20721,0.02,0.351,0.0568181818181818
Contig26843,3907,0.015,0.508,0.0294695481335953
Contig26843,3915,0.005,0.185,0.0268817204301075
Contig26863,22064,0.037,0.193,0.190721649484536
Contig26886,64345,0,0.043,0
Contig26886,64346,0,0.043,0
Contig26901,14278,0.002,0.044,0.0444444444444444
Contig26949,6731,0.004,0.088,0.0449438202247191
Contig26949,6751,0.004,0.088,0.0449438202247191
Contig26962,7334,0.054,0.233,0.230769230769231
Contig26962,7340,0,0.009,0
Contig26962,7347,0.004,0.08,0.0493827160493827
Contig26962,7362,0,0.001,0
Contig26984,7688,0.001,0.037,0.0263157894736842
Contig26985,19461,0.002,0.047,0.0416666666666667
Contig26988,9477,0,0.027,0
Contig26988,9501,0,0.009,0
Contig27008,4136,0.015,0.127,0.1171875
Contig27008,4147,0.003,0.079,0.0375
Contig2702,15308,0.016,0.171,0.0930232558139535
Contig27021,24931,0.026,0.29,0.0893470790378007
Contig27021,24933,0.026,0.291,0.089041095890411
Contig2704,27520,0,0.02,0
Contig27041,3255,0.02,0.433,0.0460829493087558
Contig2706,5670,0.003,0.056,0.0526315789473684
Contig2706,5688,0.021,0.212,0.0985915492957747
Contig27085,9019,0.011,0.465,0.0236051502145923
Contig27088,25673,0.029,0.448,0.0645879732739421
Contig27104,11359,0.033,0.198,0.165829145728643
Contig27106,5718,0,0.076,0
Contig27106,5728,0,0.019,0
