"Quant_Varia"	"contig_gene"	"start_gene"	"end_gene"	"Pst_Values"
"Contig21936_244_10967"	"Contig21936"	"244"	"10967"	0.351325839407013
"Contig21951_131_25410"	"Contig21951"	"131"	"25410"	0.214491738461423
"Contig21956_32451_43339"	"Contig21956"	"32451"	"43339"	0.122233940864009
"Contig21957_40856_49625"	"Contig21957"	"40856"	"49625"	0.00616199230054546
"Contig2196_9551_24071"	"Contig2196"	"9551"	"24071"	0.359239888631257
"Contig21964_5602_11190"	"Contig21964"	"5602"	"11190"	0.346459890665005
"Contig21974_44207_87861"	"Contig21974"	"44207"	"87861"	0.182251278626626
"Contig21974_48859_60264"	"Contig21974"	"48859"	"60264"	0.0166890711990512
"Contig21975_129_25040"	"Contig21975"	"129"	"25040"	0.391667239639947
"Contig21975_19062_35106"	"Contig21975"	"19062"	"35106"	0.687984328408688
"Contig21999_2810_20904"	"Contig21999"	"2810"	"20904"	0.466485636298949
"Contig22_30560_48470"	"Contig22"	"30560"	"48470"	0.224355237702343
"Contig22033_2277_16449"	"Contig22033"	"2277"	"16449"	0.435418867376097
"Contig22033_8432_18941"	"Contig22033"	"8432"	"18941"	0.104193847436444
"Contig22039_261_8575"	"Contig22039"	"261"	"8575"	0.0777953610127554
"Contig22041_69_4961"	"Contig22041"	"69"	"4961"	0.0766961287735259
"Contig22043_61_1182"	"Contig22043"	"61"	"1182"	0.499061571241247
"Contig22061_11860_24993"	"Contig22061"	"11860"	"24993"	0.391586430607747
"Contig22061_4052_32963"	"Contig22061"	"4052"	"32963"	0.684158721705931
"Contig2207_987_3607"	"Contig2207"	"987"	"3607"	0.0580583019855809
"Contig22083_2109_7694"	"Contig22083"	"2109"	"7694"	0.0984135080030543
"Contig22087_9545_37523"	"Contig22087"	"9545"	"37523"	0.360416270316196
"Contig22090_34860_70116"	"Contig22090"	"34860"	"70116"	0.0641883491065265
"Contig22092_4223_8042"	"Contig22092"	"4223"	"8042"	0.0441988991191661
"Contig22130_10282_23595"	"Contig22130"	"10282"	"23595"	0.366487808419751
"Contig22130_12118_25312"	"Contig22130"	"12118"	"25312"	0.346060464824161
"Contig22135_23049_24994"	"Contig22135"	"23049"	"24994"	0.00912146212760234
"Contig22138_460_21639"	"Contig22138"	"460"	"21639"	0.534192693545889
"Contig22140_2989_16187"	"Contig22140"	"2989"	"16187"	0.656364607315584
"Contig22140_37350_58432"	"Contig22140"	"37350"	"58432"	0.35782789066902
"Contig22141_14507_37918"	"Contig22141"	"14507"	"37918"	0.00710210875942537
"Contig22141_3428_20199"	"Contig22141"	"3428"	"20199"	0.344773397809383
"Contig22143_44_304"	"Contig22143"	"44"	"304"	0.713544028948205
"Contig22143_962_11217"	"Contig22143"	"962"	"11217"	0.00169729308205447
"Contig22147_48_25173"	"Contig22147"	"48"	"25173"	0.01437483322793
"Contig22161_15670_22945"	"Contig22161"	"15670"	"22945"	0.235523393196079
"Contig22186_4084_17782"	"Contig22186"	"4084"	"17782"	0.0662830217841289
"Contig2222_990_8377"	"Contig2222"	"990"	"8377"	0.748891350263779
"Contig22223_1747_28315"	"Contig22223"	"1747"	"28315"	0.157527994772389
"Contig2223_515_5671"	"Contig2223"	"515"	"5671"	0.910831545569701
"Contig22238_1183_28861"	"Contig22238"	"1183"	"28861"	0.190086708091207
"Contig22249_127_2193"	"Contig22249"	"127"	"2193"	0.0052634759244599
"Contig22257_395_2838"	"Contig22257"	"395"	"2838"	0.248289558334351
"Contig22263_591_19348"	"Contig22263"	"591"	"19348"	0.302152684018501
"Contig22276_1259_49565"	"Contig22276"	"1259"	"49565"	0.315316823187688
"Contig22277_325_15890"	"Contig22277"	"325"	"15890"	0.130728314277497
"Contig22293_10330_38146"	"Contig22293"	"10330"	"38146"	0.0018993453699062
"Contig223_14622_45233"	"Contig223"	"14622"	"45233"	0.436021879548029
"Contig22309_5113_27293"	"Contig22309"	"5113"	"27293"	0.45749839718746
"Contig22321_3721_12154"	"Contig22321"	"3721"	"12154"	0.327221027045115
"Contig22359_20085_37599"	"Contig22359"	"20085"	"37599"	0.142409568499748
"Contig22360_77202_93854"	"Contig22360"	"77202"	"93854"	0.0170691957642796
"Contig22363_3277_18749"	"Contig22363"	"3277"	"18749"	0.0188368371367675
"Contig22365_3805_4700"	"Contig22365"	"3805"	"4700"	0.38833853658121
"Contig22383_605_34926"	"Contig22383"	"605"	"34926"	0.5525558633041
"Contig224_29917_39257"	"Contig224"	"29917"	"39257"	0.516618783972379
"Contig22402_14784_42444"	"Contig22402"	"14784"	"42444"	0.432997841849755
"Contig22419_188_1689"	"Contig22419"	"188"	"1689"	0.0296202264912385
"Contig22433_5396_14774"	"Contig22433"	"5396"	"14774"	0.211931852403736
"Contig22459_10673_22267"	"Contig22459"	"10673"	"22267"	0.867060001567308
"Contig22469_1368_24478"	"Contig22469"	"1368"	"24478"	0.0164089583197867
"Contig22469_5925_17818"	"Contig22469"	"5925"	"17818"	0.0164089583197867
"Contig22486_3441_21823"	"Contig22486"	"3441"	"21823"	0.00646132802251561
"Contig22488_7246_10173"	"Contig22488"	"7246"	"10173"	0.520567153632971
"Contig22489_1743_11993"	"Contig22489"	"1743"	"11993"	0.134962339262442
"Contig22503_1180_2014"	"Contig22503"	"1180"	"2014"	0.440163963484455
"Contig22514_41745_59431"	"Contig22514"	"41745"	"59431"	0.0269030734965479
"Contig2254_152_10606"	"Contig2254"	"152"	"10606"	0.384752496862767
"Contig22541_309_12587"	"Contig22541"	"309"	"12587"	0.399360768780453
"Contig22543_4494_11052"	"Contig22543"	"4494"	"11052"	0.27173319618029
"Contig22548_1061_50013"	"Contig22548"	"1061"	"50013"	0.182787150444667
"Contig22549_3136_6653"	"Contig22549"	"3136"	"6653"	0.0377572151066933
"Contig22552_2153_6943"	"Contig22552"	"2153"	"6943"	0.0908577462614181
"Contig22553_12486_19509"	"Contig22553"	"12486"	"19509"	0.0118686546313409
"Contig22558_1754_50162"	"Contig22558"	"1754"	"50162"	1.22523493459868e-09
"Contig22561_34258_42823"	"Contig22561"	"34258"	"42823"	0.0473218152269396
"Contig22561_475_15823"	"Contig22561"	"475"	"15823"	0.485344160371235
"Contig22567_6651_15747"	"Contig22567"	"6651"	"15747"	0.692275698148941
"Contig22579_735_9194"	"Contig22579"	"735"	"9194"	0.715595111168163
"Contig2259_1276_5347"	"Contig2259"	"1276"	"5347"	0.0246274679914552
"Contig22598_8046_14987"	"Contig22598"	"8046"	"14987"	0.293251167004224
"Contig226_20265_24032"	"Contig226"	"20265"	"24032"	0.759538553766657
"Contig22604_613_12301"	"Contig22604"	"613"	"12301"	0.205454516735257
"Contig22606_440_10462"	"Contig22606"	"440"	"10462"	0.188371298949264
"Contig22608_210_1184"	"Contig22608"	"210"	"1184"	0.70852481135712
"Contig2261_204_9626"	"Contig2261"	"204"	"9626"	0.0058014154862564
"Contig226105_1273_3671"	"Contig226105"	"1273"	"3671"	0.551224858295569
"Contig22629_3273_20359"	"Contig22629"	"3273"	"20359"	0.401079426068883
"Contig22638_3974_21456"	"Contig22638"	"3974"	"21456"	0.103268237481455
"Contig22639_13188_13616"	"Contig22639"	"13188"	"13616"	0.31458858114434
"Contig22639_16103_17001"	"Contig22639"	"16103"	"17001"	0.614536611780966
"Contig22639_603_13110"	"Contig22639"	"603"	"13110"	0.0638528582209859
"Contig22654_108_40632"	"Contig22654"	"108"	"40632"	0.00200899165621954
"Contig22654_44847_47341"	"Contig22654"	"44847"	"47341"	0.425908816462231
"Contig22659_520_21883"	"Contig22659"	"520"	"21883"	0.00213575709508055
"Contig22660_647_9669"	"Contig22660"	"647"	"9669"	0.901192099905772
"Contig22666_2406_16657"	"Contig22666"	"2406"	"16657"	0.177995248432474
"Contig22669_1292_6730"	"Contig22669"	"1292"	"6730"	0.610784513869275
"Contig22670_1472_6427"	"Contig22670"	"1472"	"6427"	0.00193882779446168
"Contig22670_8189_12041"	"Contig22670"	"8189"	"12041"	0.312065273241457
"Contig2268_10004_37254"	"Contig2268"	"10004"	"37254"	0.00873586201170893
"Contig22684_15924_23841"	"Contig22684"	"15924"	"23841"	0.0789233310534653
"Contig22692_483_26199"	"Contig22692"	"483"	"26199"	0.0982811615502027
"Contig226964_257_1452"	"Contig226964"	"257"	"1452"	0.00315033546573322
"Contig22698_15313_19993"	"Contig22698"	"15313"	"19993"	0.4851994806145
"Contig22699_7821_16154"	"Contig22699"	"7821"	"16154"	0.461103688511279
"Contig227_8415_19683"	"Contig227"	"8415"	"19683"	0.835105951060229
"Contig22704_10721_35740"	"Contig22704"	"10721"	"35740"	0.573151971209788
"Contig22704_26720_40240"	"Contig22704"	"26720"	"40240"	0.0055587218362654
"Contig22705_57_6752"	"Contig22705"	"57"	"6752"	0.01319756593759
"Contig22706_53784_75582"	"Contig22706"	"53784"	"75582"	0.69509291958542
"Contig22748_258_14462"	"Contig22748"	"258"	"14462"	0.0037546060413868
"Contig22749_417_4947"	"Contig22749"	"417"	"4947"	0.0888589389069788
"Contig22750_1474_3105"	"Contig22750"	"1474"	"3105"	0.0688541598858772
"Contig22751_350_5273"	"Contig22751"	"350"	"5273"	0.0665329453604661
"Contig22753_20361_33001"	"Contig22753"	"20361"	"33001"	0.396805657921309
"Contig22753_9613_24337"	"Contig22753"	"9613"	"24337"	0.0196463055532883
"Contig22755_298_15994"	"Contig22755"	"298"	"15994"	0.0136014121105479
"Contig22757_10454_23624"	"Contig22757"	"10454"	"23624"	0.651600235604728
"Contig22758_1_9622"	"Contig22758"	"1"	"9622"	0.362981978934722
"Contig22762_307_3338"	"Contig22762"	"307"	"3338"	0.112519634101386
"Contig22770_10636_24083"	"Contig22770"	"10636"	"24083"	0.141413866557592
"Contig22772_477_8087"	"Contig22772"	"477"	"8087"	0.01734434266813
"Contig22778_16623_29558"	"Contig22778"	"16623"	"29558"	0.352915621995152
"Contig22790_17663_22282"	"Contig22790"	"17663"	"22282"	0.588386381954144
"Contig22790_18834_27195"	"Contig22790"	"18834"	"27195"	0.738794913570997
"Contig22790_37779_41363"	"Contig22790"	"37779"	"41363"	0.376025535593427
"Contig22791_31_1564"	"Contig22791"	"31"	"1564"	0.573112350145424
"Contig22797_49470_84377"	"Contig22797"	"49470"	"84377"	0.148254874221026
"Contig22814_107421_130584"	"Contig22814"	"107421"	"130584"	0.0733614448330362
"Contig22814_80061_105099"	"Contig22814"	"80061"	"105099"	0.148498246495223
"Contig22815_24875_52240"	"Contig22815"	"24875"	"52240"	0.232209802413211
"Contig22822_51558_72539"	"Contig22822"	"51558"	"72539"	0.00172576735209701
"Contig22830_14_4185"	"Contig22830"	"14"	"4185"	0.0360466540244107
"Contig22838_35144_52044"	"Contig22838"	"35144"	"52044"	0.769357725531977
"Contig22839_3774_11489"	"Contig22839"	"3774"	"11489"	0.194480466866019
"Contig22841_129_28939"	"Contig22841"	"129"	"28939"	0.339217324033636
"Contig22848_776_3913"	"Contig22848"	"776"	"3913"	0.425815480772619
"Contig22849_183_17676"	"Contig22849"	"183"	"17676"	0.54060795397115
"Contig22849_196_17575"	"Contig22849"	"196"	"17575"	0.54060795397115
"Contig22851_913_3014"	"Contig22851"	"913"	"3014"	0.00420757831507412
"Contig22867_26_645"	"Contig22867"	"26"	"645"	0.996699477229583
"Contig22883_803_20150"	"Contig22883"	"803"	"20150"	0.555452922263469
"Contig22900_14947_20395"	"Contig22900"	"14947"	"20395"	0.179009101096191
"Contig22900_1499_12402"	"Contig22900"	"1499"	"12402"	0.0976954467796214
"Contig22907_1454_21039"	"Contig22907"	"1454"	"21039"	0.331569578642498
"Contig22929_19_7465"	"Contig22929"	"19"	"7465"	0.0678020963762524
"Contig22933_1961_9491"	"Contig22933"	"1961"	"9491"	0.317304793624303
"Contig22935_2175_29795"	"Contig22935"	"2175"	"29795"	0.00153214963893628
"Contig22935_58354_72039"	"Contig22935"	"58354"	"72039"	0.342990670536875
"Contig22942_4273_47975"	"Contig22942"	"4273"	"47975"	0.47580895813658
"Contig22943_1441_9617"	"Contig22943"	"1441"	"9617"	0.0643733638187961
"Contig22954_410_58297"	"Contig22954"	"410"	"58297"	0.175411766392964
"Contig22957_17956_35750"	"Contig22957"	"17956"	"35750"	0.803238164260014
"Contig22963_27048_40778"	"Contig22963"	"27048"	"40778"	0.541392368273884
"Contig22963_455_18589"	"Contig22963"	"455"	"18589"	0.385673026996475
"Contig22966_2415_4274"	"Contig22966"	"2415"	"4274"	0.107869992860794
"Contig22966_4437_8191"	"Contig22966"	"4437"	"8191"	0.548942518456453
"Contig22968_562_4964"	"Contig22968"	"562"	"4964"	0.483219177833404
"Contig22992_5782_8333"	"Contig22992"	"5782"	"8333"	0.59538509232216
"Contig22998_45_9835"	"Contig22998"	"45"	"9835"	0.00286715750635045
"Contig23002_2576_28184"	"Contig23002"	"2576"	"28184"	0.0229553600219712
"Contig23003_4056_14593"	"Contig23003"	"4056"	"14593"	0.138139050173356
"Contig23006_887_16685"	"Contig23006"	"887"	"16685"	0.453245753126938
"Contig23007_736_4504"	"Contig23007"	"736"	"4504"	0.816511960590381
"Contig23014_725_19153"	"Contig23014"	"725"	"19153"	0.0919172188049523
"Contig23016_9720_16943"	"Contig23016"	"9720"	"16943"	0.27443172970037
"Contig23028_1582_25721"	"Contig23028"	"1582"	"25721"	0.357789765095146
"Contig23034_1400_24034"	"Contig23034"	"1400"	"24034"	0.38029073767618
"Contig23045_1418_18578"	"Contig23045"	"1418"	"18578"	0.254846981071041
"Contig23059_5006_20212"	"Contig23059"	"5006"	"20212"	0.24193855128758
"Contig23063_18963_20337"	"Contig23063"	"18963"	"20337"	0.329043805966364
"Contig23063_5165_14705"	"Contig23063"	"5165"	"14705"	0.15579036029552
"Contig23064_3_6456"	"Contig23064"	"3"	"6456"	0.224698491068789
"Contig23065_148_5330"	"Contig23065"	"148"	"5330"	0.301109557619578
"Contig2309_1_7291"	"Contig2309"	"1"	"7291"	0.413034713283761
"Contig23098_197_11836"	"Contig23098"	"197"	"11836"	0.0259242490410014
"Contig23108_4928_17727"	"Contig23108"	"4928"	"17727"	0.634357764760484
"Contig23108_643_4870"	"Contig23108"	"643"	"4870"	0.22657709884823
"Contig23109_321_4646"	"Contig23109"	"321"	"4646"	0.574457532163395
"Contig23136_5252_14000"	"Contig23136"	"5252"	"14000"	0.292868338760534
"Contig2315_4870_5462"	"Contig2315"	"4870"	"5462"	0.578213903049336
"Contig23163_21750_25174"	"Contig23163"	"21750"	"25174"	0.0816600844592471
"Contig23163_780_19423"	"Contig23163"	"780"	"19423"	0.605881467690063
"Contig23174_2864_6158"	"Contig23174"	"2864"	"6158"	0.0339905856877381
"Contig23174_30578_47941"	"Contig23174"	"30578"	"47941"	0.224321769802662
"Contig23175_3839_5266"	"Contig23175"	"3839"	"5266"	0.0750652300456952
"Contig232_2230_27043"	"Contig232"	"2230"	"27043"	0.78578724699059
"Contig232_2482_48468"	"Contig232"	"2482"	"48468"	0.786027368647739
"Contig232_58077_67360"	"Contig232"	"58077"	"67360"	0.0187508164396488
"Contig23208_17482_48918"	"Contig23208"	"17482"	"48918"	0.596620394819002
"Contig23209_213_643"	"Contig23209"	"213"	"643"	0.131501900168244
"Contig23230_4243_14518"	"Contig23230"	"4243"	"14518"	3.16211075025073e-05
"Contig23235_8324_26707"	"Contig23235"	"8324"	"26707"	0.17088208215971
"Contig23249_31_3918"	"Contig23249"	"31"	"3918"	0.387362869467754
"Contig23249_7370_12986"	"Contig23249"	"7370"	"12986"	0.191315385074449
"Contig23255_7591_10981"	"Contig23255"	"7591"	"10981"	0.0666547064437324
"Contig23274_2523_7909"	"Contig23274"	"2523"	"7909"	0.0565810904031876
"Contig233_9979_28613"	"Contig233"	"9979"	"28613"	0.0741450673336478
"Contig23332_2860_18219"	"Contig23332"	"2860"	"18219"	0.145658339031625
"Contig23342_9466_18884"	"Contig23342"	"9466"	"18884"	0.314600558772122
"Contig23352_9129_23218"	"Contig23352"	"9129"	"23218"	0.00272987364547531
"Contig23356_267_5983"	"Contig23356"	"267"	"5983"	0.834388019294834
"Contig23360_35913_58376"	"Contig23360"	"35913"	"58376"	0.581139726079271
"Contig23360_4128_23684"	"Contig23360"	"4128"	"23684"	0.605656302634893
"Contig23388_11365_42804"	"Contig23388"	"11365"	"42804"	0.308437361995782
"Contig23388_19795_29066"	"Contig23388"	"19795"	"29066"	0.643940759639583
"Contig23388_29456_43323"	"Contig23388"	"29456"	"43323"	0.0061240697261129
"Contig2341_2856_9647"	"Contig2341"	"2856"	"9647"	0.00042877348933695
"Contig23413_4419_17203"	"Contig23413"	"4419"	"17203"	0.991325982615323
"Contig23414_353_5446"	"Contig23414"	"353"	"5446"	0.175805353709357
"Contig23432_394_5523"	"Contig23432"	"394"	"5523"	0.139449257008161
"Contig23434_960_37958"	"Contig23434"	"960"	"37958"	0.0253726238168508
"Contig23448_430_5602"	"Contig23448"	"430"	"5602"	0.482428005022474
"Contig23458_21530_23726"	"Contig23458"	"21530"	"23726"	0.8159874357722
"Contig23468_9641_19740"	"Contig23468"	"9641"	"19740"	0.698027966891922
"Contig23469_136_5849"	"Contig23469"	"136"	"5849"	0.217222621527576
"Contig23481_10163_22568"	"Contig23481"	"10163"	"22568"	0.13067264438387
"Contig23485_12_36864"	"Contig23485"	"12"	"36864"	0.011182757615747
"Contig23492_1066_6722"	"Contig23492"	"1066"	"6722"	0.730928509863566
"Contig23492_11024_35047"	"Contig23492"	"11024"	"35047"	0.216565766226973
"Contig23502_21351_37028"	"Contig23502"	"21351"	"37028"	0.34192124625881
"Contig23508_6315_32213"	"Contig23508"	"6315"	"32213"	0.639268681141723
"Contig23508_89_1576"	"Contig23508"	"89"	"1576"	0.374900023457839
"Contig23520_248_7269"	"Contig23520"	"248"	"7269"	0.378143074743212
"Contig23533_19134_22388"	"Contig23533"	"19134"	"22388"	0.0128725733733755
"Contig23552_2852_8512"	"Contig23552"	"2852"	"8512"	0.291263926195385
"Contig23584_2638_28063"	"Contig23584"	"2638"	"28063"	0.207064251343446
"Contig23584_8974_26646"	"Contig23584"	"8974"	"26646"	0.207064251343446
"Contig23590_554_15467"	"Contig23590"	"554"	"15467"	0.526813302272074
"Contig23612_10326_21008"	"Contig23612"	"10326"	"21008"	0.0473605397814369
"Contig23612_20647_33639"	"Contig23612"	"20647"	"33639"	0.627235266095403
"Contig23615_46699_48884"	"Contig23615"	"46699"	"48884"	0.126593867138106
"Contig23630_12450_21114"	"Contig23630"	"12450"	"21114"	0.607856029268896
"Contig23630_17631_36529"	"Contig23630"	"17631"	"36529"	0.0552282362205082
"Contig23652_23_13876"	"Contig23652"	"23"	"13876"	0.055605020291026
"Contig23659_6_24889"	"Contig23659"	"6"	"24889"	0.618682595347968
"Contig23667_32184_57159"	"Contig23667"	"32184"	"57159"	0.569041408745614
"Contig23667_38633_45752"	"Contig23667"	"38633"	"45752"	0.569041408745614
"Contig23677_12111_26970"	"Contig23677"	"12111"	"26970"	0.00178953284007427
"Contig23677_2728_5071"	"Contig23677"	"2728"	"5071"	0.0999231008811112
"Contig23678_10616_40520"	"Contig23678"	"10616"	"40520"	0.226989319627513
"Contig23688_9234_43597"	"Contig23688"	"9234"	"43597"	0.226452638285274
"Contig23690_43_11369"	"Contig23690"	"43"	"11369"	0.0273540082147923
"Contig23693_62_19960"	"Contig23693"	"62"	"19960"	0.371925510445021
"Contig23693_8508_19726"	"Contig23693"	"8508"	"19726"	0.391978942550372
"Contig23698_1333_13080"	"Contig23698"	"1333"	"13080"	0.0377164381295634
"Contig23712_1153_15241"	"Contig23712"	"1153"	"15241"	0.154802919611787
"Contig23713_2905_13974"	"Contig23713"	"2905"	"13974"	0.090770871455185
"Contig23715_12238_22442"	"Contig23715"	"12238"	"22442"	0.260749158735778
"Contig23717_23139_37614"	"Contig23717"	"23139"	"37614"	0.156221111200879
"Contig23718_1366_20278"	"Contig23718"	"1366"	"20278"	0.000222230648411379
"Contig23719_5793_16938"	"Contig23719"	"5793"	"16938"	0.652313636706204
"Contig23720_1014_16967"	"Contig23720"	"1014"	"16967"	0.0536820080688531
"Contig23744_22_19075"	"Contig23744"	"22"	"19075"	0.572665140461342
"Contig2375_13_26762"	"Contig2375"	"13"	"26762"	0.0744904021067185
"Contig23800_858_30306"	"Contig23800"	"858"	"30306"	0.426879192444415
"Contig23813_11120_42910"	"Contig23813"	"11120"	"42910"	0.6794516287175
"Contig2382_512_5140"	"Contig2382"	"512"	"5140"	0.468540816272882
"Contig23820_152_2363"	"Contig23820"	"152"	"2363"	0.0880589683473116
"Contig23823_5368_12200"	"Contig23823"	"5368"	"12200"	0.413589680229625
"Contig23860_5426_23413"	"Contig23860"	"5426"	"23413"	0.749601700276078
"Contig23884_4321_5527"	"Contig23884"	"4321"	"5527"	0.869334530384115
"Contig23889_11782_16091"	"Contig23889"	"11782"	"16091"	0.21938865139567
"Contig2389_12539_15902"	"Contig2389"	"12539"	"15902"	0.383761700112091
"Contig239_70758_88909"	"Contig239"	"70758"	"88909"	0.672811995565315
"Contig23902_2847_5061"	"Contig23902"	"2847"	"5061"	0.497785351626534
"Contig23902_5715_12554"	"Contig23902"	"5715"	"12554"	0.049595111633389
"Contig2394_812_18917"	"Contig2394"	"812"	"18917"	0.215598767471524
"Contig23978_81029_88821"	"Contig23978"	"81029"	"88821"	0.0819586839377895
"Contig23979_5407_21621"	"Contig23979"	"5407"	"21621"	0.195248863406192
"Contig2398_3948_13798"	"Contig2398"	"3948"	"13798"	0.183039035826468
"Contig23997_111_15440"	"Contig23997"	"111"	"15440"	0.198714353060783
"Contig24017_929_15351"	"Contig24017"	"929"	"15351"	0.170730823805452
"Contig24022_11371_21331"	"Contig24022"	"11371"	"21331"	0.0368050960592993
"Contig24022_237_11266"	"Contig24022"	"237"	"11266"	5.12091405899868e-07
"Contig24043_4748_10288"	"Contig24043"	"4748"	"10288"	0.00646038297722517
"Contig24055_18962_22587"	"Contig24055"	"18962"	"22587"	0.416368386615872
"Contig24055_197_13256"	"Contig24055"	"197"	"13256"	0.00169919754996539
"Contig24055_22911_40833"	"Contig24055"	"22911"	"40833"	0.0241742397991108
"Contig24061_1727_20418"	"Contig24061"	"1727"	"20418"	0.325681783591075
"Contig24092_369_7356"	"Contig24092"	"369"	"7356"	0.392309713678234
"Contig24097_7113_16767"	"Contig24097"	"7113"	"16767"	0.00756600056185423
"Contig241_19297_29344"	"Contig241"	"19297"	"29344"	0.663025545916167
"Contig24116_2755_14764"	"Contig24116"	"2755"	"14764"	0.0852676948253751
"Contig24120_3788_10375"	"Contig24120"	"3788"	"10375"	0.019097393742697
"Contig24121_18197_29007"	"Contig24121"	"18197"	"29007"	0.0372549859954716
"Contig24132_33757_44915"	"Contig24132"	"33757"	"44915"	0.670138366484078
"Contig24178_38058_41870"	"Contig24178"	"38058"	"41870"	0.284207911144227
"Contig24191_8517_17772"	"Contig24191"	"8517"	"17772"	0.402462641553613
"Contig24201_2278_8815"	"Contig24201"	"2278"	"8815"	0.00071228784126943
"Contig24202_1175_14019"	"Contig24202"	"1175"	"14019"	0.830112477844972
"Contig24215_399_22737"	"Contig24215"	"399"	"22737"	0.179518161093687
"Contig24235_37_7402"	"Contig24235"	"37"	"7402"	0.010328738602997
"Contig24242_723_18545"	"Contig24242"	"723"	"18545"	0.530281424285676
"Contig24293_1218_23923"	"Contig24293"	"1218"	"23923"	0.00296194210026658
"Contig24299_75_2435"	"Contig24299"	"75"	"2435"	0.000607788800298958
"Contig24326_12871_42999"	"Contig24326"	"12871"	"42999"	0.547326872847809
"Contig24326_20828_40940"	"Contig24326"	"20828"	"40940"	0.599021627131234
"Contig24328_11957_20354"	"Contig24328"	"11957"	"20354"	0.221246006133283
"Contig24328_852_2562"	"Contig24328"	"852"	"2562"	0.0313344435024614
"Contig24340_18117_31117"	"Contig24340"	"18117"	"31117"	0.715465146875297
"Contig24340_286_10256"	"Contig24340"	"286"	"10256"	0.290167660636464
"Contig24345_1226_21029"	"Contig24345"	"1226"	"21029"	0.0663631158767732
"Contig24348_234_11583"	"Contig24348"	"234"	"11583"	0.202458373871346
"Contig24348_24282_26569"	"Contig24348"	"24282"	"26569"	0.921282244135695
"Contig24375_47651_56603"	"Contig24375"	"47651"	"56603"	0.767762630202987
"Contig24377_12026_46456"	"Contig24377"	"12026"	"46456"	0.121514358323007
"Contig24387_7190_11335"	"Contig24387"	"7190"	"11335"	0.0553291126485097
"Contig24396_4131_29614"	"Contig24396"	"4131"	"29614"	0.0350986216082322
"Contig24408_23980_37584"	"Contig24408"	"23980"	"37584"	0.00871935853099098
"Contig24409_2607_9101"	"Contig24409"	"2607"	"9101"	0.32275256402385
"Contig24420_5693_14226"	"Contig24420"	"5693"	"14226"	0.132866156994086
"Contig24429_4399_18692"	"Contig24429"	"4399"	"18692"	0.116976406775947
"Contig24450_31643_57470"	"Contig24450"	"31643"	"57470"	0.0861342287575746
"Contig24451_318_19807"	"Contig24451"	"318"	"19807"	0.482555699183762
"Contig24465_5629_14395"	"Contig24465"	"5629"	"14395"	0.278957264321042
"Contig24471_12419_23854"	"Contig24471"	"12419"	"23854"	0.0814199879554334
"Contig24471_28794_31653"	"Contig24471"	"28794"	"31653"	0.400919498526676
"Contig24479_39_1357"	"Contig24479"	"39"	"1357"	0.781662535365368
"Contig2448_11379_15926"	"Contig2448"	"11379"	"15926"	0.0885691700310043
"Contig24481_2550_9128"	"Contig24481"	"2550"	"9128"	2.37255667263046e-06
"Contig24482_3932_7653"	"Contig24482"	"3932"	"7653"	0.361228644538208
"Contig24520_15855_33443"	"Contig24520"	"15855"	"33443"	0.317030129612052
"Contig24543_1601_26123"	"Contig24543"	"1601"	"26123"	0.0657035627121094
"Contig24553_3134_47415"	"Contig24553"	"3134"	"47415"	0.115159901768058
"Contig2456_34957_36720"	"Contig2456"	"34957"	"36720"	0.82038169729999
"Contig24566_12461_35431"	"Contig24566"	"12461"	"35431"	0.774710420690063
"Contig24566_5670_23711"	"Contig24566"	"5670"	"23711"	0.721411231254412
"Contig24575_19752_48750"	"Contig24575"	"19752"	"48750"	0.00433605483874244
"Contig24576_8227_8580"	"Contig24576"	"8227"	"8580"	0.66296784256667
"Contig24587_693_7626"	"Contig24587"	"693"	"7626"	0.0134409888572303
"Contig24588_268_22568"	"Contig24588"	"268"	"22568"	0.0887490026484601
"Contig2459_5240_17832"	"Contig2459"	"5240"	"17832"	0.219929487366639
"Contig24612_1836_18801"	"Contig24612"	"1836"	"18801"	0.796992571099613
"Contig24615_3050_23170"	"Contig24615"	"3050"	"23170"	0.645784284606886
"Contig24615_9390_23344"	"Contig24615"	"9390"	"23344"	0.645784284606886
"Contig2462_29_5012"	"Contig2462"	"29"	"5012"	0.448190065092971
"Contig2462_3743_9872"	"Contig2462"	"3743"	"9872"	0.332099341191655
"Contig24625_11194_15775"	"Contig24625"	"11194"	"15775"	0.546472661475667
"Contig24629_766_8164"	"Contig24629"	"766"	"8164"	0.545030494122235
"Contig24637_1462_30617"	"Contig24637"	"1462"	"30617"	0.773329770847617
"Contig24641_3273_33855"	"Contig24641"	"3273"	"33855"	0.534632763185398
"Contig24654_20125_27991"	"Contig24654"	"20125"	"27991"	0.110511779887589
"Contig24665_1420_12033"	"Contig24665"	"1420"	"12033"	0.488483956303539
"Contig24672_1083_6083"	"Contig24672"	"1083"	"6083"	0.0258247960607643
"Contig24675_1_14650"	"Contig24675"	"1"	"14650"	0.20282461133069
"Contig24693_4452_13381"	"Contig24693"	"4452"	"13381"	0.591524751310554
"Contig247_15309_22297"	"Contig247"	"15309"	"22297"	0.289719813051915
"Contig24703_10172_20731"	"Contig24703"	"10172"	"20731"	0.592820563572336
"Contig24722_15433_20724"	"Contig24722"	"15433"	"20724"	0.010588824430326
"Contig24722_3960_10460"	"Contig24722"	"3960"	"10460"	0.0162536711258924
