"Quant_Varia"	"contig_gene"	"start_gene_2kb"	"end_gene_2kb"	"Pst_Values"
"Contig22721_19520_24649"	"Contig22721"	"19520"	"24649"	0.337238551063063
"Contig22751_1_7027"	"Contig22751"	"1"	"7027"	0.162533819999308
"Contig22753_18361_33600"	"Contig22753"	"18361"	"33600"	0.0252642006458921
"Contig22753_7613_26337"	"Contig22753"	"7613"	"26337"	0.0252642006458921
"Contig22757_8454_25624"	"Contig22757"	"8454"	"25624"	0.163649358926684
"Contig22758_1_10061"	"Contig22758"	"1"	"10061"	0.0302490259954332
"Contig22770_8636_25014"	"Contig22770"	"8636"	"25014"	0.107620127628519
"Contig22772_1_9180"	"Contig22772"	"1"	"9180"	0.561383967346609
"Contig22778_14623_31558"	"Contig22778"	"14623"	"31558"	0.539982794043915
"Contig22790_15663_24282"	"Contig22790"	"15663"	"24282"	0.462963973523797
"Contig22790_16834_29195"	"Contig22790"	"16834"	"29195"	0.462963973523797
"Contig22791_1_2221"	"Contig22791"	"1"	"2221"	0.767565235515404
"Contig22797_47470_86377"	"Contig22797"	"47470"	"86377"	0.172017376459322
"Contig22814_105421_132584"	"Contig22814"	"105421"	"132584"	0.389551119020049
"Contig22815_22875_54240"	"Contig22815"	"22875"	"54240"	0.622557952261227
"Contig22841_1_29171"	"Contig22841"	"1"	"29171"	0.162548362716707
"Contig22851_1_5014"	"Contig22851"	"1"	"5014"	0.839151468115761
"Contig22883_1_22150"	"Contig22883"	"1"	"22150"	0.084031162284376
"Contig22900_1_14402"	"Contig22900"	"1"	"14402"	0.395150114624031
"Contig22900_12947_22395"	"Contig22900"	"12947"	"22395"	0.391933990357986
"Contig22907_1_23039"	"Contig22907"	"1"	"23039"	0.509313683241715
"Contig22929_1_9465"	"Contig22929"	"1"	"9465"	0.221105568110916
"Contig22933_1_11491"	"Contig22933"	"1"	"11491"	0.557298354613992
"Contig22935_175_31795"	"Contig22935"	"175"	"31795"	0.720971280713684
"Contig22935_56354_72551"	"Contig22935"	"56354"	"72551"	0.18060347201829
"Contig22942_2273_48927"	"Contig22942"	"2273"	"48927"	0.0230287677963557
"Contig22943_1_11203"	"Contig22943"	"1"	"11203"	0.577593003796092
"Contig22963_1_20589"	"Contig22963"	"1"	"20589"	0.173472088262873
"Contig22963_25048_42778"	"Contig22963"	"25048"	"42778"	0.51082630743534
"Contig22968_1_5705"	"Contig22968"	"1"	"5705"	0.180992256919435
"Contig22992_3782_9646"	"Contig22992"	"3782"	"9646"	0.156339165470179
"Contig22998_1_11835"	"Contig22998"	"1"	"11835"	0.61005024718426
"Contig23003_2056_16593"	"Contig23003"	"2056"	"16593"	0.0305591362701225
"Contig23006_1_18685"	"Contig23006"	"1"	"18685"	0.124925198166015
"Contig23034_1_24487"	"Contig23034"	"1"	"24487"	0.610712989885433
"Contig23059_3006_22212"	"Contig23059"	"3006"	"22212"	0.0454147642040836
"Contig23063_16963_20868"	"Contig23063"	"16963"	"20868"	0.0439800022084837
"Contig23063_3165_16705"	"Contig23063"	"3165"	"16705"	0.308955576335857
"Contig23064_1_7590"	"Contig23064"	"1"	"7590"	0.00311874476894113
"Contig23065_1_5594"	"Contig23065"	"1"	"5594"	0.335032351354552
"Contig23098_1_12399"	"Contig23098"	"1"	"12399"	0.02022698173355
"Contig23108_2928_18632"	"Contig23108"	"2928"	"18632"	0.308149013665917
"Contig23109_1_6646"	"Contig23109"	"1"	"6646"	0.666869444782617
"Contig23136_3252_14107"	"Contig23136"	"3252"	"14107"	0.418032943740936
"Contig23174_28578_49941"	"Contig23174"	"28578"	"49941"	0.168406985920774
"Contig23175_1839_7266"	"Contig23175"	"1839"	"7266"	0.1070647434485
"Contig232_230_29043"	"Contig232"	"230"	"29043"	0.138710005809251
"Contig232_482_50468"	"Contig232"	"482"	"50468"	0.138710005809251
"Contig232_56077_69360"	"Contig232"	"56077"	"69360"	0.0590053327908558
"Contig23208_15482_48918"	"Contig23208"	"15482"	"48918"	0.00087861623644656
"Contig23235_6324_26972"	"Contig23235"	"6324"	"26972"	0.397967901405856
"Contig23249_1_5918"	"Contig23249"	"1"	"5918"	0.421183756107006
"Contig23249_3317_8204"	"Contig23249"	"3317"	"8204"	0.243192710337094
"Contig23249_5370_14986"	"Contig23249"	"5370"	"14986"	0.518245848598744
"Contig23274_523_9909"	"Contig23274"	"523"	"9909"	0.534982343973302
"Contig23332_860_19137"	"Contig23332"	"860"	"19137"	0.752260576217119
"Contig23342_7466_19075"	"Contig23342"	"7466"	"19075"	0.163138220881318
"Contig23352_2328_14718"	"Contig23352"	"2328"	"14718"	0.244972352301015
"Contig23352_7129_23218"	"Contig23352"	"7129"	"23218"	0.244972352301015
"Contig23360_2128_25684"	"Contig23360"	"2128"	"25684"	0.0867440246154101
"Contig2341_856_11647"	"Contig2341"	"856"	"11647"	0.00423075704267759
"Contig23414_1_5896"	"Contig23414"	"1"	"5896"	0.879874577393672
"Contig23432_1_6865"	"Contig23432"	"1"	"6865"	0.0268110928223151
"Contig23468_7641_21740"	"Contig23468"	"7641"	"21740"	0.012324849229
"Contig23481_8163_22747"	"Contig23481"	"8163"	"22747"	0.677859750694764
"Contig23485_1_38864"	"Contig23485"	"1"	"38864"	0.500884779400195
"Contig23492_1_8722"	"Contig23492"	"1"	"8722"	0.100699566609297
"Contig23492_9024_36612"	"Contig23492"	"9024"	"36612"	0.104402735390542
"Contig23502_19351_37837"	"Contig23502"	"19351"	"37837"	0.000544908764294564
"Contig23508_1_3576"	"Contig23508"	"1"	"3576"	0.689065618563772
"Contig23508_4315_34213"	"Contig23508"	"4315"	"34213"	0.265935651457874
"Contig23552_852_10512"	"Contig23552"	"852"	"10512"	0.00609363946145245
"Contig23584_638_30063"	"Contig23584"	"638"	"30063"	0.144894307568636
"Contig23584_6974_28646"	"Contig23584"	"6974"	"28646"	0.144894307568636
"Contig23590_1_15494"	"Contig23590"	"1"	"15494"	0.510059276109179
"Contig23612_18647_33782"	"Contig23612"	"18647"	"33782"	0.791709622596653
"Contig23612_8326_23008"	"Contig23612"	"8326"	"23008"	0.811253001061274
"Contig23615_44699_49541"	"Contig23615"	"44699"	"49541"	0.33510751428935
"Contig23630_10450_23114"	"Contig23630"	"10450"	"23114"	0.22934894800418
"Contig23630_15631_38529"	"Contig23630"	"15631"	"38529"	8.89443321005262e-05
"Contig23652_1_14072"	"Contig23652"	"1"	"14072"	0.511179367925803
"Contig23659_1_26889"	"Contig23659"	"1"	"26889"	0.660834191611381
"Contig23678_8616_42520"	"Contig23678"	"8616"	"42520"	0.0185845436765269
"Contig23698_1_13800"	"Contig23698"	"1"	"13800"	0.702595598799669
"Contig23715_10238_22745"	"Contig23715"	"10238"	"22745"	0.0152160346186538
"Contig23718_1_22108"	"Contig23718"	"1"	"22108"	0.541800009541739
"Contig23720_1_17897"	"Contig23720"	"1"	"17897"	0.631065658216681
"Contig2375_1_28762"	"Contig2375"	"1"	"28762"	0.0145371087069126
"Contig23800_1_30388"	"Contig23800"	"1"	"30388"	0.613189418303221
"Contig2382_1_7140"	"Contig2382"	"1"	"7140"	0.0227938573560314
"Contig23820_1_2967"	"Contig23820"	"1"	"2967"	0.402481274953633
"Contig23823_3368_14200"	"Contig23823"	"3368"	"14200"	0.657806597633953
"Contig23884_2321_7527"	"Contig23884"	"2321"	"7527"	0.828270010121325
"Contig23889_9782_16449"	"Contig23889"	"9782"	"16449"	0.00251958147774626
"Contig23902_3715_14437"	"Contig23902"	"3715"	"14437"	0.18622092376782
"Contig23902_847_7061"	"Contig23902"	"847"	"7061"	0.304104580943143
"Contig2393_1883_11969"	"Contig2393"	"1883"	"11969"	0.650340679497637
"Contig23997_1_17440"	"Contig23997"	"1"	"17440"	0.0312367973360167
"Contig24017_1_17351"	"Contig24017"	"1"	"17351"	0.0110447774863023
"Contig24022_1_13266"	"Contig24022"	"1"	"13266"	0.0977162488984191
"Contig24022_9371_23331"	"Contig24022"	"9371"	"23331"	0.511544430899371
"Contig24043_2748_11940"	"Contig24043"	"2748"	"11940"	0.303258996549694
"Contig24055_1_15256"	"Contig24055"	"1"	"15256"	0.0959072733650535
"Contig24055_16962_24587"	"Contig24055"	"16962"	"24587"	0.433821937353513
"Contig24061_1_22418"	"Contig24061"	"1"	"22418"	0.0780881136168756
"Contig24092_1_9356"	"Contig24092"	"1"	"9356"	0.132444182827755
"Contig241_17297_31344"	"Contig241"	"17297"	"31344"	0.370566892021895
"Contig24116_755_14850"	"Contig24116"	"755"	"14850"	0.0685583520539267
"Contig24120_1788_12375"	"Contig24120"	"1788"	"12375"	0.603868701033359
"Contig24121_16197_31007"	"Contig24121"	"16197"	"31007"	0.537133233255412
"Contig24178_36058_42425"	"Contig24178"	"36058"	"42425"	0.295952118415143
"Contig24215_1_23421"	"Contig24215"	"1"	"23421"	0.176919725771806
"Contig24215_13758_23108"	"Contig24215"	"13758"	"23108"	0.533235713550689
"Contig24235_1_9402"	"Contig24235"	"1"	"9402"	0.39622641509434
"Contig24263_3453_14917"	"Contig24263"	"3453"	"14917"	0.15215727560201
"Contig24293_1_25923"	"Contig24293"	"1"	"25923"	0.82573006828677
"Contig24299_1_4067"	"Contig24299"	"1"	"4067"	0.0846476922038325
"Contig24301_381_4787"	"Contig24301"	"381"	"4787"	0.683194555883429
"Contig24326_10871_44999"	"Contig24326"	"10871"	"44999"	0.024379391139085
"Contig24326_18828_42940"	"Contig24326"	"18828"	"42940"	0.024379391139085
"Contig24328_1_4562"	"Contig24328"	"1"	"4562"	0.161483884621392
"Contig24340_1_12256"	"Contig24340"	"1"	"12256"	0.440407437931184
"Contig24345_1_23029"	"Contig24345"	"1"	"23029"	0.503464978906074
"Contig24375_1_25755"	"Contig24375"	"1"	"25755"	0.201722630061781
"Contig24377_10026_48456"	"Contig24377"	"10026"	"48456"	0.00138141970259697
"Contig24387_5190_13335"	"Contig24387"	"5190"	"13335"	0.0265684742142652
"Contig24408_21980_39584"	"Contig24408"	"21980"	"39584"	0.335823049616705
"Contig24420_3693_16226"	"Contig24420"	"3693"	"16226"	0.25029108966937
"Contig24429_2399_20384"	"Contig24429"	"2399"	"20384"	0.464522763321358
"Contig24450_29643_59470"	"Contig24450"	"29643"	"59470"	0.724505991011154
"Contig24451_1_21807"	"Contig24451"	"1"	"21807"	0.296550231735235
"Contig24465_3629_14405"	"Contig24465"	"3629"	"14405"	0.504663847968029
"Contig24471_10419_25854"	"Contig24471"	"10419"	"25854"	0.0820733154236611
"Contig24471_26794_33008"	"Contig24471"	"26794"	"33008"	0.0784990288535473
"Contig24479_1_3357"	"Contig24479"	"1"	"3357"	0.0787802186509394
"Contig24520_13855_35443"	"Contig24520"	"13855"	"35443"	0.0151620255035355
"Contig24530_844_28166"	"Contig24530"	"844"	"28166"	0.0119549787725778
"Contig24543_1_28123"	"Contig24543"	"1"	"28123"	0.0808144565196094
"Contig24553_1134_48205"	"Contig24553"	"1134"	"48205"	0.37035109527914
"Contig2456_32957_37121"	"Contig2456"	"32957"	"37121"	0.320338648323423
"Contig24566_10461_37431"	"Contig24566"	"10461"	"37431"	0.00833106870817356
"Contig24576_6227_8659"	"Contig24576"	"6227"	"8659"	0.0115734958525561
"Contig24587_1_9626"	"Contig24587"	"1"	"9626"	0.0395456782333762
"Contig24588_1_22691"	"Contig24588"	"1"	"22691"	0.173840058722883
"Contig24596_13406_46472"	"Contig24596"	"13406"	"46472"	0.0940675231540978
"Contig24596_6704_47745"	"Contig24596"	"6704"	"47745"	0.0940675231540978
"Contig24612_1_20801"	"Contig24612"	"1"	"20801"	0.385017307101871
"Contig2462_1_7012"	"Contig2462"	"1"	"7012"	0.00526166371933894
"Contig2462_1743_10445"	"Contig2462"	"1743"	"10445"	0.014461938114267
"Contig24625_9194_17775"	"Contig24625"	"9194"	"17775"	0.00269171842842363
"Contig24629_1_10164"	"Contig24629"	"1"	"10164"	0.0753340536576532
"Contig24637_1_32617"	"Contig24637"	"1"	"32617"	0.012436133805015
"Contig24654_18125_29991"	"Contig24654"	"18125"	"29991"	0.602221055047604
"Contig24665_1_14033"	"Contig24665"	"1"	"14033"	0.137157091237732
"Contig24672_1_8083"	"Contig24672"	"1"	"8083"	0.0197429495675411
"Contig24673_5437_9515"	"Contig24673"	"5437"	"9515"	0.035060750740719
"Contig24693_2452_15381"	"Contig24693"	"2452"	"15381"	0.341051670666079
"Contig247_13309_24297"	"Contig247"	"13309"	"24297"	0.397595374404613
"Contig247_8498_18824"	"Contig247"	"8498"	"18824"	0.397595374404613
"Contig24703_8172_22731"	"Contig24703"	"8172"	"22731"	0.344561260771274
"Contig24722_13433_22724"	"Contig24722"	"13433"	"22724"	0.564929761888467
"Contig24745_1_21182"	"Contig24745"	"1"	"21182"	0.360409493804082
"Contig24745_17400_35588"	"Contig24745"	"17400"	"35588"	0.609312492150559
"Contig24745_32281_44112"	"Contig24745"	"32281"	"44112"	0.180041054517271
"Contig24773_3357_21458"	"Contig24773"	"3357"	"21458"	0.237649156922427
"Contig24776_1636_30166"	"Contig24776"	"1636"	"30166"	0.537284148891972
"Contig24781_363_54811"	"Contig24781"	"363"	"54811"	0.0668406143257487
"Contig24782_1_11301"	"Contig24782"	"1"	"11301"	0.343883951269943
"Contig24784_23559_53353"	"Contig24784"	"23559"	"53353"	0.00486329566190509
"Contig24784_28476_57043"	"Contig24784"	"28476"	"57043"	0.00486329566190509
"Contig24791_7341_51957"	"Contig24791"	"7341"	"51957"	0.605464091745813
"Contig248_1044_27069"	"Contig248"	"1044"	"27069"	0.526074247320451
"Contig2482_1_6418"	"Contig2482"	"1"	"6418"	0.9370347313213
"Contig2482_3754_10864"	"Contig2482"	"3754"	"10864"	0.9370347313213
"Contig24831_1_28329"	"Contig24831"	"1"	"28329"	0.663243732941705
"Contig24838_1911_17770"	"Contig24838"	"1911"	"17770"	0.0913201146271338
"Contig24864_1_33589"	"Contig24864"	"1"	"33589"	0.0840080117965778
"Contig24867_63_31952"	"Contig24867"	"63"	"31952"	0.0408782924356862
"Contig24869_12882_37083"	"Contig24869"	"12882"	"37083"	0.553119864592697
"Contig2490_9629_19745"	"Contig2490"	"9629"	"19745"	0.392551789395424
"Contig24918_1_25842"	"Contig24918"	"1"	"25842"	0.0501251779865929
"Contig24918_30001_63454"	"Contig24918"	"30001"	"63454"	0.0807035397311654
"Contig24928_1_20349"	"Contig24928"	"1"	"20349"	0.000223035654909239
"Contig24929_1_13543"	"Contig24929"	"1"	"13543"	0.314976519951245
"Contig24943_27746_60732"	"Contig24943"	"27746"	"60732"	0.31212465298555
"Contig2497_682_15358"	"Contig2497"	"682"	"15358"	0.610649528580472
"Contig24984_1_20277"	"Contig24984"	"1"	"20277"	0.489226421536774
"Contig24984_4913_30781"	"Contig24984"	"4913"	"30781"	0.489226421536774
"Contig25015_825_29264"	"Contig25015"	"825"	"29264"	0.446957470506672
"Contig25040_1_29810"	"Contig25040"	"1"	"29810"	0.594189277041654
"Contig25082_1_6658"	"Contig25082"	"1"	"6658"	0.0177813681992112
"Contig251_8614_24162"	"Contig251"	"8614"	"24162"	0.152937807302765
"Contig25100_33881_51122"	"Contig25100"	"33881"	"51122"	0.607456849183631
"Contig25104_6812_31770"	"Contig25104"	"6812"	"31770"	0.123484029640242
"Contig25106_4574_13564"	"Contig25106"	"4574"	"13564"	0.332207426787981
"Contig25108_6125_27455"	"Contig25108"	"6125"	"27455"	0.0246306590922162
"Contig25123_8348_29721"	"Contig25123"	"8348"	"29721"	0.203034642553779
"Contig25135_1_10869"	"Contig25135"	"1"	"10869"	0.606794443813406
"Contig2514_7301_13741"	"Contig2514"	"7301"	"13741"	0.116144142231743
"Contig25155_14897_55971"	"Contig25155"	"14897"	"55971"	0.109351094452607
"Contig25174_18618_26748"	"Contig25174"	"18618"	"26748"	0.0659392700479032
"Contig25192_554_11953"	"Contig25192"	"554"	"11953"	0.110034908723882
"Contig25203_12812_44122"	"Contig25203"	"12812"	"44122"	0.00525409818547852
"Contig2521_1_27733"	"Contig2521"	"1"	"27733"	0.299177631904649
"Contig2525_1_15282"	"Contig2525"	"1"	"15282"	0.31528073714895
"Contig2525_1_22506"	"Contig2525"	"1"	"22506"	0.31528073714895
"Contig25333_1_9268"	"Contig25333"	"1"	"9268"	0.49488059591526
"Contig25333_6097_9268"	"Contig25333"	"6097"	"9268"	0.563026734920577
"Contig25351_23101_29721"	"Contig25351"	"23101"	"29721"	0.27065758782441
"Contig25351_6446_21830"	"Contig25351"	"6446"	"21830"	0.00176975989084228
"Contig25354_1_10525"	"Contig25354"	"1"	"10525"	0.223527691314273
"Contig25389_135_9305"	"Contig25389"	"135"	"9305"	0.670787645537826
"Contig25418_1_15704"	"Contig25418"	"1"	"15704"	0.361970636957079
"Contig25424_1_7469"	"Contig25424"	"1"	"7469"	0.688541951353055
"Contig25424_14593_42138"	"Contig25424"	"14593"	"42138"	0.159621936145948
"Contig25426_1_24923"	"Contig25426"	"1"	"24923"	0.0160791488111066
"Contig25426_21532_36893"	"Contig25426"	"21532"	"36893"	0.278255685205689
"Contig25452_35106_57109"	"Contig25452"	"35106"	"57109"	0.164602722478027
"Contig25466_231_34547"	"Contig25466"	"231"	"34547"	0.497942634796062
"Contig25479_1_10722"	"Contig25479"	"1"	"10722"	0.0223531615774757
"Contig25479_11198_35590"	"Contig25479"	"11198"	"35590"	0.0919240205349297
"Contig25487_22406_38429"	"Contig25487"	"22406"	"38429"	0.194688751448099
"Contig25496_3474_25642"	"Contig25496"	"3474"	"25642"	0.363497400810765
"Contig25496_497_35886"	"Contig25496"	"497"	"35886"	0.363497400810765
"Contig25498_1_14446"	"Contig25498"	"1"	"14446"	0.282678690614429
"Contig25558_1_12264"	"Contig25558"	"1"	"12264"	0.937778880156278
"Contig25569_10836_21863"	"Contig25569"	"10836"	"21863"	0.390393873651453
"Contig256_1_15471"	"Contig256"	"1"	"15471"	0.493314108019192
"Contig25616_4867_12626"	"Contig25616"	"4867"	"12626"	0.54690391367108
"Contig25623_2264_6572"	"Contig25623"	"2264"	"6572"	0.596417100249371
"Contig2564_1_7494"	"Contig2564"	"1"	"7494"	0.107881308980709
"Contig25646_1_24132"	"Contig25646"	"1"	"24132"	0.6608801579401
"Contig25651_8147_18818"	"Contig25651"	"8147"	"18818"	0.475947700688794
"Contig25673_24668_37138"	"Contig25673"	"24668"	"37138"	0.081809972652064
"Contig25694_1_15803"	"Contig25694"	"1"	"15803"	0.0312416023457397
"Contig2572_1_23908"	"Contig2572"	"1"	"23908"	0.285132592045548
"Contig25720_11866_16868"	"Contig25720"	"11866"	"16868"	0.325835331458334
"Contig2575_4427_16428"	"Contig2575"	"4427"	"16428"	0.162465941751303
"Contig25774_1_26278"	"Contig25774"	"1"	"26278"	0.0484105582640096
"Contig25774_1_40702"	"Contig25774"	"1"	"40702"	0.0484105582640096
"Contig25777_24899_36550"	"Contig25777"	"24899"	"36550"	0.492407710427684
"Contig25780_1_18728"	"Contig25780"	"1"	"18728"	0.193279671508546
"Contig2579_3063_12059"	"Contig2579"	"3063"	"12059"	0.577131632733081
"Contig25795_9915_22339"	"Contig25795"	"9915"	"22339"	0.0109018829162915
"Contig25812_15668_34686"	"Contig25812"	"15668"	"34686"	0.789192611316167
"Contig25818_2107_25769"	"Contig25818"	"2107"	"25769"	0.0995616132402415
"Contig25825_6820_26064"	"Contig25825"	"6820"	"26064"	0.140961057288124
"Contig25837_1_14247"	"Contig25837"	"1"	"14247"	6.62874113149022e-06
"Contig25839_1_22709"	"Contig25839"	"1"	"22709"	0.604485507275616
"Contig25858_1_25599"	"Contig25858"	"1"	"25599"	0.104868372318871
"Contig25858_5059_25900"	"Contig25858"	"5059"	"25900"	0.104868372318871
"Contig25867_1_11879"	"Contig25867"	"1"	"11879"	0.744029325106572
"Contig25867_11741_36937"	"Contig25867"	"11741"	"36937"	0.664248715914798
"Contig25867_7236_14307"	"Contig25867"	"7236"	"14307"	0.744029325106572
"Contig25869_16745_36021"	"Contig25869"	"16745"	"36021"	0.011437003882051
"Contig25874_1_4458"	"Contig25874"	"1"	"4458"	0.336323732437336
"Contig25878_1_2757"	"Contig25878"	"1"	"2757"	0.0358884237892457
"Contig25882_1_7828"	"Contig25882"	"1"	"7828"	0.40891666299299
"Contig25888_27416_43022"	"Contig25888"	"27416"	"43022"	0.295938297251493
"Contig25890_1_8443"	"Contig25890"	"1"	"8443"	0.257880928120151
"Contig25896_2628_10659"	"Contig25896"	"2628"	"10659"	0.719425054760859
"Contig25910_47661_71452"	"Contig25910"	"47661"	"71452"	0.168296289671689
"Contig25910_910_24738"	"Contig25910"	"910"	"24738"	0.0479747445733857
"Contig25943_1_6429"	"Contig25943"	"1"	"6429"	0.36662179620584
"Contig25952_2197_25355"	"Contig25952"	"2197"	"25355"	0.90104082742128
"Contig25953_2825_10849"	"Contig25953"	"2825"	"10849"	0.0124687428287537
"Contig25953_924_13288"	"Contig25953"	"924"	"13288"	0.0124687428287537
"Contig25963_1_18184"	"Contig25963"	"1"	"18184"	0.0338285733567493
"Contig25968_5509_37723"	"Contig25968"	"5509"	"37723"	0.0900584957367598
"Contig25988_22065_33488"	"Contig25988"	"22065"	"33488"	0.186754810875902
"Contig2600_1_5384"	"Contig2600"	"1"	"5384"	0.203653459487776
"Contig26006_1_3343"	"Contig26006"	"1"	"3343"	0.664777562213539
"Contig26007_12576_29701"	"Contig26007"	"12576"	"29701"	0.116308377382476
"Contig26007_24634_36184"	"Contig26007"	"24634"	"36184"	0.728491146965396
"Contig26007_28209_52277"	"Contig26007"	"28209"	"52277"	0.451007828263975
"Contig26007_48100_68532"	"Contig26007"	"48100"	"68532"	0.0077521337585586
"Contig26025_13266_54422"	"Contig26025"	"13266"	"54422"	0.343870106460579
"Contig26027_1_8576"	"Contig26027"	"1"	"8576"	0.382114264143756
"Contig26027_7418_36515"	"Contig26027"	"7418"	"36515"	0.638642758988084
"Contig26028_2343_15557"	"Contig26028"	"2343"	"15557"	0.255937468092161
"Contig26041_1_3131"	"Contig26041"	"1"	"3131"	0.795653825490216
"Contig26066_5545_11456"	"Contig26066"	"5545"	"11456"	0.346504600200626
"Contig26066_7505_17856"	"Contig26066"	"7505"	"17856"	0.346504600200626
"Contig26071_1_3720"	"Contig26071"	"1"	"3720"	0.760487815305673
"Contig26077_22045_45789"	"Contig26077"	"22045"	"45789"	0.0302261727536231
"Contig26078_1_22204"	"Contig26078"	"1"	"22204"	0.058950528842862
"Contig26122_1_32679"	"Contig26122"	"1"	"32679"	0.119614211770652
"Contig26125_1_19451"	"Contig26125"	"1"	"19451"	0.891704012356946
"Contig26128_3647_10814"	"Contig26128"	"3647"	"10814"	0.34589710142977
"Contig26138_1476_9706"	"Contig26138"	"1476"	"9706"	0.070489530003335
"Contig26146_12515_20426"	"Contig26146"	"12515"	"20426"	0.328037554286009
"Contig26160_9520_14255"	"Contig26160"	"9520"	"14255"	0.12567962531795
"Contig26170_5945_21684"	"Contig26170"	"5945"	"21684"	0.681463385377279
"Contig2618_1_4627"	"Contig2618"	"1"	"4627"	0.109775767823139
"Contig26204_5017_26980"	"Contig26204"	"5017"	"26980"	0.276183249761411
"Contig26219_3684_22991"	"Contig26219"	"3684"	"22991"	0.000868253414776917
"Contig26270_844_23388"	"Contig26270"	"844"	"23388"	6.39357202892768e-05
"Contig26276_1276_5904"	"Contig26276"	"1276"	"5904"	0.211871764007645
"Contig26290_17327_32407"	"Contig26290"	"17327"	"32407"	0.0754733917460606
"Contig263_5899_55243"	"Contig263"	"5899"	"55243"	0.54601959973723
"Contig26318_10172_38696"	"Contig26318"	"10172"	"38696"	0.520129642496102
"Contig26349_1_11096"	"Contig26349"	"1"	"11096"	0.22341499376996
"Contig26350_425_10565"	"Contig26350"	"425"	"10565"	0.0323880568019479
"Contig26355_10466_14760"	"Contig26355"	"10466"	"14760"	0.628413092346122
"Contig26355_3391_14367"	"Contig26355"	"3391"	"14367"	0.628413092346122
"Contig2636_1_11248"	"Contig2636"	"1"	"11248"	0.295164856672993
"Contig26383_17229_24325"	"Contig26383"	"17229"	"24325"	0.310038910556403
"Contig26385_1_2201"	"Contig26385"	"1"	"2201"	0.612709655388071
"Contig26396_1_2989"	"Contig26396"	"1"	"2989"	0.0592592132500594
"Contig26432_11519_18841"	"Contig26432"	"11519"	"18841"	0.53904369231285
"Contig26432_19578_25654"	"Contig26432"	"19578"	"25654"	0.237148482947281
"Contig26444_1_9311"	"Contig26444"	"1"	"9311"	0.33796341978419
"Contig26465_15729_32111"	"Contig26465"	"15729"	"32111"	0.126362295142415
"Contig26465_7016_22074"	"Contig26465"	"7016"	"22074"	0.126362295142415
"Contig26487_1_7598"	"Contig26487"	"1"	"7598"	0.220427127531561
"Contig265_65627_77188"	"Contig265"	"65627"	"77188"	0.023904334321764
"Contig2650_13_7851"	"Contig2650"	"13"	"7851"	0.0415040225986666
"Contig2650_319_4744"	"Contig2650"	"319"	"4744"	0.213575701934114
"Contig2651_1_10893"	"Contig2651"	"1"	"10893"	0.484206889089592
"Contig26519_621_18756"	"Contig26519"	"621"	"18756"	0.183175011846375
"Contig26524_6701_21824"	"Contig26524"	"6701"	"21824"	0.00643850436267686
"Contig26541_30018_42732"	"Contig26541"	"30018"	"42732"	0.00329213766502393
"Contig26552_507_34457"	"Contig26552"	"507"	"34457"	0.00106516813668212
"Contig26563_5185_25394"	"Contig26563"	"5185"	"25394"	0.0407510032718019
"Contig26578_1865_10595"	"Contig26578"	"1865"	"10595"	0.328875495379717
"Contig26578_28_11532"	"Contig26578"	"28"	"11532"	0.328875495379717
"Contig26612_6594_18312"	"Contig26612"	"6594"	"18312"	0.471489848730451
"Contig26619_8891_37328"	"Contig26619"	"8891"	"37328"	0.254115886669882
"Contig26622_31363_36297"	"Contig26622"	"31363"	"36297"	0.263202648652641
"Contig26622_7516_35423"	"Contig26622"	"7516"	"35423"	0.540028319758089
"Contig26647_2329_10872"	"Contig26647"	"2329"	"10872"	0.221884665760686
"Contig26653_1_8608"	"Contig26653"	"1"	"8608"	0.833892368523344
"Contig26662_9041_26573"	"Contig26662"	"9041"	"26573"	0.73868217913296
"Contig26688_13629_41479"	"Contig26688"	"13629"	"41479"	0.0370914655310354
"Contig2669_1_31787"	"Contig2669"	"1"	"31787"	0.694698691429908
"Contig267_1_29916"	"Contig267"	"1"	"29916"	0.109952507402503
"Contig26705_1_27526"	"Contig26705"	"1"	"27526"	0.322648754522809
"Contig26708_1_8047"	"Contig26708"	"1"	"8047"	0.821774254040202
"Contig2674_8263_16407"	"Contig2674"	"8263"	"16407"	0.573711285346347
"Contig26760_881_7584"	"Contig26760"	"881"	"7584"	0.496643133222627
"Contig26767_10817_17992"	"Contig26767"	"10817"	"17992"	0.351262016242354
"Contig26818_1450_13909"	"Contig26818"	"1450"	"13909"	0.578768215950519
"Contig2682_6309_10977"	"Contig2682"	"6309"	"10977"	0.577537364617452
"Contig26826_14718_47187"	"Contig26826"	"14718"	"47187"	0.344803239931947
"Contig26838_1_17284"	"Contig26838"	"1"	"17284"	0.525877992345145
"Contig26855_17439_32265"	"Contig26855"	"17439"	"32265"	0.419299930987414
"Contig26860_1_9133"	"Contig26860"	"1"	"9133"	0.0470106528981629
"Contig26862_8208_14947"	"Contig26862"	"8208"	"14947"	0.634026004897024
"Contig26879_874_14705"	"Contig26879"	"874"	"14705"	0.798059857419497
"Contig26880_4061_8903"	"Contig26880"	"4061"	"8903"	0.881938169875658
"Contig26887_1_21017"	"Contig26887"	"1"	"21017"	0.574261350234863
"Contig26887_11452_21295"	"Contig26887"	"11452"	"21295"	0.574261350234863
"Contig26899_1_10072"	"Contig26899"	"1"	"10072"	0.250478597174518
"Contig26899_1_26948"	"Contig26899"	"1"	"26948"	0.250478597174518
"Contig269_1_6410"	"Contig269"	"1"	"6410"	0.0642006684694913
