"","contig_gene","start_gene_2kb","end_gene_2kb","chr","start","end","meth.diff"
"390","Contig23208",29277,29279,"Contig23208",29277,29279,-40.9722222222222
"391","Contig23208",40651,40653,"Contig23208",40651,40653,29.3995859213251
"392","Contig23356",986,988,"Contig23356",986,988,33.9343009931245
"393","Contig23356",1091,1093,"Contig23356",1091,1093,36.3873015873016
"394","Contig23360",42767,42769,"Contig23360",42767,42769,-27.3288439955107
"395","Contig23413",14777,14779,"Contig23413",14777,14779,33.7179487179487
"396","Contig23413",14829,14831,"Contig23413",14829,14831,31.5546218487395
"397","Contig23413",14890,14892,"Contig23413",14890,14892,96.3768115942029
"398","Contig23413",14908,14910,"Contig23413",14908,14910,91.3754085994468
"399","Contig23413",14912,14914,"Contig23413",14912,14914,93.9340326045748
"400","Contig23413",15444,15446,"Contig23413",15444,15446,95.4022988505747
"401","Contig23413",14777,14779,"Contig23413",14777,14779,33.7179487179487
"402","Contig23413",14829,14831,"Contig23413",14829,14831,31.5546218487395
"403","Contig23413",14890,14892,"Contig23413",14890,14892,96.3768115942029
"404","Contig23413",14908,14910,"Contig23413",14908,14910,91.3754085994468
"405","Contig23413",14912,14914,"Contig23413",14912,14914,93.9340326045748
"406","Contig23413",15444,15446,"Contig23413",15444,15446,95.4022988505747
"407","Contig23414",3469,3471,"Contig23414",3469,3471,-44.5738533766703
"408","Contig23414",3538,3540,"Contig23414",3538,3540,56.8011958146487
"409","Contig23458",21887,21889,"Contig23458",21887,21889,58.6119402985075
"410","Contig23508",13007,13009,"Contig23508",13007,13009,52.8888888888889
"411","Contig23508",15031,15033,"Contig23508",15031,15033,52.294085129906
"412","Contig23508",15114,15116,"Contig23508",15114,15116,47.6179569399908
"413","Contig23612",25320,25322,"Contig23612",25320,25322,-38.7379148157826
"414","Contig23615",48821,48823,"Contig23615",48821,48823,25.9803921568628
"415","Contig23659",4801,4803,"Contig23659",4801,4803,-55.5555555555556
"416","Contig23659",4912,4914,"Contig23659",4912,4914,52.8709677419355
"417","Contig23659",6744,6746,"Contig23659",6744,6746,-41.4149888143177
"418","Contig23702",22532,22534,"Contig23702",22532,22534,36.1111111111111
"419","Contig23997",9330,9332,"Contig23997",9330,9332,-27.5925925925926
"420","Contig23997",9420,9422,"Contig23997",9420,9422,39.0920669577875
"421","Contig23997",9446,9448,"Contig23997",9446,9448,-27.8479804795594
"422","Contig23997",9873,9875,"Contig23997",9873,9875,-44.7603049489598
"423","Contig2401",29325,29327,"Contig2401",29325,29327,-29.7569444444444
"424","Contig2401",29380,29382,"Contig2401",29380,29382,-35.3222249448665
"425","Contig24202",7934,7936,"Contig24202",7934,7936,45.6060606060606
"426","Contig2456",35131,35133,"Contig2456",35131,35133,35.7376283846872
"427","Contig2456",35615,35617,"Contig2456",35615,35617,44.6345975948196
"428","Contig2456",35901,35903,"Contig2456",35901,35903,38.8586956521739
"429","Contig24566",11353,11355,"Contig24566",11353,11355,-30.0868693618443
"430","Contig24566",11353,11355,"Contig24566",11353,11355,-30.0868693618443
"431","Contig24615",15436,15438,"Contig24615",15436,15438,-68.8644688644689
"432","Contig24615",15436,15438,"Contig24615",15436,15438,-68.8644688644689
"433","Contig24629",1575,1577,"Contig24629",1575,1577,-48.561464690497
"434","Contig24629",5328,5330,"Contig24629",5328,5330,-27.1462467644521
"435","Contig24654",18204,18206,"Contig24654",18204,18206,-49.8732782369146
"436","Contig24693",12792,12794,"Contig24693",12792,12794,-67.5754271174118
"437","Contig24703",13856,13858,"Contig24703",13856,13858,25.4749744637385
"438","Contig24773",14900,14902,"Contig24773",14900,14902,33.1152647975078
"439","Contig24773",14921,14923,"Contig24773",14921,14923,32.03125
"440","Contig24784",49206,49208,"Contig24784",49206,49208,-38.3175872093023
"441","Contig2482",5008,5010,"Contig2482",5008,5010,60.1307189542484
"442","Contig2482",5008,5010,"Contig2482",5008,5010,60.1307189542484
"443","Contig25498",4327,4329,"Contig25498",4327,4329,25.7313109425786
"444","Contig25498",10667,10669,"Contig25498",10667,10669,-28.0869370879428
"445","Contig25558",397,399,"Contig25558",397,399,36.3820359936546
"446","Contig25558",648,650,"Contig25558",648,650,26.6045066045066
"447","Contig25818",6916,6918,"Contig25818",6916,6918,42.0515574650913
"448","Contig25818",8530,8532,"Contig25818",8530,8532,27.3417721518987
"449","Contig258322",1121,1123,"Contig258322",1121,1123,34.9279161205767
"450","Contig25874",2376,2378,"Contig25874",2376,2378,-40.1652892561983
"451","Contig25874",2908,2910,"Contig25874",2908,2910,-33.7837837837838
"452","Contig25874",2928,2930,"Contig25874",2928,2930,-26.8956043956044
"453","Contig25874",2908,2910,"Contig25874",2908,2910,-33.7837837837838
"454","Contig25874",2928,2930,"Contig25874",2928,2930,-26.8956043956044
"455","Contig25943",5920,5922,"Contig25943",5920,5922,27.5213675213675
"456","Contig25943",5948,5950,"Contig25943",5948,5950,32.9396325459318
"457","Contig25952",10930,10932,"Contig25952",10930,10932,-47.0959595959596
"458","Contig25952",11184,11186,"Contig25952",11184,11186,-58.5870080606923
"459","Contig25952",11460,11462,"Contig25952",11460,11462,-56.2217399168023
"460","Contig25952",12719,12721,"Contig25952",12719,12721,33.312693498452
"461","Contig25988",85263,85265,"Contig25988",85263,85265,-37.9179639907946
"462","Contig25988",85263,85265,"Contig25988",85263,85265,-37.9179639907946
"463","Contig26006",1501,1503,"Contig26006",1501,1503,45.4655439411537
"464","Contig26006",2639,2641,"Contig26006",2639,2641,51.7906761346095
"465","Contig26041",796,798,"Contig26041",796,798,26.8745079515037
"466","Contig26041",2328,2330,"Contig26041",2328,2330,31.2944084028421
"467","Contig26066",9101,9103,"Contig26066",9101,9103,32.1033653846154
"468","Contig26066",9112,9114,"Contig26066",9112,9114,42.0296430732002
"469","Contig26066",9101,9103,"Contig26066",9101,9103,32.1033653846154
"470","Contig26066",9112,9114,"Contig26066",9112,9114,42.0296430732002
"471","Contig26066",15267,15269,"Contig26066",15267,15269,27.833382396232
"472","Contig26066",15267,15269,"Contig26066",15267,15269,27.833382396232
"473","Contig26071",1542,1544,"Contig26071",1542,1544,36.8479621644179
"474","Contig26071",1644,1646,"Contig26071",1644,1646,30.8112565714875
"475","Contig26114",18441,18443,"Contig26114",18441,18443,-47.6204128440367
"476","Contig26122",21488,21490,"Contig26122",21488,21490,38.8888888888889
"477","Contig26146",15580,15582,"Contig26146",15580,15582,-32.3252032520325
"478","Contig26322",2224,2226,"Contig26322",2224,2226,40.2252614641995
"479","Contig26444",5221,5223,"Contig26444",5221,5223,33.9784946236559
"480","Contig26653",5444,5446,"Contig26653",5444,5446,-25.0229240957718
"481","Contig26705",20988,20990,"Contig26705",20988,20990,27.3399415014625
"482","Contig26818",11881,11883,"Contig26818",11881,11883,46.2923728813559
"483","Contig26818",12064,12066,"Contig26818",12064,12066,36.1499493414387
"484","Contig26880",6833,6835,"Contig26880",6833,6835,25.8928571428571
"485","Contig26949",15303,15305,"Contig26949",15303,15305,31.2878787878788
"486","Contig2696",4575,4577,"Contig2696",4575,4577,36.4594092129725
"487","Contig2703",3608,3610,"Contig2703",3608,3610,-26.1428040509152
"488","Contig2703",6753,6755,"Contig2703",6753,6755,-38.6544011544011
"489","Contig27042",32907,32909,"Contig27042",32907,32909,29.1495668034656
"490","Contig27106",22158,22160,"Contig27106",22158,22160,33.2992849846782
"491","Contig2713",4063,4065,"Contig2713",4063,4065,25.5454294393814
"492","Contig2713",4102,4104,"Contig2713",4102,4104,25.9427569162082
"493","Contig2713",4146,4148,"Contig2713",4146,4148,29.9425033171163
"494","Contig27166",21611,21613,"Contig27166",21611,21613,43.8541666666667
"495","Contig27220",2827,2829,"Contig27220",2827,2829,29.2132369055446
"496","Contig27277",5435,5437,"Contig27277",5435,5437,30.7900966660091
"497","Contig27277",5600,5602,"Contig27277",5600,5602,29.6344105850353
"498","Contig27342",14810,14812,"Contig27342",14810,14812,-33.5647202939975
"499","Contig27342",25269,25271,"Contig27342",25269,25271,-26.5773128473357
"500","Contig27342",25303,25305,"Contig27342",25303,25305,-28.4102564102564
"501","Contig27342",14810,14812,"Contig27342",14810,14812,-33.5647202939975
"502","Contig27342",25269,25271,"Contig27342",25269,25271,-26.5773128473357
"503","Contig27342",25303,25305,"Contig27342",25303,25305,-28.4102564102564
"504","Contig27490",19055,19057,"Contig27490",19055,19057,-30.4716481187069
"505","Contig27552",26308,26310,"Contig27552",26308,26310,-40.0969109630527
"506","Contig27552",27758,27760,"Contig27552",27758,27760,-25.8709229701596
"507","Contig27574",26898,26900,"Contig27574",26898,26900,-31.8202471828426
"508","Contig27574",27590,27592,"Contig27574",27590,27592,-43.3802934080257
"509","Contig27575",7788,7790,"Contig27575",7788,7790,-31.5436241610738
"510","Contig27575",7798,7800,"Contig27575",7798,7800,28.9498580889309
"511","Contig27575",7813,7815,"Contig27575",7813,7815,32.1319130307894
"512","Contig27575",7788,7790,"Contig27575",7788,7790,-31.5436241610738
"513","Contig27575",7798,7800,"Contig27575",7798,7800,28.9498580889309
"514","Contig27575",7813,7815,"Contig27575",7813,7815,32.1319130307894
"515","Contig27660",16527,16529,"Contig27660",16527,16529,-30.625641025641
"516","Contig27660",16681,16683,"Contig27660",16681,16683,-25.2515310586177
"517","Contig27665",4061,4063,"Contig27665",4061,4063,-27.2338148742643
"518","Contig27665",4123,4125,"Contig27665",4123,4125,-26.5664160401003
"519","Contig27837",10371,10373,"Contig27837",10371,10373,29.5859213250518
"520","Contig27922",3693,3695,"Contig27922",3693,3695,-41.5217391304348
"521","Contig27922",10538,10540,"Contig27922",10538,10540,-71.5946843853821
"522","Contig27922",23688,23690,"Contig27922",23688,23690,28.0894308943089
"523","Contig28042",1221,1223,"Contig28042",1221,1223,58.4757676655568
"524","Contig28408",6548,6550,"Contig28408",6548,6550,47.8306878306878
"525","Contig2848",8700,8702,"Contig2848",8700,8702,92.3076923076923
"526","Contig2848",8727,8729,"Contig2848",8727,8729,95.2941176470588
"527","Contig28486",5754,5756,"Contig28486",5754,5756,-29.2308660822487
"528","Contig28486",5879,5881,"Contig28486",5879,5881,-27.972972972973
"529","Contig28610",6083,6085,"Contig28610",6083,6085,-48.5393503379115
"530","Contig28610",10096,10098,"Contig28610",10096,10098,28.6616161616162
"531","Contig28610",10106,10108,"Contig28610",10106,10108,44.1588296760711
"532","Contig28630",12336,12338,"Contig28630",12336,12338,-38.3647798742138
"533","Contig28630",12398,12400,"Contig28630",12398,12400,-32.2144185085726
"534","Contig28723",10444,10446,"Contig28723",10444,10446,-44.6203127944225
"535","Contig28780",10496,10498,"Contig28780",10496,10498,-49.1575700047461
"536","Contig28780",11021,11023,"Contig28780",11021,11023,-25.2610598379479
"537","Contig2881",12035,12037,"Contig2881",12035,12037,37.6266927859637
"538","Contig28935",2070,2072,"Contig28935",2070,2072,-45.045045045045
"539","Contig28995",23720,23722,"Contig28995",23720,23722,-56.4423198683044
"540","Contig29071",12833,12835,"Contig29071",12833,12835,30.6798623063683
"541","Contig29071",13210,13212,"Contig29071",13210,13212,29.0019688020597
"542","Contig29071",12833,12835,"Contig29071",12833,12835,30.6798623063683
"543","Contig29071",13210,13212,"Contig29071",13210,13212,29.0019688020597
"544","Contig29071",13210,13212,"Contig29071",13210,13212,29.0019688020597
"545","Contig2908",7995,7997,"Contig2908",7995,7997,28.7267839687195
"546","Contig29316",11136,11138,"Contig29316",11136,11138,39.5979429640019
"547","Contig2935",4855,4857,"Contig2935",4855,4857,32.8905755850727
"548","Contig29494",3096,3098,"Contig29494",3096,3098,-31.6078431372549
"549","Contig29611",6599,6601,"Contig29611",6599,6601,-50.5374077976818
"550","Contig29611",23957,23959,"Contig29611",23957,23959,-26.4711017984983
"551","Contig29611",24316,24318,"Contig29611",24316,24318,34.8244781783681
"552","Contig29611",24328,24330,"Contig29611",24328,24330,25.8174904942966
"553","Contig29611",24356,24358,"Contig29611",24356,24358,-60.1190476190476
"554","Contig29700",3607,3609,"Contig29700",3607,3609,25.5308641975309
"555","Contig2993",4113,4115,"Contig2993",4113,4115,32.9106280193237
"556","Contig2993",4113,4115,"Contig2993",4113,4115,32.9106280193237
"557","Contig29962",5050,5052,"Contig29962",5050,5052,44.3573295319553
"558","Contig29971",19043,19045,"Contig29971",19043,19045,-25.0589515690187
"559","Contig29971",19100,19102,"Contig29971",19100,19102,-27.3400673400673
"560","Contig29971",20279,20281,"Contig29971",20279,20281,-40.5006392016166
"561","Contig29971",20786,20788,"Contig29971",20786,20788,-48
"562","Contig29971",22552,22554,"Contig29971",22552,22554,-38.6721025043681
"563","Contig29971",39158,39160,"Contig29971",39158,39160,-26.3157894736842
"564","Contig30007",25437,25439,"Contig30007",25437,25439,27.7116660163871
"565","Contig30007",25529,25531,"Contig30007",25529,25531,-35.7843137254902
"566","Contig30007",26517,26519,"Contig30007",26517,26519,32.3632874960026
"567","Contig30007",30234,30236,"Contig30007",30234,30236,45.0377562028047
"568","Contig30007",30337,30339,"Contig30007",30337,30339,36.5906084656085
"569","Contig30007",30438,30440,"Contig30007",30438,30440,50.0554938956715
"570","Contig30007",30489,30491,"Contig30007",30489,30491,45.9340659340659
"571","Contig30084",3088,3090,"Contig30084",3088,3090,-27.8246101590242
"572","Contig30084",3088,3090,"Contig30084",3088,3090,-27.8246101590242
"573","Contig30290",10657,10659,"Contig30290",10657,10659,62.1951219512195
"574","Contig30369",24642,24644,"Contig30369",24642,24644,-57.5439156818908
"575","Contig30624",5519,5521,"Contig30624",5519,5521,-39.4521249359959
"576","Contig30624",5861,5863,"Contig30624",5861,5863,-41.4041801589638
"577","Contig30643",5690,5692,"Contig30643",5690,5692,-26.2406015037594
"578","Contig30709",29385,29387,"Contig30709",29385,29387,-25.5363683935113
"579","Contig30760",15693,15695,"Contig30760",15693,15695,29.3870192307692
"580","Contig30760",17252,17254,"Contig30760",17252,17254,40.4824948514269
"581","Contig30760",18324,18326,"Contig30760",18324,18326,42.4553441861692
"582","Contig30847",315,317,"Contig30847",315,317,33.8581599123768
"583","Contig30847",19580,19582,"Contig30847",19580,19582,-59.2982969794564
"584","Contig30847",19696,19698,"Contig30847",19696,19698,-30.0800800800801
"585","Contig30847",19793,19795,"Contig30847",19793,19795,-31.328320802005
"586","Contig3085",4139,4141,"Contig3085",4139,4141,31.3341601700921
"587","Contig3085",5860,5862,"Contig3085",5860,5862,-62.3809523809524
"588","Contig3086",3129,3131,"Contig3086",3129,3131,39.2961876832845
"589","Contig3086",3191,3193,"Contig3086",3191,3193,45.8058849363197
"590","Contig30901",3552,3554,"Contig30901",3552,3554,29.1513480392157
"591","Contig30989",5423,5425,"Contig30989",5423,5425,25.9827044025157
"592","Contig31350",11957,11959,"Contig31350",11957,11959,33.75
"593","Contig31448",2658,2660,"Contig31448",2658,2660,-50.6299212598425
"594","Contig31547",9279,9281,"Contig31547",9279,9281,33.0974495061182
"595","Contig31681",36735,36737,"Contig31681",36735,36737,-28.4117450784117
"596","Contig31681",37336,37338,"Contig31681",37336,37338,-31.8965517241379
"597","Contig31887",8760,8762,"Contig31887",8760,8762,46.2975620870358
"598","Contig31954",1592,1594,"Contig31954",1592,1594,53.6512667660209
"599","Contig31971",52880,52882,"Contig31971",52880,52882,41.8693009118541
"600","Contig320",26082,26084,"Contig320",26082,26084,37.7565497020713
"601","Contig320",26146,26148,"Contig320",26146,26148,25.5673674151935
"602","Contig32086",41015,41017,"Contig32086",41015,41017,-32.2532402791625
"603","Contig32164",7994,7996,"Contig32164",7994,7996,25.3607103218646
"604","Contig32164",8048,8050,"Contig32164",8048,8050,31.25
"605","Contig32566",31742,31744,"Contig32566",31742,31744,-63.2060900264784
"606","Contig32566",35553,35555,"Contig32566",35553,35555,34.5395488111249
"607","Contig32566",35788,35790,"Contig32566",35788,35790,-46.3964798517832
"608","Contig32627",2183,2185,"Contig32627",2183,2185,28.3105929049864
"609","Contig3277",8659,8661,"Contig3277",8659,8661,45.3851744186046
"610","Contig32799",28479,28481,"Contig32799",28479,28481,-35.8709960508995
"611","Contig32799",28806,28808,"Contig32799",28806,28808,36.8706586219135
"612","Contig32799",28828,28830,"Contig32799",28828,28830,25.2240143369176
"613","Contig32850",5253,5255,"Contig32850",5253,5255,32.7500883704489
"614","Contig32850",12273,12275,"Contig32850",12273,12275,-32.3604496094494
"615","Contig32898",10795,10797,"Contig32898",10795,10797,-60.2486486486487
"616","Contig32903",9900,9902,"Contig32903",9900,9902,64.5407028469751
"617","Contig32903",15168,15170,"Contig32903",15168,15170,53.9491484269312
"618","Contig33",43280,43282,"Contig33",43280,43282,47.2083748753739
"619","Contig33102",13034,13036,"Contig33102",13034,13036,45.7097457627119
"620","Contig33102",14341,14343,"Contig33102",14341,14343,64.8686679174484
"621","Contig33102",14607,14609,"Contig33102",14607,14609,46.5057570346654
"622","Contig33102",14667,14669,"Contig33102",14667,14669,55.2380952380952
"623","Contig33161",21859,21861,"Contig33161",21859,21861,27.7351738241309
"624","Contig33261",2157,2159,"Contig33261",2157,2159,25.3009547530095
"625","Contig33261",2250,2252,"Contig33261",2250,2252,-25.4260499087036
"626","Contig33261",2312,2314,"Contig33261",2312,2314,-28.1064425770308
"627","Contig33357",233,235,"Contig33357",233,235,27.7715565509518
"628","Contig3360",6958,6960,"Contig3360",6958,6960,43.6741662093775
"629","Contig3360",7064,7066,"Contig3360",7064,7066,44.6271929824561
"630","Contig33621",4811,4813,"Contig33621",4811,4813,-25.8255171527688
"631","Contig33670",1812,1814,"Contig33670",1812,1814,40.3426791277259
"632","Contig33673",8831,8833,"Contig33673",8831,8833,-39.0217391304348
"633","Contig33673",8933,8935,"Contig33673",8933,8935,-37.8260869565217
"634","Contig33704",139,141,"Contig33704",139,141,38.3456549030548
"635","Contig33704",1035,1037,"Contig33704",1035,1037,32.9540229885057
"636","Contig3381",755,757,"Contig3381",755,757,-49.2559523809524
"637","Contig3381",772,774,"Contig3381",772,774,-45.4865424430642
"638","Contig33968",19688,19690,"Contig33968",19688,19690,42.4444444444444
"639","Contig33968",19735,19737,"Contig33968",19735,19737,27.0491803278689
"640","Contig34057",2341,2343,"Contig34057",2341,2343,45.6153846153846
"641","Contig34292",7376,7378,"Contig34292",7376,7378,36.25
"642","Contig34596",12979,12981,"Contig34596",12979,12981,-25.3545255543923
"643","Contig34596",13693,13695,"Contig34596",13693,13695,-26.9212962962963
"644","Contig34683",128,130,"Contig34683",128,130,-30.5547733032948
"645","Contig34683",182,184,"Contig34683",182,184,-26.4101908657123
"646","Contig34696",20762,20764,"Contig34696",20762,20764,-32.7911407477971
"647","Contig35086",697,699,"Contig35086",697,699,-42.2008234526515
"648","Contig35086",961,963,"Contig35086",961,963,-25.5125823340652
"649","Contig35086",1060,1062,"Contig35086",1060,1062,-25.8956916099773
"650","Contig35176",6462,6464,"Contig35176",6462,6464,37.846898863848
"651","Contig35176",11123,11125,"Contig35176",11123,11125,-47.9537994931239
"652","Contig35176",23586,23588,"Contig35176",23586,23588,-43.2461873638344
"653","Contig35176",24740,24742,"Contig35176",24740,24742,39.6398911298765
"654","Contig35176",24862,24864,"Contig35176",24862,24864,-28.8951565843221
"655","Contig35176",26522,26524,"Contig35176",26522,26524,-33.1282051282051
"656","Contig35176",27110,27112,"Contig35176",27110,27112,34.1687907108468
"657","Contig35351",3417,3419,"Contig35351",3417,3419,26.7711787760024
"658","Contig35423",11640,11642,"Contig35423",11640,11642,28.6713286713287
"659","Contig35476",24149,24151,"Contig35476",24149,24151,33.7485311398355
"660","Contig356",13710,13712,"Contig356",13710,13712,-32.4895355790313
"661","Contig356",15450,15452,"Contig356",15450,15452,-32.8248121678578
"662","Contig35649",5946,5948,"Contig35649",5946,5948,-28.5573122529644
"663","Contig35750",6820,6822,"Contig35750",6820,6822,61.1512959614225
"664","Contig35750",6840,6842,"Contig35750",6840,6842,40.8860759493671
"665","Contig35838",5915,5917,"Contig35838",5915,5917,37.3794549266247
"666","Contig35838",6601,6603,"Contig35838",6601,6603,35.8811405015459
"667","Contig35838",21533,21535,"Contig35838",21533,21535,-32.3170613448149
"668","Contig35897",3407,3409,"Contig35897",3407,3409,55.1615445232467
"669","Contig35965",3855,3857,"Contig35965",3855,3857,-40.0672457270944
"670","Contig35965",4224,4226,"Contig35965",4224,4226,-40.989247311828
"671","Contig35965",4506,4508,"Contig35965",4506,4508,27.8911222359186
"672","Contig35965",4531,4533,"Contig35965",4531,4533,27.7611816446768
"673","Contig35965",4756,4758,"Contig35965",4756,4758,26.0511227902532
"674","Contig35965",6968,6970,"Contig35965",6968,6970,-29.0338164251208
"675","Contig35965",7246,7248,"Contig35965",7246,7248,35.9259259259259
"676","Contig35965",8360,8362,"Contig35965",8360,8362,36.0305810397553
"677","Contig36016",5626,5628,"Contig36016",5626,5628,29.0187042558959
"678","Contig36110",3219,3221,"Contig36110",3219,3221,33.1431651767666
"679","Contig36314",11760,11762,"Contig36314",11760,11762,-43.5259958261501
"680","Contig36523",16669,16671,"Contig36523",16669,16671,-28.1395348837209
"681","Contig36584",2894,2896,"Contig36584",2894,2896,32.0314582777926
"682","Contig36689",27923,27925,"Contig36689",27923,27925,32.2368421052632
"683","Contig36689",31634,31636,"Contig36689",31634,31636,25.4396615878736
"684","Contig36689",33559,33561,"Contig36689",33559,33561,40.1234567901235
"685","Contig36727",26507,26509,"Contig36727",26507,26509,-50.0556117290192
"686","Contig36747",1599,1601,"Contig36747",1599,1601,60.0973828362751
"687","Contig36904",10836,10838,"Contig36904",10836,10838,25.0892718521969
"688","Contig36958",14406,14408,"Contig36958",14406,14408,33.2963760081741
"689","Contig36958",17153,17155,"Contig36958",17153,17155,34.4000823214653
"690","Contig37013",10188,10190,"Contig37013",10188,10190,27.4160847037621
"691","Contig37013",12118,12120,"Contig37013",12118,12120,44.1812675751676
"692","Contig37183",5289,5291,"Contig37183",5289,5291,37.1069182389937
"693","Contig37228",2278,2280,"Contig37228",2278,2280,25.2055714045981
"694","Contig37376",29,31,"Contig37376",29,31,96.969696969697
"695","Contig37376",36,38,"Contig37376",36,38,95.2662721893491
"696","Contig37376",51,53,"Contig37376",51,53,97.4025974025974
"697","Contig37376",82,84,"Contig37376",82,84,91.4285714285714
"698","Contig37376",96,98,"Contig37376",96,98,86.7052023121387
"699","Contig37376",113,115,"Contig37376",113,115,87.0967741935484
"700","Contig37439",931,933,"Contig37439",931,933,-54.2568542568543
"701","Contig37439",2358,2360,"Contig37439",2358,2360,-42.3414634146341
"702","Contig37439",3295,3297,"Contig37439",3295,3297,-66.7627118644068
"703","Contig37439",26730,26732,"Contig37439",26730,26732,-64.8641377454937
"704","Contig37439",30498,30500,"Contig37439",30498,30500,-63.9655172413793
"705","Contig37472",2587,2589,"Contig37472",2587,2589,-61.0868953880765
"706","Contig37472",2587,2589,"Contig37472",2587,2589,-61.0868953880765
"707","Contig37576",4173,4175,"Contig37576",4173,4175,27.2450871338524
"708","Contig377",5018,5020,"Contig377",5018,5020,-29.4100964265457
"709","Contig37726",29671,29673,"Contig37726",29671,29673,-40.6589768608865
"710","Contig37726",29781,29783,"Contig37726",29781,29783,31.123758509095
"711","Contig37744",8217,8219,"Contig37744",8217,8219,35.5308950029549
"712","Contig38061",13682,13684,"Contig38061",13682,13684,-43.25983177995
"713","Contig38166",31711,31713,"Contig38166",31711,31713,49.4854721549637
"714","Contig38178",1313,1315,"Contig38178",1313,1315,46.0595776772247
"715","Contig38347",8003,8005,"Contig38347",8003,8005,-41.1278195488722
"716","Contig38347",8003,8005,"Contig38347",8003,8005,-41.1278195488722
"717","Contig38661",142,144,"Contig38661",142,144,31.5363881401617
"718","Contig38794",4947,4949,"Contig38794",4947,4949,-30.7359307359307
"719","Contig38906",14415,14417,"Contig38906",14415,14417,27.9356060606061
"720","Contig39190",22695,22697,"Contig39190",22695,22697,28.413141921187
"721","Contig39190",22877,22879,"Contig39190",22877,22879,29.7501695092056
"722","Contig39288",24261,24263,"Contig39288",24261,24263,-54.2955326460481
"723","Contig39288",25378,25380,"Contig39288",25378,25380,-38.5974499089253
"724","Contig39605",2880,2882,"Contig39605",2880,2882,-45.7992362247681
"725","Contig39605",15527,15529,"Contig39605",15527,15529,-33.5194455140547
"726","Contig39605",22711,22713,"Contig39605",22711,22713,-29.1675617615467
"727","Contig39700",12545,12547,"Contig39700",12545,12547,-30.980980980981
"728","Contig39915",11906,11908,"Contig39915",11906,11908,-26.890756302521
"729","Contig39915",12291,12293,"Contig39915",12291,12293,-33.6320191158901
"730","Contig4021",4732,4734,"Contig4021",4732,4734,34.1552511415525
"731","Contig40227",3316,3318,"Contig40227",3316,3318,-90.6666666666667
"732","Contig40227",3994,3996,"Contig40227",3994,3996,-91.3793103448276
"733","Contig40227",4003,4005,"Contig40227",4003,4005,-88.4057971014493
"734","Contig40227",4090,4092,"Contig40227",4090,4092,-94.3661971830986
"735","Contig40227",4099,4101,"Contig40227",4099,4101,-94.5205479452055
"736","Contig40240",1756,1758,"Contig40240",1756,1758,-35.2259966311061
"737","Contig40552",5192,5194,"Contig40552",5192,5194,-26.8101576512791
"738","Contig40553",2522,2524,"Contig40553",2522,2524,26.1639791051556
"739","Contig40570",4089,4091,"Contig40570",4089,4091,-30.1042830540037
"740","Contig40570",4093,4095,"Contig40570",4093,4095,-33.4126984126984
"741","Contig40576",99,101,"Contig40576",99,101,41.7490874838102
"742","Contig40576",135,137,"Contig40576",135,137,36.1710250047719
"743","Contig40576",3176,3178,"Contig40576",3176,3178,30.8359249835077
"744","Contig40576",3434,3436,"Contig40576",3434,3436,26.7399267399267
"745","Contig40688",1703,1705,"Contig40688",1703,1705,44.1091954022989
"746","Contig4078",5207,5209,"Contig4078",5207,5209,-39.8009554140127
"747","Contig4078",6681,6683,"Contig4078",6681,6683,25.0008513950716
"748","Contig40789",4535,4537,"Contig40789",4535,4537,-31.2376802572881
"749","Contig408",2541,2543,"Contig408",2541,2543,52.2108843537415
"750","Contig408",7353,7355,"Contig408",7353,7355,95.6521739130435
"751","Contig408",7355,7357,"Contig408",7355,7357,94.1666666666667
"752","Contig408",7359,7361,"Contig408",7359,7361,93.0737961225766
"753","Contig408",7366,7368,"Contig408",7366,7368,91.7357328913095
"754","Contig408",9348,9350,"Contig408",9348,9350,87.8378378378378
"755","Contig408",10243,10245,"Contig408",10243,10245,85.1115129596142
"756","Contig41031",4467,4469,"Contig41031",4467,4469,-59.9872122762148
"757","Contig41241",3494,3496,"Contig41241",3494,3496,26.031007751938
"758","Contig41283",12535,12537,"Contig41283",12535,12537,-37.0923161967938
"759","Contig41302",10086,10088,"Contig41302",10086,10088,-27.3370083501965
"760","Contig41302",12278,12280,"Contig41302",12278,12280,-33.8036937123885
"761","Contig41324",4270,4272,"Contig41324",4270,4272,68.7598116169545
"762","Contig41324",4363,4365,"Contig41324",4363,4365,-36.0821786908743
"763","Contig41324",4543,4545,"Contig41324",4543,4545,48.8916562889166
"764","Contig41429",6771,6773,"Contig41429",6771,6773,-27.9489430674681
"765","Contig41436",6721,6723,"Contig41436",6721,6723,-48.4885656707264
"766","Contig41436",6868,6870,"Contig41436",6868,6870,-84.8333333333333
"767","Contig41480",15996,15998,"Contig41480",15996,15998,54.7381047580968
"768","Contig41593",4538,4540,"Contig41593",4538,4540,-30.5232558139535
"769","Contig41593",5721,5723,"Contig41593",5721,5723,25.4273746179101
"770","Contig41635",2882,2884,"Contig41635",2882,2884,-53.5338345864662
"771","Contig41671",7065,7067,"Contig41671",7065,7067,31.9739331511457
"772","Contig41684",10030,10032,"Contig41684",10030,10032,-26.1716372489349
"773","Contig41684",10330,10332,"Contig41684",10330,10332,-46.3412791356579
"774","Contig41684",10611,10613,"Contig41684",10611,10613,-27.1204561653599
"775","Contig419",33062,33064,"Contig419",33062,33064,-26.982276119403
"776","Contig42",1949,1951,"Contig42",1949,1951,-33.9307598039216
