"chr"	"start"	"end"	"strand"	"pvalue"	"qvalue"	"meth.diff"
"34637"	"Contig16052"	7357	7357	"+"	3.61081097005117e-14	8.42712172893024e-12	35.5249395895697
"34649"	"Contig16052"	7823	7823	"+"	3.55090474300429e-11	5.38843303129554e-09	38.792270531401
"34747"	"Contig160772"	347	347	"+"	7.62781998369966e-12	1.2824560991382e-09	-40.3448275862069
"34750"	"Contig160772"	379	379	"+"	4.83686768795898e-07	3.17109340947444e-05	-33.2176327664005
"34769"	"Contig1608"	17663	17663	"+"	0.000219099792242228	0.00647267301642145	26.0072242289525
"35043"	"Contig161308"	191	191	"+"	1.82414581136441e-13	3.88165418066177e-11	-29.922707239829
"35053"	"Contig161308"	275	275	"+"	1.55778850705818e-08	1.44434362468908e-06	25.4164855859771
"35113"	"Contig16148"	18690	18690	"+"	2.73993497756047e-07	1.91559545818253e-05	30.0406465639474
"35139"	"Contig16154"	230	230	"+"	1.09031122129653e-34	4.70267580177648e-31	49.2846270928463
"35190"	"Contig161749"	1129	1129	"+"	3.03690051903396e-15	8.31657609884931e-13	48.0470840021402
"35208"	"Contig16178"	79	79	"+"	4.09829259325958e-06	0.000214812018707346	28.4619315278487
"35274"	"Contig16187"	67624	67624	"+"	3.96914185226927e-12	7.0095607035238e-10	41.1615551799082
"35277"	"Contig16187"	67684	67684	"+"	1.70678861052985e-06	9.82559116833412e-05	42.8125
"35336"	"Contig16202"	45500	45500	"+"	8.65737716521047e-10	1.01982736261771e-07	38.8198757763975
"35392"	"Contig16204"	7834	7834	"+"	3.26715504260387e-06	0.000175345762513531	31.5784855663771
"35425"	"Contig16204"	17016	17016	"+"	0.000371738955071137	0.00997998901760211	26.5048179201602
"35539"	"Contig162267"	1129	1129	"+"	6.10304887022052e-09	6.14093754988504e-07	-26.658481686106
"35569"	"Contig162267"	3186	3186	"+"	1.11955810419766e-05	0.000517729368388687	-29.0638884633063
"35578"	"Contig162395"	51	51	"+"	9.86585840528917e-15	2.48903508826678e-12	-56.6433566433566
"35613"	"Contig1625"	9841	9841	"+"	4.4432532664222e-17	1.5768191740179e-14	-31.9793913251857
"35621"	"Contig1625"	9967	9967	"+"	8.28933432462363e-09	8.14707881266824e-07	28.026950925181
"35630"	"Contig1625"	10128	10128	"+"	2.5589853648513e-10	3.32911227728288e-08	-28.4391534391534
"35697"	"Contig16261"	34	34	"+"	3.41812482131783e-13	6.96936378994712e-11	44.7893569844789
"35865"	"Contig16284"	2354	2354	"+"	8.88576006012662e-09	8.66813214889921e-07	-25.0048710787816
"35908"	"Contig1629"	12884	12884	"+"	3.32264055036752e-09	3.53014894343019e-07	38.4875745969538
"35932"	"Contig162988"	333	333	"+"	2.76398160840995e-07	1.93011233761547e-05	33.2427366447985
"35984"	"Contig163081"	2227	2227	"+"	2.82504730315285e-05	0.00115834065561921	-29.8119790657104
"35985"	"Contig163081"	2266	2266	"+"	3.62602553207522e-05	0.00143255025172723	-31.1861743912019
"36012"	"Contig163106"	115	115	"+"	7.70522121321282e-05	0.00272407988331318	33.9285714285714
"36020"	"Contig163106"	319	319	"+"	4.67950012292965e-05	0.00178110812481878	25.9665621734587
"36475"	"Contig16431"	78378	78378	"+"	1.5839207862666e-15	4.53122155156916e-13	-33.3078318032415
"36516"	"Contig164320"	3133	3133	"+"	1.66484301995814e-06	9.60631117973678e-05	41.1269760326364
"36662"	"Contig164855"	404	404	"+"	1.28405580872688e-05	0.000585113599348409	28.751902587519
"36850"	"Contig16566"	591	591	"+"	9.8688277336133e-19	4.19207985928628e-16	39.8885172798216
"36856"	"Contig16566"	813	813	"+"	1.87675282005576e-16	6.14489416571391e-14	-52.8334081724293
"36920"	"Contig16567"	7942	7942	"+"	4.25749244672389e-17	1.5132909284018e-14	-45.9812753930401
"37108"	"Contig16645"	77631	77631	"+"	2.37784702777003e-08	2.12052708709041e-06	-34.5155341183147
"37180"	"Contig166610"	1475	1475	"+"	1.22235663622302e-09	1.40448150029667e-07	41.557686718977
"37212"	"Contig16668"	56767	56767	"+"	7.17356088101603e-08	5.73996960197497e-06	33.1257533145842
"37272"	"Contig16675"	18782	18782	"+"	3.01172128745221e-05	0.00122436158928111	33.4523809523809
"37452"	"Contig166862"	867	867	"+"	2.55850374770617e-07	1.80336561181989e-05	-31.8467852257182
"37477"	"Contig1670"	19911	19911	"+"	6.31942170592714e-05	0.00229925192494573	27.1259979173898
"37521"	"Contig167099"	493	493	"+"	1.80999949184785e-19	8.47502213722631e-17	37.7877820834283
"37522"	"Contig167099"	530	530	"+"	2.13552667036126e-19	9.83499039662783e-17	62.3690642458101
"37901"	"Contig167921"	142	142	"+"	5.63108689292766e-13	1.10980804490341e-10	45.2100840336134
"37902"	"Contig167921"	148	148	"+"	6.17347749823088e-07	3.95603137156013e-05	31.5608919382504
"38002"	"Contig1681"	20090	20090	"+"	7.4454167613552e-06	0.000362467190965747	33.3781362007168
"38056"	"Contig168159"	621	621	"+"	2.65436180318716e-08	2.34197618580378e-06	30.4230249179061
"38065"	"Contig168159"	742	742	"+"	1.19609695831655e-07	9.08449605700373e-06	26.1217948717949
"38078"	"Contig168178"	168	168	"+"	2.66538234030752e-07	1.8675478736409e-05	-25.2865119012636
"38117"	"Contig168349"	6098	6098	"+"	1.16238992076918e-11	1.90573995733588e-09	-42.825311942959
"38129"	"Contig168349"	6419	6419	"+"	8.52744769779295e-13	1.63607216145003e-10	35.8904109589041
"38138"	"Contig168349"	6707	6707	"+"	2.62250469854435e-06	0.000144517276169384	-31.5428884625925
"38709"	"Contig168931"	184	184	"+"	4.2981341860508e-09	4.47540324732721e-07	34.1282894736842
"38711"	"Contig168931"	1543	1543	"+"	1.94824031648699e-07	1.41045428521325e-05	-30.2624113475177
"38978"	"Contig169200"	3096	3096	"+"	4.60246159119824e-05	0.0017588304067645	-31.196089706728
"38979"	"Contig169205"	530	530	"+"	7.76013022002048e-11	1.10928711189548e-08	-30.6930693069307
"38999"	"Contig169250"	17989	17989	"+"	3.84447676023045e-20	1.91611966451012e-17	-47.8088578088578
"39034"	"Contig16934"	7485	7485	"+"	2.05935259824479e-31	4.4411482895568e-28	64.0828402366864
"39062"	"Contig169399"	62	62	"+"	7.46660214088115e-31	1.40725872786632e-27	88.3211678832117
"39063"	"Contig169399"	166	166	"+"	3.05939281669504e-36	1.96049211554422e-32	96.7741935483871
"39064"	"Contig169399"	172	172	"+"	1.97620738530161e-32	5.15385230199037e-29	92.5925925925926
"39096"	"Contig169546"	1220	1220	"+"	2.28433803551896e-09	2.50778272381744e-07	31.7851959361393
"39196"	"Contig16971"	7236	7236	"+"	5.17619030694383e-07	3.36893679949965e-05	31.2925170068027
"39327"	"Contig17012"	1308	1308	"+"	1.30228384466595e-07	9.77186907759832e-06	-26.6493920669723
"39360"	"Contig17012"	11541	11541	"+"	5.46700218953424e-09	5.56081639289167e-07	32.8525641025641
"39418"	"Contig170254"	8014	8014	"+"	2.02810896964266e-10	2.68202819828037e-08	46.7105263157895
"39421"	"Contig170254"	8051	8051	"+"	9.15410890372456e-07	5.62960875253094e-05	41.5509019282604
"39482"	"Contig17037"	3043	3043	"+"	1.13131498713684e-05	0.000522197205240827	-29.1065999803864
"39565"	"Contig17038"	12982	12982	"+"	9.54436137304863e-10	1.11491959272866e-07	-37.0006011914521
"39597"	"Contig17038"	13479	13479	"+"	4.15642671390013e-07	2.77528779225429e-05	28.4026297085999
"39616"	"Contig17038"	15254	15254	"+"	9.47202417116476e-06	0.000446964350024255	-27.0944349832445
"39716"	"Contig17038"	20777	20777	"+"	5.19115536708855e-08	4.30422196537462e-06	29.6969696969697
"39736"	"Contig17039"	5188	5188	"+"	1.97501733698365e-16	6.43843589265465e-14	-63.0950626381724
"40095"	"Contig17091"	30766	30766	"+"	3.75713316600363e-08	3.21873222302199e-06	25.7766367137356
"40249"	"Contig17101"	8238	8238	"+"	2.85568357068297e-07	1.98907936975555e-05	29.4923807639026
"40315"	"Contig17101"	14712	14712	"+"	7.55629740578163e-08	5.9981606210715e-06	-31.9300792354685
"40440"	"Contig17101"	19184	19184	"+"	2.81998358378019e-17	1.02342496506619e-14	52.3957523957524
"40446"	"Contig17101"	20263	20263	"+"	9.83428107557075e-05	0.00334344385331191	-25.2026342451874
"40496"	"Contig17101"	23961	23961	"+"	4.16622178551612e-20	2.05818512176593e-17	44.3707482993197
"40501"	"Contig17101"	24021	24021	"+"	2.26949048254223e-33	7.06958256810523e-30	65.2295935619125
"40524"	"Contig17101"	29520	29520	"+"	8.23198144308683e-19	3.53195719252285e-16	-42.0312906677463
"40532"	"Contig17101"	29688	29688	"+"	1.89234683895823e-17	7.02686649232811e-15	56.5922567143355
"40545"	"Contig17101"	30164	30164	"+"	1.66547429603423e-15	4.75845733187629e-13	52.5360702067529
"40550"	"Contig17101"	30266	30266	"+"	9.81301285803169e-22	5.79184156164196e-19	61.2490149724192
"40551"	"Contig17101"	30276	30276	"+"	7.6525442637024e-24	5.5906895494192e-21	62.1095018510099
"40564"	"Contig17101"	30518	30518	"+"	9.40055297068728e-14	2.07111171255012e-11	-41.5795206971678
"40565"	"Contig17101"	30530	30530	"+"	4.05381862966089e-14	9.40233545585943e-12	42.2950819672131
"40611"	"Contig17101"	35715	35715	"+"	7.12793016276347e-21	3.81546360057125e-18	38.3100258175559
"40659"	"Contig17108"	599	599	"+"	5.74785057841331e-08	4.69122910461032e-06	32.8067433292397
"40983"	"Contig17191"	24535	24535	"+"	9.53951813108853e-06	0.000449865298010446	29.0037831021438
"40992"	"Contig17191"	24759	24759	"+"	8.52160438666839e-08	6.70616770780104e-06	26.247553816047
"41044"	"Contig172239"	409	409	"+"	3.41781373633099e-05	0.00136011399143335	-32.9996663329997
"41187"	"Contig17237"	8151	8151	"+"	7.14294957239247e-09	7.07618312223657e-07	-45.8941058941059
"41231"	"Contig172483"	919	919	"+"	8.44220172712107e-09	8.28280431614316e-07	-25.2841660058155
"41277"	"Contig172614"	302	302	"+"	9.14554656096143e-09	8.89119166577162e-07	-27.5353738677402
"41286"	"Contig172614"	1360	1360	"+"	5.27113491760294e-10	6.47088209624477e-08	37.3925639787542
"41287"	"Contig172614"	1363	1363	"+"	3.734333423616e-14	8.68828302045124e-12	37.6667957155762
"41306"	"Contig172614"	1570	1570	"+"	4.84200948220075e-12	8.44487021670616e-10	39.6528986654006
"41331"	"Contig17262"	12167	12167	"+"	2.65531514000864e-25	2.29939831827953e-22	51.3741815536335
"41375"	"Contig17265"	34442	34442	"+"	1.65532816442268e-12	3.06322844570665e-10	38.14872866597
"41460"	"Contig172745"	50	50	"+"	1.54697776030175e-05	0.000687516762225229	-31.5359477124183
"41489"	"Contig17276"	2151	2151	"+"	4.91053992997669e-09	5.03591470336819e-07	-28.6436066848037
"41497"	"Contig172773"	49	49	"+"	7.77987298687134e-06	0.000376299215289183	-29.5
"41553"	"Contig17280"	29086	29086	"+"	8.24251368300328e-13	1.58411505888983e-10	-42.0289855072464
"41591"	"Contig17280"	32822	32822	"+"	4.19361303773323e-11	6.28716216150005e-09	-27.3132686731327
"41592"	"Contig17280"	32829	32829	"+"	2.84776766215749e-09	3.05894706433301e-07	-25.5732801595214
"41638"	"Contig17286"	24744	24744	"+"	5.35310097389844e-07	3.47299339715158e-05	26.6907187323147
"41640"	"Contig17286"	26427	26427	"+"	0.000229213916232821	0.00672012649444711	26.0574782432706
"41786"	"Contig17299"	1423	1423	"+"	2.20775377986685e-05	0.00093515279084569	32.3260073260073
"41803"	"Contig173"	13125	13125	"+"	8.29987007565006e-05	0.00290908951915248	34.1304347826087
"41812"	"Contig173"	13368	13368	"+"	5.7173871059706e-11	8.3811587885478e-09	-39.3081761006289
"41820"	"Contig173"	13455	13455	"+"	4.52987721239679e-18	1.80457915733303e-15	-32.4106449106449
"41824"	"Contig173"	13512	13512	"+"	2.19118189466292e-18	9.08404061736727e-16	-43.2043650793651
"41835"	"Contig173"	13682	13682	"+"	8.27647324125401e-09	8.1380046138826e-07	-28.0834386852086
"41844"	"Contig173"	13857	13857	"+"	1.12951059346445e-13	2.45713798021944e-11	-39.830053667263
"41873"	"Contig1730"	3732	3732	"+"	1.28174072411914e-13	2.76683039105696e-11	-32.2147304244491
"41901"	"Contig1730"	5010	5010	"+"	7.42016481296049e-11	1.06776016984633e-08	31.602733686067
"41902"	"Contig1730"	5012	5012	"+"	3.53486139522521e-18	1.43365667098242e-15	-43.2578916021441
"41946"	"Contig1730"	10752	10752	"+"	3.17479989037309e-12	5.67827892534867e-10	-43.5653871177619
"42010"	"Contig173032"	393	393	"+"	6.72089427389187e-07	4.26176899510644e-05	-29.5085688344115
"42019"	"Contig173039"	95	95	"+"	6.75515712637502e-15	1.73946302669769e-12	-48.9810305049987
"42188"	"Contig173727"	2273	2273	"+"	1.32316219722633e-07	9.91526371323811e-06	-33.3699835074217
"42297"	"Contig173861"	1456	1456	"+"	2.0580710293559e-07	1.47974339994963e-05	-27.9235382308846
"42461"	"Contig174390"	2816	2816	"+"	2.94959190124649e-09	3.16226421654884e-07	-34.8484848484849
"42484"	"Contig17443"	5421	5421	"+"	9.37316050824721e-06	0.000443231717871377	34.7426470588235
"42486"	"Contig17443"	5564	5564	"+"	3.33246901163462e-05	0.00133063700655047	33.5710465323587
"42570"	"Contig174582"	652	652	"+"	2.64574251018447e-10	3.43202532481653e-08	38.3999043291079
"42733"	"Contig175040"	3930	3930	"+"	7.5940474262035e-12	1.27773578303648e-09	-30.0844277673546
"42750"	"Contig175086"	2249	2249	"+"	8.9471887616874e-16	2.67918488212739e-13	32.4190758586607
"42755"	"Contig175086"	3637	3637	"+"	8.81177957813096e-06	0.000419694073209607	34.2222222222222
"42786"	"Contig175154"	5492	5492	"+"	1.07724728032194e-08	1.02856156404433e-06	40.2962962962963
"42788"	"Contig175154"	5519	5519	"+"	4.8029074259747e-14	1.10596952653284e-11	48.6967741935484
"42810"	"Contig17522"	6538	6538	"+"	6.25716905237713e-12	1.06965063999146e-09	-48.8614963191234
"42857"	"Contig175358"	2622	2622	"+"	0.000111800404455049	0.0037247503456411	25.2439024390244
"42976"	"Contig17564"	2176	2176	"+"	1.79901127363471e-08	1.64958741234369e-06	34.9281045751634
"42982"	"Contig17564"	2306	2306	"+"	1.51583343572624e-18	6.36660824100087e-16	43.0521809556867
"42993"	"Contig17564"	3794	3794	"+"	1.91141114475319e-06	0.000108889649745024	42.0168067226891
"43037"	"Contig17564"	7914	7914	"+"	1.48490214616884e-17	5.57855097104022e-15	55.5029471446517
"43050"	"Contig17564"	25283	25283	"+"	2.16498782949494e-17	7.96019168818305e-15	-29.8135913166588
"43051"	"Contig17564"	25297	25297	"+"	1.27121839359743e-15	3.69797262487432e-13	44.0357023690357
"43059"	"Contig17564"	25528	25528	"+"	1.77745551612622e-30	3.11448807731977e-27	70.7627118644068
"43073"	"Contig17564"	25756	25756	"+"	6.24100958886248e-15	1.61821657088834e-12	27.2300469483568
"43086"	"Contig17564"	26290	26290	"+"	3.01451804687441e-24	2.30753432297487e-21	70.4375
"43101"	"Contig17564"	26684	26684	"+"	7.71682002457464e-29	1.04262512255311e-25	69.9936778884147
"43104"	"Contig17564"	26783	26783	"+"	6.65219558024484e-12	1.12943201335484e-09	-25.5736228311368
"43118"	"Contig17564"	27296	27296	"+"	1.44997236622587e-12	2.70328602878547e-10	26.5103032333724
"43120"	"Contig17564"	27317	27317	"+"	1.33244898267285e-13	2.8680107336678e-11	39.1070522577372
"43126"	"Contig17564"	28871	28871	"+"	1.56030164146719e-08	1.44607594273708e-06	31.9139399372479
"43150"	"Contig17568"	10428	10428	"+"	3.85347317831179e-13	7.80028519715753e-11	48.7330541557243
"43166"	"Contig17570"	2611	2611	"+"	1.45159360254008e-05	0.00065074740415924	28.1919953171874
"43193"	"Contig17570"	7117	7117	"+"	2.33613157532554e-08	2.08747594539658e-06	-25.6478405315615
"43209"	"Contig17576"	74	74	"+"	3.50243549351288e-41	4.62082079214305e-37	95.5801104972376
"43211"	"Contig17576"	143	143	"+"	2.09045815960991e-12	3.80564850288288e-10	-43.5661351897597
"43226"	"Contig17576"	359	359	"+"	5.22947831031112e-10	6.43030294347345e-08	-29.6940418679549
"43231"	"Contig17576"	421	421	"+"	4.88764710122341e-05	0.00184994130655263	32.8947368421053
"43234"	"Contig17580"	31239	31239	"+"	9.60864189268361e-08	7.46729971281662e-06	30.0522648083624
"43296"	"Contig17584"	7312	7312	"+"	1.56284685504742e-05	0.000693277745867918	-26.673585884795
"43358"	"Contig17598"	70029	70029	"+"	5.28573261596965e-13	1.04819114607902e-10	37.967446865752
"43443"	"Contig17603"	20173	20173	"+"	2.9832848460004e-09	3.1938064712007e-07	-31.8294925889863
"43448"	"Contig17603"	20217	20217	"+"	9.32390878448267e-23	6.07907463430517e-20	28.6641494030003
"43450"	"Contig17603"	20248	20248	"+"	1.17923014084586e-11	1.92911899840381e-09	34.080852775543
"43543"	"Contig17603"	65411	65411	"+"	3.91588777179838e-28	4.72188269850317e-25	-46.350073477733
"43551"	"Contig17603"	65516	65516	"+"	7.61606078415446e-16	2.32402590246961e-13	28.2145767636325
"43558"	"Contig17603"	65610	65610	"+"	4.69208935488029e-05	0.00178547611295068	-25.6716417910448
"43562"	"Contig17603"	65672	65672	"+"	1.24163103147925e-11	2.02088333403296e-09	-32.8788411916491
"43587"	"Contig17603"	66197	66197	"+"	1.58049849579903e-28	2.02560117336665e-25	36.1693943881378
"43606"	"Contig17603"	66452	66452	"+"	1.75078759614668e-09	1.9633664575985e-07	-28.7795992714025
"43609"	"Contig17603"	66480	66480	"+"	5.31094810603441e-35	2.58947741759786e-31	-56.7582417582418
"43610"	"Contig17603"	66522	66522	"+"	1.44666579810344e-11	2.33091738222785e-09	-43.6507936507937
"43623"	"Contig17603"	66660	66660	"+"	1.63750153331541e-24	1.3163622332965e-21	-33.1284221005475
"43628"	"Contig17603"	66711	66711	"+"	1.50907047939583e-35	8.25512337897785e-32	-63.1488208854134
"43636"	"Contig17603"	66803	66803	"+"	2.73542532402353e-15	7.5648776912715e-13	-38.8399518652226
"43642"	"Contig17603"	66978	66978	"+"	2.19215064240604e-06	0.000123008224123763	27.3927392739274
"43760"	"Contig17634"	11711	11711	"+"	5.37775654811827e-19	2.36498757494646e-16	69.1326530612245
"43879"	"Contig17648"	2265	2265	"+"	5.57917181244809e-13	1.10054339813341e-10	33.1103312129853
"43917"	"Contig17649"	9212	9212	"+"	3.25128500009368e-17	1.17614604538026e-14	55
"43933"	"Contig17650"	246	246	"+"	0.000214493598413756	0.0063566911858603	28.1363872982822
"43946"	"Contig17650"	1543	1543	"+"	6.61113452762052e-24	4.89363155382874e-21	-46.2482909488652
"43967"	"Contig17650"	2058	2058	"+"	2.35148363275475e-05	0.00098930722198756	29.5280898876405
"44004"	"Contig17651"	1121	1121	"+"	1.97449603004891e-15	5.56341041099753e-13	-31.8994757940179
"44338"	"Contig177576"	556	556	"+"	3.09425298921993e-08	2.68884468164506e-06	-26.8399350243659
"44379"	"Contig177714"	433	433	"+"	1.1835053125191e-12	2.22498798341201e-10	41.7011019283747
"44391"	"Contig177714"	1631	1631	"+"	4.67114559613129e-05	0.00177955436995911	31.5492957746479
"44605"	"Contig17793"	1947	1947	"+"	7.10683330583989e-06	0.000348680029305461	32.879234167894
"44696"	"Contig17801"	1579	1579	"+"	1.35632614928709e-08	1.26856538807933e-06	31.479558115381
"44707"	"Contig17801"	2095	2095	"+"	1.37666672349638e-12	2.57303367748477e-10	33.438612322655
"44730"	"Contig17801"	3802	3802	"+"	6.03932472163319e-08	4.90769089058399e-06	25.5589430894309
"44774"	"Contig178040"	676	676	"+"	7.81957180548027e-06	0.000377811991191052	-33.2939089296274
"44804"	"Contig178086"	3568	3568	"+"	1.65379712711379e-46	7.41839801514322e-42	-65.2325913242009
"44806"	"Contig178086"	3614	3614	"+"	2.81066153435938e-09	3.02633626385909e-07	27.7746478873239
"45005"	"Contig17855"	24204	24204	"+"	4.98286667064445e-06	0.000255270959734831	-33.5606060606061
"45059"	"Contig17876"	37067	37067	"+"	2.72111241304954e-23	1.87785054378069e-20	-53.9557050742921
"45109"	"Contig17889"	494	494	"+"	2.72920818669745e-08	2.40517555045211e-06	39.1574279379157
"45283"	"Contig17928"	9527	9527	"+"	3.70624585103713e-07	2.50301383835434e-05	-46.5544617338838
"45311"	"Contig17929"	7470	7470	"+"	2.71385628614893e-05	0.00111826932762967	-31.7279942279942
"45432"	"Contig17946"	23953	23953	"+"	9.54604225721644e-09	9.24847781047149e-07	27.7080427708043
"45518"	"Contig17966"	14410	14410	"+"	6.92601755490722e-08	5.56373037997617e-06	-26.8591772151899
"45541"	"Contig17966"	14852	14852	"+"	2.6465644753431e-16	8.4791887331743e-14	-36.7104133447811
"45661"	"Contig17968"	16249	16249	"+"	3.93952107973825e-12	6.96822358032469e-10	40.352733686067
"45727"	"Contig17971"	30277	30277	"+"	2.80211764603712e-06	0.000153322661146479	-33.8788870703764
"45794"	"Contig17988"	38535	38535	"+"	3.66514863766162e-05	0.00144546062355413	27.4657639636867
"45852"	"Contig179990"	4724	4724	"+"	1.80602586270789e-08	1.65534262254952e-06	38.974358974359
"46002"	"Contig180260"	1964	1964	"+"	1.77684816847777e-05	0.000775931183137935	34.1049382716049
"46025"	"Contig1803"	993	993	"+"	7.16843950124668e-12	1.20977984612435e-09	-34.2023439368572
"46058"	"Contig1803"	3565	3565	"+"	7.52813671617129e-08	5.98312932109874e-06	27.1374458874459
"46069"	"Contig1803"	3910	3910	"+"	2.08676055501513e-10	2.7530975456072e-08	-39.8065476190476
"46096"	"Contig1803"	9006	9006	"+"	2.59960577055325e-07	1.82946173664852e-05	34.8214285714286
"46101"	"Contig1803"	9139	9139	"+"	5.45272206473271e-15	1.42535805828263e-12	-35.3922789539228
"46118"	"Contig1803"	10316	10316	"+"	2.48551571359457e-05	0.00103746248370147	30.5260047281324
"46145"	"Contig1803"	11587	11587	"+"	9.33814820794787e-10	1.09482244964809e-07	39.6406388642413
"46189"	"Contig180420"	1186	1186	"+"	3.65087984350997e-08	3.13369000103447e-06	31.9069069069069
"46219"	"Contig180600"	1182	1182	"+"	1.57523964839725e-29	2.35533820713932e-26	-92.7083333333333
"46220"	"Contig180600"	1188	1188	"+"	3.06637931677331e-34	1.18575724002175e-30	-97.8494623655914
"46285"	"Contig18084"	10136	10136	"+"	3.31849253551717e-20	1.6687984516444e-17	40.8040341784564
"46309"	"Contig18086"	7448	7448	"+"	3.56091472969557e-21	1.9916595507689e-18	53.5312082458484
"46339"	"Contig18086"	7922	7922	"+"	3.66197301923942e-22	2.24404704058625e-19	-38.738222561752
"46388"	"Contig180915"	287	287	"+"	2.72219893652876e-06	0.00014949684533331	-28.0064423765211
"46579"	"Contig18119"	83	83	"+"	8.34249859169212e-11	1.18573337692384e-08	28.6657559198543
"46580"	"Contig18119"	94	94	"+"	1.96905364613345e-10	2.6116311660602e-08	26.4921353156647
"46581"	"Contig18119"	110	110	"+"	3.07290995469706e-08	2.67444282300887e-06	27.3898637869677
"46583"	"Contig18119"	179	179	"+"	1.26235636573135e-11	2.05312603415665e-09	32.0819563780568
"46584"	"Contig18119"	189	189	"+"	1.16202358946926e-11	1.90573995733588e-09	46.8883560929845
"46585"	"Contig18119"	228	228	"+"	1.15078360620851e-15	3.37388389350761e-13	45.7271780631725
"46794"	"Contig18120"	60944	60944	"+"	5.20546545681108e-05	0.00195103870806523	25.5388471177945
"46877"	"Contig18127"	5046	5046	"+"	2.07807364540595e-10	2.74325043951366e-08	-32.1086819864497
"46942"	"Contig18133"	4993	4993	"+"	7.08766555932105e-05	0.00253896909512081	-29.0998217468806
"47067"	"Contig18147"	74	74	"+"	2.00057378930645e-08	1.81511443205699e-06	-34.6996561720488
"47069"	"Contig18147"	90	90	"+"	3.88313923018736e-05	0.001519674078923	-29.786003470214
"47073"	"Contig18147"	989	989	"+"	6.75717927274923e-07	4.28356650910844e-05	-40.2717860224331
"47111"	"Contig1815"	19238	19238	"+"	6.39579659430894e-10	7.69567355835767e-08	26.2254427093424
"47142"	"Contig181577"	1711	1711	"+"	0.000284238809527325	0.00801124567961933	-26.25
"47473"	"Contig18213"	71250	71250	"+"	6.74655279930992e-05	0.00243153219524421	28.4557438794727
"47547"	"Contig18248"	974	974	"+"	2.40359994376212e-09	2.62457898836902e-07	28.5682426404996
"47613"	"Contig182598"	133	133	"+"	1.50830026071057e-24	1.21686083081326e-21	90.625
"47619"	"Contig182627"	2675	2675	"+"	2.77753092643873e-10	3.58432212421189e-08	-27.6770186335404
"47663"	"Contig1827"	20137	20137	"+"	3.9844317936877e-05	0.00155281232924368	25.7847793351095
"47665"	"Contig1827"	20147	20147	"+"	5.09176084006933e-09	5.2027310233055e-07	-39.4261294261294
"47667"	"Contig1827"	20248	20248	"+"	1.82901579675135e-05	0.000795305563126096	-37.1456500488759
"47884"	"Contig182969"	320	320	"+"	5.10376266250638e-16	1.59427754029863e-13	42.8859447004608
"47894"	"Contig182969"	1367	1367	"+"	1.13709027378477e-07	8.69522418173671e-06	28.8776796973518
"47907"	"Contig18297"	31182	31182	"+"	3.27515206296631e-13	6.6961125218182e-11	32.8912466843501
"47915"	"Contig18297"	32725	32725	"+"	1.89828405807298e-15	5.3621455691324e-13	45.6333140543667
"47934"	"Contig182974"	798	798	"+"	3.10410077029905e-06	0.000167622807113458	-34.9760059062385
"47993"	"Contig1830"	1047	1047	"+"	0.000209152824959702	0.0062214310265472	30.7291666666667
"48044"	"Contig183194"	352	352	"+"	5.31268066570488e-11	7.83397894252554e-09	-47.0454545454546
"48081"	"Contig183499"	324	324	"+"	3.71208223938721e-07	2.50620079188175e-05	-42.0409247940473
"48092"	"Contig18352"	2837	2837	"+"	5.85277531006216e-19	2.56383335012331e-16	-51.5555555555556
"48097"	"Contig18352"	2988	2988	"+"	1.73856984389768e-11	2.76941084973379e-09	-37.6344086021505
"48457"	"Contig18392"	2032	2032	"+"	1.14812918367799e-10	1.59052979547094e-08	-29.8865991952201
"48475"	"Contig18392"	8113	8113	"+"	1.44999174445288e-05	0.000650159247271582	26.5203761755486
"48613"	"Contig184245"	98	98	"+"	6.50232781285087e-07	4.14073474609844e-05	35.8870967741936
"48623"	"Contig18429"	13717	13717	"+"	4.61788578155107e-06	0.000238864612943539	-36.25
"48643"	"Contig18430"	415	415	"+"	7.41902667824503e-08	5.90478169166161e-06	36.3573166492875
"48665"	"Contig184379"	136	136	"+"	1.4935420223344e-11	2.39902088288599e-09	-39.8590363980644
"48705"	"Contig18464"	9786	9786	"+"	1.58363504876678e-06	9.17076383556251e-05	27.3076923076923
"48721"	"Contig18464"	10863	10863	"+"	3.81465409122805e-11	5.7536321960982e-09	27.7914438502674
"48745"	"Contig18465"	7324	7324	"+"	1.65470553691514e-08	1.52474791436947e-06	25.188679245283
"48748"	"Contig18465"	7374	7374	"+"	5.63896038123524e-09	5.71757437143333e-07	-29.2258064516129
"48771"	"Contig18465"	9526	9526	"+"	2.01503470341379e-09	2.23290334161433e-07	38.0238726790451
"48784"	"Contig184691"	1149	1149	"+"	4.58206665797937e-23	3.04950537877809e-20	40.9006707122325
"49199"	"Contig184956"	574	574	"+"	1.36706694727725e-23	9.64185430905627e-21	86.6666666666667
"49200"	"Contig184956"	772	772	"+"	3.46722215881717e-29	4.86026096387019e-26	93.9759036144578
"49332"	"Contig18516"	22333	22333	"+"	1.22179046832091e-05	0.000559583023423588	-30.3851114796388
"49383"	"Contig18529"	18056	18056	"+"	1.86565175655343e-08	1.7030340320207e-06	-42.3076923076923
"49449"	"Contig18536"	6450	6450	"+"	6.55922028538006e-07	4.17340946777639e-05	-28.3836186512816
"49535"	"Contig185451"	780	780	"+"	6.00292091996371e-16	1.86476163836821e-13	33.6013645224172
